id.exposure	id.outcome	outcome	exposure	method	nsnp	b	se	pval	metabolite	raw.label	class	subclass	label	derived_features	INTERVAL	abbreviation1	abbreviation2	label.no.units
Lu BF EU sex combined 5 SNPs	aMOnTU	M-LDL-TG.txt	Lu BF EU sex combined 5 SNPs	MR Egger	5	1.77570293327732	1.41646502757638	0.298782556842502	mldltg	Triglycerides in medium LDL (mmol/l)	Lipoprotein subclasses	Medium LDL	Triglycerides (mmol/l)	no	mldltg	M-LDL-TG	M-LDL-TG	Triglycerides in medium LDL
Lu BF EU sex combined 5 SNPs	aMOnTU	M-LDL-TG.txt	Lu BF EU sex combined 5 SNPs	Weighted median	5	-0.0173795768070435	0.109185584612863	0.87353127852772	mldltg	Triglycerides in medium LDL (mmol/l)	Lipoprotein subclasses	Medium LDL	Triglycerides (mmol/l)	no	mldltg	M-LDL-TG	M-LDL-TG	Triglycerides in medium LDL
Lu BF EU sex combined 5 SNPs	aMOnTU	M-LDL-TG.txt	Lu BF EU sex combined 5 SNPs	Inverse variance weighted (multiplicative random effects)	5	0.314161839260343	0.313806261295012	0.316762458175607	mldltg	Triglycerides in medium LDL (mmol/l)	Lipoprotein subclasses	Medium LDL	Triglycerides (mmol/l)	no	mldltg	M-LDL-TG	M-LDL-TG	Triglycerides in medium LDL
Lu BF EU sex combined 5 SNPs	aMOnTU	M-LDL-TG.txt	Lu BF EU sex combined 5 SNPs	Weighted mode	5	-0.00578950615904616	0.112431104624057	0.961400960828643	mldltg	Triglycerides in medium LDL (mmol/l)	Lipoprotein subclasses	Medium LDL	Triglycerides (mmol/l)	no	mldltg	M-LDL-TG	M-LDL-TG	Triglycerides in medium LDL
Lu BF EU sex combined 5 SNPs	ao5YM5	EstC.txt	Lu BF EU sex combined 5 SNPs	MR Egger	5	-3.27765091235419	3.23140953935028	0.385127328957086	estc	Esterified cholesterol (mmol/l)	Cholesterol	Cholesterol	Esterified cholesterol (mmol/l)	no	estc	EstC	EstC	Esterified cholesterol
Lu BF EU sex combined 5 SNPs	ao5YM5	EstC.txt	Lu BF EU sex combined 5 SNPs	Weighted median	5	0.0084934237606486	0.113492649295937	0.940344582318592	estc	Esterified cholesterol (mmol/l)	Cholesterol	Cholesterol	Esterified cholesterol (mmol/l)	no	estc	EstC	EstC	Esterified cholesterol
Lu BF EU sex combined 5 SNPs	ao5YM5	EstC.txt	Lu BF EU sex combined 5 SNPs	Inverse variance weighted (multiplicative random effects)	5	-0.717044044703367	0.674899444909012	0.28803337526589	estc	Esterified cholesterol (mmol/l)	Cholesterol	Cholesterol	Esterified cholesterol (mmol/l)	no	estc	EstC	EstC	Esterified cholesterol
Lu BF EU sex combined 5 SNPs	ao5YM5	EstC.txt	Lu BF EU sex combined 5 SNPs	Weighted mode	5	0.103225685211308	0.118040466323653	0.431213646740775	estc	Esterified cholesterol (mmol/l)	Cholesterol	Cholesterol	Esterified cholesterol (mmol/l)	no	estc	EstC	EstC	Esterified cholesterol
Lu BF EU sex combined 5 SNPs	aOn7eJ	PC.txt	Lu BF EU sex combined 5 SNPs	MR Egger	5	-1.13853481184558	1.1303467796361	0.388017757711027	pc	Phosphatidylcholine and other cholines (mmol/l)	Glycerides and phospholipids	Glycerides and phospholipids	Phosphatidylcholine + other cholines (mmol/l)	no	pc	PC	PC	Phosphatidylcholine and other cholines
Lu BF EU sex combined 5 SNPs	aOn7eJ	PC.txt	Lu BF EU sex combined 5 SNPs	Weighted median	5	-0.0885775645240623	0.117475416520345	0.45084359681404	pc	Phosphatidylcholine and other cholines (mmol/l)	Glycerides and phospholipids	Glycerides and phospholipids	Phosphatidylcholine + other cholines (mmol/l)	no	pc	PC	PC	Phosphatidylcholine and other cholines
Lu BF EU sex combined 5 SNPs	aOn7eJ	PC.txt	Lu BF EU sex combined 5 SNPs	Inverse variance weighted (multiplicative random effects)	5	-0.340827148513071	0.231646157744671	0.141202819013679	pc	Phosphatidylcholine and other cholines (mmol/l)	Glycerides and phospholipids	Glycerides and phospholipids	Phosphatidylcholine + other cholines (mmol/l)	no	pc	PC	PC	Phosphatidylcholine and other cholines
Lu BF EU sex combined 5 SNPs	aOn7eJ	PC.txt	Lu BF EU sex combined 5 SNPs	Weighted mode	5	-0.0704808991528847	0.120768600656031	0.590811199454145	pc	Phosphatidylcholine and other cholines (mmol/l)	Glycerides and phospholipids	Glycerides and phospholipids	Phosphatidylcholine + other cholines (mmol/l)	no	pc	PC	PC	Phosphatidylcholine and other cholines
Lu BF EU sex combined 5 SNPs	AwKWz8	XL-VLDL-PL.txt	Lu BF EU sex combined 5 SNPs	MR Egger	5	-1.32079922712242	1.73141659834394	0.50105576279517	xlvldlpl	Phospholipids in very large VLDL (mmol/l)	Lipoprotein subclasses	Very large VLDL	Phospholipids (mmol/l)	no	xlvldlpl	XL-VLDL-PL	XL-VLDL-PL	Phospholipids in very large VLDL
Lu BF EU sex combined 5 SNPs	AwKWz8	XL-VLDL-PL.txt	Lu BF EU sex combined 5 SNPs	Weighted median	5	0.0750160450136407	0.128093093875057	0.558119532178504	xlvldlpl	Phospholipids in very large VLDL (mmol/l)	Lipoprotein subclasses	Very large VLDL	Phospholipids (mmol/l)	no	xlvldlpl	XL-VLDL-PL	XL-VLDL-PL	Phospholipids in very large VLDL
Lu BF EU sex combined 5 SNPs	AwKWz8	XL-VLDL-PL.txt	Lu BF EU sex combined 5 SNPs	Inverse variance weighted (multiplicative random effects)	5	-0.35836388671551	0.344949053886306	0.29885621573936	xlvldlpl	Phospholipids in very large VLDL (mmol/l)	Lipoprotein subclasses	Very large VLDL	Phospholipids (mmol/l)	no	xlvldlpl	XL-VLDL-PL	XL-VLDL-PL	Phospholipids in very large VLDL
Lu BF EU sex combined 5 SNPs	AwKWz8	XL-VLDL-PL.txt	Lu BF EU sex combined 5 SNPs	Weighted mode	5	0.0909517713599211	0.12988044485897	0.52234679445937	xlvldlpl	Phospholipids in very large VLDL (mmol/l)	Lipoprotein subclasses	Very large VLDL	Phospholipids (mmol/l)	no	xlvldlpl	XL-VLDL-PL	XL-VLDL-PL	Phospholipids in very large VLDL
Lu BF EU sex combined 5 SNPs	AzmbTV	XS-VLDL-PL.txt	Lu BF EU sex combined 5 SNPs	MR Egger	5	-2.52998480858146	1.78395056297529	0.251164959605425	xsvldlpl	Phospholipids in very small VLDL (mmol/l)	Lipoprotein subclasses	Very Small VLDL	Phospholipids  (mmol/l)	no	xsvldlpl	XS-VLDL-PL	XS-VLDL-PL	Phospholipids in very small VLDL
Lu BF EU sex combined 5 SNPs	AzmbTV	XS-VLDL-PL.txt	Lu BF EU sex combined 5 SNPs	Weighted median	5	-0.182715874631046	0.115419707795955	0.113408674094592	xsvldlpl	Phospholipids in very small VLDL (mmol/l)	Lipoprotein subclasses	Very Small VLDL	Phospholipids  (mmol/l)	no	xsvldlpl	XS-VLDL-PL	XS-VLDL-PL	Phospholipids in very small VLDL
Lu BF EU sex combined 5 SNPs	AzmbTV	XS-VLDL-PL.txt	Lu BF EU sex combined 5 SNPs	Inverse variance weighted (multiplicative random effects)	5	-0.619739234560748	0.399353856071873	0.120696948553065	xsvldlpl	Phospholipids in very small VLDL (mmol/l)	Lipoprotein subclasses	Very Small VLDL	Phospholipids  (mmol/l)	no	xsvldlpl	XS-VLDL-PL	XS-VLDL-PL	Phospholipids in very small VLDL
Lu BF EU sex combined 5 SNPs	AzmbTV	XS-VLDL-PL.txt	Lu BF EU sex combined 5 SNPs	Weighted mode	5	-0.171292634821789	0.117419214331795	0.218375836793323	xsvldlpl	Phospholipids in very small VLDL (mmol/l)	Lipoprotein subclasses	Very Small VLDL	Phospholipids  (mmol/l)	no	xsvldlpl	XS-VLDL-PL	XS-VLDL-PL	Phospholipids in very small VLDL
Lu BF EU sex combined 5 SNPs	B0s4G8	L-HDL-TG_percent.txt	Lu BF EU sex combined 5 SNPs	MR Egger	5	-1.04064999444907	1.48145985264593	0.532998064711991	lhdltgpct	Triglycerides in large HDL to total lipids in large HDL ratio (%)	Lipoprotein subclasses ratios	Large HDL ratios	Triglycerides to total lipid ratio (%)	yes	lhdltg_	L-HDL-TG_%	L-HDL-TG_percent	Triglycerides to total lipids ratio in large HDL
Lu BF EU sex combined 5 SNPs	B0s4G8	L-HDL-TG_percent.txt	Lu BF EU sex combined 5 SNPs	Weighted median	5	0.164883884973735	0.123768042875795	0.182794215769465	lhdltgpct	Triglycerides in large HDL to total lipids in large HDL ratio (%)	Lipoprotein subclasses ratios	Large HDL ratios	Triglycerides to total lipid ratio (%)	yes	lhdltg_	L-HDL-TG_%	L-HDL-TG_percent	Triglycerides to total lipids ratio in large HDL
Lu BF EU sex combined 5 SNPs	B0s4G8	L-HDL-TG_percent.txt	Lu BF EU sex combined 5 SNPs	Inverse variance weighted (multiplicative random effects)	5	-0.166049550719958	0.29676750423467	0.575801835283278	lhdltgpct	Triglycerides in large HDL to total lipids in large HDL ratio (%)	Lipoprotein subclasses ratios	Large HDL ratios	Triglycerides to total lipid ratio (%)	yes	lhdltg_	L-HDL-TG_%	L-HDL-TG_percent	Triglycerides to total lipids ratio in large HDL
Lu BF EU sex combined 5 SNPs	B0s4G8	L-HDL-TG_percent.txt	Lu BF EU sex combined 5 SNPs	Weighted mode	5	0.168414035565693	0.129214935401572	0.262408336051166	lhdltgpct	Triglycerides in large HDL to total lipids in large HDL ratio (%)	Lipoprotein subclasses ratios	Large HDL ratios	Triglycerides to total lipid ratio (%)	yes	lhdltg_	L-HDL-TG_%	L-HDL-TG_percent	Triglycerides to total lipids ratio in large HDL
Lu BF EU sex combined 5 SNPs	b3qpay	L-HDL-CE.txt	Lu BF EU sex combined 5 SNPs	MR Egger	5	2.28792412210287	2.36245088193432	0.404253345785324	lhdlce	Cholesterol esters in large HDL (mmol/l)	Lipoprotein subclasses	Large HDL	Cholesterol esters (mmol/l)	no	lhdlce	L-HDL-CE	L-HDL-CE	Cholesterol esters in large HDL
Lu BF EU sex combined 5 SNPs	b3qpay	L-HDL-CE.txt	Lu BF EU sex combined 5 SNPs	Weighted median	5	-0.124287188696051	0.113473558483715	0.273386770996591	lhdlce	Cholesterol esters in large HDL (mmol/l)	Lipoprotein subclasses	Large HDL	Cholesterol esters (mmol/l)	no	lhdlce	L-HDL-CE	L-HDL-CE	Cholesterol esters in large HDL
Lu BF EU sex combined 5 SNPs	b3qpay	L-HDL-CE.txt	Lu BF EU sex combined 5 SNPs	Inverse variance weighted (multiplicative random effects)	5	0.423173767485844	0.493143952610057	0.390829475242099	lhdlce	Cholesterol esters in large HDL (mmol/l)	Lipoprotein subclasses	Large HDL	Cholesterol esters (mmol/l)	no	lhdlce	L-HDL-CE	L-HDL-CE	Cholesterol esters in large HDL
Lu BF EU sex combined 5 SNPs	b3qpay	L-HDL-CE.txt	Lu BF EU sex combined 5 SNPs	Weighted mode	5	-0.124972318975893	0.120602576138196	0.358625807732132	lhdlce	Cholesterol esters in large HDL (mmol/l)	Lipoprotein subclasses	Large HDL	Cholesterol esters (mmol/l)	no	lhdlce	L-HDL-CE	L-HDL-CE	Cholesterol esters in large HDL
Lu BF EU sex combined 5 SNPs	Bb6BQc	IDL-CE.txt	Lu BF EU sex combined 5 SNPs	MR Egger	5	-1.40032939785999	1.27164219193007	0.351236421662797	idlce	Cholesterol esters in IDL (mmol/l)	Lipoprotein subclasses	IDL	Cholesterol esters (mmol/l)	no	idlce	IDL-CE	IDL-CE	Cholesterol esters in IDL
Lu BF EU sex combined 5 SNPs	Bb6BQc	IDL-CE.txt	Lu BF EU sex combined 5 SNPs	Weighted median	5	0.128433525696827	0.110081901949271	0.243327980574846	idlce	Cholesterol esters in IDL (mmol/l)	Lipoprotein subclasses	IDL	Cholesterol esters (mmol/l)	no	idlce	IDL-CE	IDL-CE	Cholesterol esters in IDL
Lu BF EU sex combined 5 SNPs	Bb6BQc	IDL-CE.txt	Lu BF EU sex combined 5 SNPs	Inverse variance weighted (multiplicative random effects)	5	-0.118936204675708	0.279963284515	0.670962162329159	idlce	Cholesterol esters in IDL (mmol/l)	Lipoprotein subclasses	IDL	Cholesterol esters (mmol/l)	no	idlce	IDL-CE	IDL-CE	Cholesterol esters in IDL
Lu BF EU sex combined 5 SNPs	Bb6BQc	IDL-CE.txt	Lu BF EU sex combined 5 SNPs	Weighted mode	5	0.157865978439098	0.119785310894525	0.257943182188891	idlce	Cholesterol esters in IDL (mmol/l)	Lipoprotein subclasses	IDL	Cholesterol esters (mmol/l)	no	idlce	IDL-CE	IDL-CE	Cholesterol esters in IDL
Lu BF EU sex combined 5 SNPs	bcb1Ha	XL-VLDL-P.txt	Lu BF EU sex combined 5 SNPs	MR Egger	5	-1.32079922712242	1.73141659834394	0.50105576279517	xlvldlp	Concentration of very large VLDL particles (mol/l)	Lipoprotein subclasses	Very large VLDL	Particle concentration (mol/l)	no	xlvldlp	XL-VLDL-P	XL-VLDL-P	Concentration of very large VLDL particles
Lu BF EU sex combined 5 SNPs	bcb1Ha	XL-VLDL-P.txt	Lu BF EU sex combined 5 SNPs	Weighted median	5	0.0750160450136407	0.124233290354589	0.545955294749617	xlvldlp	Concentration of very large VLDL particles (mol/l)	Lipoprotein subclasses	Very large VLDL	Particle concentration (mol/l)	no	xlvldlp	XL-VLDL-P	XL-VLDL-P	Concentration of very large VLDL particles
Lu BF EU sex combined 5 SNPs	bcb1Ha	XL-VLDL-P.txt	Lu BF EU sex combined 5 SNPs	Inverse variance weighted (multiplicative random effects)	5	-0.35836388671551	0.344949053886306	0.29885621573936	xlvldlp	Concentration of very large VLDL particles (mol/l)	Lipoprotein subclasses	Very large VLDL	Particle concentration (mol/l)	no	xlvldlp	XL-VLDL-P	XL-VLDL-P	Concentration of very large VLDL particles
Lu BF EU sex combined 5 SNPs	bcb1Ha	XL-VLDL-P.txt	Lu BF EU sex combined 5 SNPs	Weighted mode	5	0.0909517713599211	0.121165852008446	0.494614804396177	xlvldlp	Concentration of very large VLDL particles (mol/l)	Lipoprotein subclasses	Very large VLDL	Particle concentration (mol/l)	no	xlvldlp	XL-VLDL-P	XL-VLDL-P	Concentration of very large VLDL particles
Lu BF EU sex combined 5 SNPs	BqrO1H	S-VLDL-C_percent.txt	Lu BF EU sex combined 5 SNPs	MR Egger	5	-1.46399109984645	1.50791903950132	0.40322428478644	svldlcpct	Total cholesterol in small VLDL to total lipids in small VLDL ratio (%)	Lipoprotein subclasses ratios	Small VLDL ratios	Total cholesterol to total lipid ratio (%)	yes	svldlc_	S-VLDL-C_%	S-VLDL-C_percent	Total cholesterol to total lipids ratio in small VLDL
Lu BF EU sex combined 5 SNPs	BqrO1H	S-VLDL-C_percent.txt	Lu BF EU sex combined 5 SNPs	Weighted median	5	0.0863940016821756	0.114621569050139	0.451009863168579	svldlcpct	Total cholesterol in small VLDL to total lipids in small VLDL ratio (%)	Lipoprotein subclasses ratios	Small VLDL ratios	Total cholesterol to total lipid ratio (%)	yes	svldlc_	S-VLDL-C_%	S-VLDL-C_percent	Total cholesterol to total lipids ratio in small VLDL
Lu BF EU sex combined 5 SNPs	BqrO1H	S-VLDL-C_percent.txt	Lu BF EU sex combined 5 SNPs	Inverse variance weighted (multiplicative random effects)	5	-0.239611249150033	0.316347076093371	0.448791373584869	svldlcpct	Total cholesterol in small VLDL to total lipids in small VLDL ratio (%)	Lipoprotein subclasses ratios	Small VLDL ratios	Total cholesterol to total lipid ratio (%)	yes	svldlc_	S-VLDL-C_%	S-VLDL-C_percent	Total cholesterol to total lipids ratio in small VLDL
Lu BF EU sex combined 5 SNPs	BqrO1H	S-VLDL-C_percent.txt	Lu BF EU sex combined 5 SNPs	Weighted mode	5	0.0980341633792989	0.122730770576589	0.469161871857452	svldlcpct	Total cholesterol in small VLDL to total lipids in small VLDL ratio (%)	Lipoprotein subclasses ratios	Small VLDL ratios	Total cholesterol to total lipid ratio (%)	yes	svldlc_	S-VLDL-C_%	S-VLDL-C_percent	Total cholesterol to total lipids ratio in small VLDL
Lu BF EU sex combined 5 SNPs	bslhO5	FAw6.txt	Lu BF EU sex combined 5 SNPs	MR Egger	5	-0.391005729017926	0.602121158457596	0.56237814490627	faw6	Omega-6 fatty acids (mmol/l)	Fatty acids	Fatty acids	n-6 fatty acids (mmol/l)	no	faw6	FAw6	FAw6	Omega-6 fatty acids
Lu BF EU sex combined 5 SNPs	bslhO5	FAw6.txt	Lu BF EU sex combined 5 SNPs	Weighted median	5	-0.0841343436839602	0.110181590097718	0.445107372522384	faw6	Omega-6 fatty acids (mmol/l)	Fatty acids	Fatty acids	n-6 fatty acids (mmol/l)	no	faw6	FAw6	FAw6	Omega-6 fatty acids
Lu BF EU sex combined 5 SNPs	bslhO5	FAw6.txt	Lu BF EU sex combined 5 SNPs	Inverse variance weighted (multiplicative random effects)	5	-0.174103338308784	0.116422146001356	0.134797398013295	faw6	Omega-6 fatty acids (mmol/l)	Fatty acids	Fatty acids	n-6 fatty acids (mmol/l)	no	faw6	FAw6	FAw6	Omega-6 fatty acids
Lu BF EU sex combined 5 SNPs	bslhO5	FAw6.txt	Lu BF EU sex combined 5 SNPs	Weighted mode	5	-0.0687448092911318	0.141566154077162	0.652648880767005	faw6	Omega-6 fatty acids (mmol/l)	Fatty acids	Fatty acids	n-6 fatty acids (mmol/l)	no	faw6	FAw6	FAw6	Omega-6 fatty acids
Lu BF EU sex combined 5 SNPs	BSoyey	L-LDL-FC.txt	Lu BF EU sex combined 5 SNPs	MR Egger	5	2.01818369123584	2.48797741651656	0.476646596785691	lldlfc	Free cholesterol in large LDL (mmol/l)	Lipoprotein subclasses	Large LDL	Free cholesterol (mmol/l)	no	lldlfc	L-LDL-FC	L-LDL-FC	Free cholesterol in large LDL
Lu BF EU sex combined 5 SNPs	BSoyey	L-LDL-FC.txt	Lu BF EU sex combined 5 SNPs	Weighted median	5	-0.125885098117709	0.116646883808534	0.280499416023625	lldlfc	Free cholesterol in large LDL (mmol/l)	Lipoprotein subclasses	Large LDL	Free cholesterol (mmol/l)	no	lldlfc	L-LDL-FC	L-LDL-FC	Free cholesterol in large LDL
Lu BF EU sex combined 5 SNPs	BSoyey	L-LDL-FC.txt	Lu BF EU sex combined 5 SNPs	Inverse variance weighted (multiplicative random effects)	5	0.428443373317183	0.502949212989087	0.394290633800239	lldlfc	Free cholesterol in large LDL (mmol/l)	Lipoprotein subclasses	Large LDL	Free cholesterol (mmol/l)	no	lldlfc	L-LDL-FC	L-LDL-FC	Free cholesterol in large LDL
Lu BF EU sex combined 5 SNPs	BSoyey	L-LDL-FC.txt	Lu BF EU sex combined 5 SNPs	Weighted mode	5	-0.171105830081748	0.124774580640059	0.242172943381006	lldlfc	Free cholesterol in large LDL (mmol/l)	Lipoprotein subclasses	Large LDL	Free cholesterol (mmol/l)	no	lldlfc	L-LDL-FC	L-LDL-FC	Free cholesterol in large LDL
Lu BF EU sex combined 5 SNPs	BTsYyd	S-HDL-FC.txt	Lu BF EU sex combined 5 SNPs	MR Egger	5	2.94201427790098	2.45663303691912	0.31707538051905	shdlfc	Free cholesterol in small HDL (mmol/l)	Lipoprotein subclasses	Small HDL	Free cholesterol (mmol/l)	no	shdlfc	S-HDL-FC	S-HDL-FC	Free cholesterol in small HDL
Lu BF EU sex combined 5 SNPs	BTsYyd	S-HDL-FC.txt	Lu BF EU sex combined 5 SNPs	Weighted median	5	-0.11367638775139	0.107187167661325	0.288898540235062	shdlfc	Free cholesterol in small HDL (mmol/l)	Lipoprotein subclasses	Small HDL	Free cholesterol (mmol/l)	no	shdlfc	S-HDL-FC	S-HDL-FC	Free cholesterol in small HDL
Lu BF EU sex combined 5 SNPs	BTsYyd	S-HDL-FC.txt	Lu BF EU sex combined 5 SNPs	Inverse variance weighted (multiplicative random effects)	5	0.479690292642763	0.54012450561677	0.37448126743698	shdlfc	Free cholesterol in small HDL (mmol/l)	Lipoprotein subclasses	Small HDL	Free cholesterol (mmol/l)	no	shdlfc	S-HDL-FC	S-HDL-FC	Free cholesterol in small HDL
Lu BF EU sex combined 5 SNPs	BTsYyd	S-HDL-FC.txt	Lu BF EU sex combined 5 SNPs	Weighted mode	5	-0.117995973066022	0.117233591740442	0.371118094394739	shdlfc	Free cholesterol in small HDL (mmol/l)	Lipoprotein subclasses	Small HDL	Free cholesterol (mmol/l)	no	shdlfc	S-HDL-FC	S-HDL-FC	Free cholesterol in small HDL
Lu BF EU sex combined 5 SNPs	bvWLc0	FAw6byFA.txt	Lu BF EU sex combined 5 SNPs	MR Egger	5	-0.391005729017926	0.602121158457596	0.56237814490627	faw6byfa	Ratio of omega-6 fatty acids to total fatty acids (%)	Fatty acids ratios	Fatty acids ratios	n-6 fatty acids (%)	yes	faw6fa	FAw6/FA	FAw6byFA	Ratio of omega-6 fatty acids to total fatty acids
Lu BF EU sex combined 5 SNPs	bvWLc0	FAw6byFA.txt	Lu BF EU sex combined 5 SNPs	Weighted median	5	-0.0841343436839602	0.114806403696392	0.463658046889083	faw6byfa	Ratio of omega-6 fatty acids to total fatty acids (%)	Fatty acids ratios	Fatty acids ratios	n-6 fatty acids (%)	yes	faw6fa	FAw6/FA	FAw6byFA	Ratio of omega-6 fatty acids to total fatty acids
Lu BF EU sex combined 5 SNPs	bvWLc0	FAw6byFA.txt	Lu BF EU sex combined 5 SNPs	Inverse variance weighted (multiplicative random effects)	5	-0.174103338308784	0.116422146001356	0.134797398013295	faw6byfa	Ratio of omega-6 fatty acids to total fatty acids (%)	Fatty acids ratios	Fatty acids ratios	n-6 fatty acids (%)	yes	faw6fa	FAw6/FA	FAw6byFA	Ratio of omega-6 fatty acids to total fatty acids
Lu BF EU sex combined 5 SNPs	bvWLc0	FAw6byFA.txt	Lu BF EU sex combined 5 SNPs	Weighted mode	5	-0.0687448092911318	0.137632780011816	0.643665221435842	faw6byfa	Ratio of omega-6 fatty acids to total fatty acids (%)	Fatty acids ratios	Fatty acids ratios	n-6 fatty acids (%)	yes	faw6fa	FAw6/FA	FAw6byFA	Ratio of omega-6 fatty acids to total fatty acids
Lu BF EU sex combined 5 SNPs	c7qkdn	M-VLDL-FC.txt	Lu BF EU sex combined 5 SNPs	MR Egger	5	-0.38466180829511	0.747744100649289	0.64245005630596	mvldlfc	Free cholesterol in medium VLDL (mmol/l)	Lipoprotein subclasses	Medium VLDL	Free cholesterol (mmol/l)	no	mvldlfc	M-VLDL-FC	M-VLDL-FC	Free cholesterol in medium VLDL
Lu BF EU sex combined 5 SNPs	c7qkdn	M-VLDL-FC.txt	Lu BF EU sex combined 5 SNPs	Weighted median	5	-0.0795447193901168	0.119364973493988	0.505155992206618	mvldlfc	Free cholesterol in medium VLDL (mmol/l)	Lipoprotein subclasses	Medium VLDL	Free cholesterol (mmol/l)	no	mvldlfc	M-VLDL-FC	M-VLDL-FC	Free cholesterol in medium VLDL
Lu BF EU sex combined 5 SNPs	c7qkdn	M-VLDL-FC.txt	Lu BF EU sex combined 5 SNPs	Inverse variance weighted (multiplicative random effects)	5	-0.139243878501902	0.144038697970092	0.33368823237685	mvldlfc	Free cholesterol in medium VLDL (mmol/l)	Lipoprotein subclasses	Medium VLDL	Free cholesterol (mmol/l)	no	mvldlfc	M-VLDL-FC	M-VLDL-FC	Free cholesterol in medium VLDL
Lu BF EU sex combined 5 SNPs	c7qkdn	M-VLDL-FC.txt	Lu BF EU sex combined 5 SNPs	Weighted mode	5	-0.0235685593399058	0.143199168201761	0.877252304219309	mvldlfc	Free cholesterol in medium VLDL (mmol/l)	Lipoprotein subclasses	Medium VLDL	Free cholesterol (mmol/l)	no	mvldlfc	M-VLDL-FC	M-VLDL-FC	Free cholesterol in medium VLDL
Lu BF EU sex combined 5 SNPs	cAJoYk	XS-VLDL-TG.txt	Lu BF EU sex combined 5 SNPs	MR Egger	5	1.28373569096228	0.952179799851678	0.27034975104999	xsvldltg	Triglycerides in very small VLDL (mmol/l)	Lipoprotein subclasses	Very Small VLDL	Triglycerides (mmol/l)	no	xsvldltg	XS-VLDL-TG	XS-VLDL-TG	Triglycerides in very small VLDL
Lu BF EU sex combined 5 SNPs	cAJoYk	XS-VLDL-TG.txt	Lu BF EU sex combined 5 SNPs	Weighted median	5	-0.00282871126858536	0.11155442913219	0.979770025990053	xsvldltg	Triglycerides in very small VLDL (mmol/l)	Lipoprotein subclasses	Very Small VLDL	Triglycerides (mmol/l)	no	xsvldltg	XS-VLDL-TG	XS-VLDL-TG	Triglycerides in very small VLDL
Lu BF EU sex combined 5 SNPs	cAJoYk	XS-VLDL-TG.txt	Lu BF EU sex combined 5 SNPs	Inverse variance weighted (multiplicative random effects)	5	0.196183836730346	0.217307746048436	0.366635950787197	xsvldltg	Triglycerides in very small VLDL (mmol/l)	Lipoprotein subclasses	Very Small VLDL	Triglycerides (mmol/l)	no	xsvldltg	XS-VLDL-TG	XS-VLDL-TG	Triglycerides in very small VLDL
Lu BF EU sex combined 5 SNPs	cAJoYk	XS-VLDL-TG.txt	Lu BF EU sex combined 5 SNPs	Weighted mode	5	-0.0301630112875912	0.116304284573485	0.808169053295116	xsvldltg	Triglycerides in very small VLDL (mmol/l)	Lipoprotein subclasses	Very Small VLDL	Triglycerides (mmol/l)	no	xsvldltg	XS-VLDL-TG	XS-VLDL-TG	Triglycerides in very small VLDL
Lu BF EU sex combined 5 SNPs	cArdaR	XL-VLDL-C_percent.txt	Lu BF EU sex combined 5 SNPs	MR Egger	5	-0.462524594130997	0.483515771666428	0.409346004889572	xlvldlcpct	Total cholesterol in very large VLDL to total lipids in very large VLDL ratio (%)	Lipoprotein subclasses ratios	Very large VLDL ratios	Total cholesterol to total lipid ratio (%)	yes	xlvldlc_	XL-VLDL-C_%	XL-VLDL-C_percent	Total cholesterol to total lipids ratio in very large VLDL
Lu BF EU sex combined 5 SNPs	cArdaR	XL-VLDL-C_percent.txt	Lu BF EU sex combined 5 SNPs	Weighted median	5	-0.119733083174551	0.11339185753568	0.291003343642521	xlvldlcpct	Total cholesterol in very large VLDL to total lipids in very large VLDL ratio (%)	Lipoprotein subclasses ratios	Very large VLDL ratios	Total cholesterol to total lipid ratio (%)	yes	xlvldlc_	XL-VLDL-C_%	XL-VLDL-C_percent	Total cholesterol to total lipids ratio in very large VLDL
Lu BF EU sex combined 5 SNPs	cArdaR	XL-VLDL-C_percent.txt	Lu BF EU sex combined 5 SNPs	Inverse variance weighted (multiplicative random effects)	5	-0.100305312911677	0.100094722410347	0.316293408644306	xlvldlcpct	Total cholesterol in very large VLDL to total lipids in very large VLDL ratio (%)	Lipoprotein subclasses ratios	Very large VLDL ratios	Total cholesterol to total lipid ratio (%)	yes	xlvldlc_	XL-VLDL-C_%	XL-VLDL-C_percent	Total cholesterol to total lipids ratio in very large VLDL
Lu BF EU sex combined 5 SNPs	cArdaR	XL-VLDL-C_percent.txt	Lu BF EU sex combined 5 SNPs	Weighted mode	5	-0.0897327023412056	0.129831306060754	0.527490277394354	xlvldlcpct	Total cholesterol in very large VLDL to total lipids in very large VLDL ratio (%)	Lipoprotein subclasses ratios	Very large VLDL ratios	Total cholesterol to total lipid ratio (%)	yes	xlvldlc_	XL-VLDL-C_%	XL-VLDL-C_percent	Total cholesterol to total lipids ratio in very large VLDL
Lu BF EU sex combined 5 SNPs	CcjEeJ	M-HDL-FC_percent.txt	Lu BF EU sex combined 5 SNPs	MR Egger	5	0.662698928618671	0.978832790819254	0.546918651170209	mhdlfcpct	Free cholesterol in medium HDL to total lipids in medium HDL ratio (%)	Lipoprotein subclasses ratios	Medium HDL ratios	Free cholesterol to total lipid ratio (%)	yes	mhdlfc_	M-HDL-FC_%	M-HDL-FC_percent	Free cholesterol to total lipids ratio in medium HDL
