name1,name2,name3,name4,name5,mean_cp,mean_odds,uniq_a,uniq_b,shared,score,treeLevel
Insulin Resistance (patf),PREDISPOSES,Metabolic syndrome (dsyn),ISA,Cardiovascular Diseases (dsyn),1.43e-10,51.98,7,71,0,7.69,5.0
Insulin Resistance (patf),PREDISPOSES,Metabolic syndrome (dsyn),PREDISPOSES,Cardiovascular morbidity (dsyn),1.43e-10,65.83,7,35,0,8.4,21.0
Insulin Resistance (patf),PREDISPOSES,Metabolic syndrome (dsyn),PREDISPOSES,Cardiovascular Diseases (dsyn),1.43e-10,51.91,7,110,0,7.45,21.0
Insulin Resistance (patf),PREDISPOSES,Metabolic syndrome (dsyn),PROCESS_OF,cohort (popg),1.5e-09,51.25,7,37,0,8.32,1.0
Fitness (dora),PREVENTS,Metabolic syndrome (dsyn),PROCESS_OF,General Population (popg),2.37e-06,243.54,3,33,0,3.27,1.0
Fitness (dora),PREVENTS,Metabolic syndrome (dsyn),COEXISTS_WITH,Cardiovascular Diseases (dsyn),6.8e-06,244.08,3,16,0,3.56,9.0
Fitness (dora),PREVENTS,Metabolic syndrome (dsyn),ISA,Cardiovascular Diseases (dsyn),2.37e-06,243.88,3,71,0,3.13,5.0
Fitness (dora),PREVENTS,Metabolic syndrome (dsyn),PREDISPOSES,Cardiovascular morbidity (dsyn),2.37e-06,257.73,3,35,0,3.26,21.0
Fitness (dora),PREVENTS,Metabolic syndrome (dsyn),PREDISPOSES,Cardiovascular Diseases (dsyn),2.37e-06,243.81,3,110,0,3.08,21.0
Fitness (dora),PREVENTS,Metabolic syndrome (dsyn),PROCESS_OF,cohort (popg),2.37e-06,243.15,3,37,0,3.24,1.0
Waist circumference (fndg),PREDISPOSES,Carcinoma of the Large Intestine (neop),PROCESS_OF,Octogenarians (aggp),6.56e-07,385.25,4,9,0,5.78,1.0
Waist circumference (fndg),PREDISPOSES,Carcinoma of the Large Intestine (neop),PROCESS_OF,Surgical Patients (podg),1.85e-08,380.0,4,16,0,5.0,1.0
Waist circumference (fndg),PREDISPOSES,Carcinoma of the Large Intestine (neop),PROCESS_OF,General Population (popg),6.22e-09,379.73,4,31,0,4.52,1.0
Waist circumference (fndg),PREDISPOSES,Carcinoma of the Large Intestine (neop),PROCESS_OF,Survivors (humn),6.22e-09,379.15,4,28,0,4.57,1.0
Waist circumference (fndg),PREDISPOSES,Carcinoma of the Large Intestine (neop),PROCESS_OF,African American (popg),6.22e-09,381.66,4,53,0,4.3,1.0
Waist circumference (fndg),PREDISPOSES,Carcinoma of the Large Intestine (neop),PROCESS_OF,Caucasoid Race (popg),1.25e-06,377.79,4,19,0,4.84,1.0
Waist circumference (fndg),PREDISPOSES,Carcinoma of the Large Intestine (neop),PROCESS_OF,Participant (humn),6.22e-09,379.56,4,33,0,4.48,1.0
Waist circumference (fndg),PREDISPOSES,Carcinoma of the Large Intestine (neop),PROCESS_OF,Long-Term Survivors (podg),7.07e-09,380.59,4,17,0,4.94,1.0
Waist circumference (fndg),PREDISPOSES,Carcinoma of the Large Intestine (neop),PROCESS_OF,Survivors (humn),6.22e-09,377.25,4,100,0,4.16,1.0
Waist circumference (fndg),PREDISPOSES,Carcinoma of the Large Intestine (neop),ISA,Common Neoplasm (neop),9.87e-09,378.91,4,20,0,4.8,5.0
Waist circumference (fndg),PREDISPOSES,Carcinoma of the Large Intestine (neop),PROCESS_OF,cohort (popg),7.4e-08,378.68,4,18,0,4.89,1.0
Waist circumference (fndg),PREDISPOSES,Carcinoma of the Large Intestine (neop),PROCESS_OF,cohort (popg),6.22e-09,378.93,4,63,0,4.25,1.0
Waist circumference (fndg),PREDISPOSES,Carcinoma of the Large Intestine (neop),PROCESS_OF,Black race (popg),2.84e-08,380.98,4,14,0,5.14,1.0
Metabolic syndrome (dsyn),COEXISTS_WITH,Insulin Resistance (patf),COEXISTS_WITH,"Kidney Failure, Chronic (dsyn)",4.59e-08,37.64,12,16,0,21.0,9.0
Metabolic syndrome (dsyn),COEXISTS_WITH,Insulin Resistance (patf),COEXISTS_WITH,Critical Illness (dsyn),9.39e-07,42.81,12,9,0,15.75,9.0
Metabolic syndrome (dsyn),COEXISTS_WITH,Insulin Resistance (patf),PREDISPOSES,Cardiovascular Diseases (dsyn),1.17e-07,35.19,12,31,0,16.65,9.0
Magnetic Resonance Spectroscopy (diap),METHOD_OF,Magnetic Resonance Imaging (diap),DIAGNOSES,Glioblastoma (neop),3.75e-08,80.03,8,18,0,11.56,16.0
Magnetic Resonance Spectroscopy (diap),METHOD_OF,Magnetic Resonance Imaging (diap),DIAGNOSES,Congenital diaphragmatic hernia (cgab),2.51e-07,85.31,8,10,0,14.4,16.0
High Density Lipoprotein Cholesterol (bacs),ASSOCIATED_WITH,Insulin Resistance (patf),COEXISTS_WITH,"Kidney Failure, Chronic (dsyn)",4.59e-08,70.15,9,16,0,14.06,8.0
High Density Lipoprotein Cholesterol (bacs),ASSOCIATED_WITH,Insulin Resistance (patf),COEXISTS_WITH,Critical Illness (dsyn),9.39e-07,75.31,9,9,0,18.0,8.0
High Density Lipoprotein Cholesterol (bacs),ASSOCIATED_WITH,Insulin Resistance (patf),PREDISPOSES,Cardiovascular Diseases (dsyn),1.17e-07,67.7,9,31,0,11.61,8.0
Fatty deposition (patf),COEXISTS_WITH,Insulin Resistance (patf),COEXISTS_WITH,"Kidney Failure, Chronic (dsyn)",1.06e-07,177.5,4,16,0,5.0,9.0
Fatty deposition (patf),COEXISTS_WITH,Insulin Resistance (patf),COEXISTS_WITH,Critical Illness (dsyn),9.99e-07,182.67,4,9,0,5.78,9.0
Fatty deposition (patf),COEXISTS_WITH,Insulin Resistance (patf),PREDISPOSES,Cardiovascular Diseases (dsyn),1.77e-07,175.05,4,31,0,4.52,9.0
Pregnancy (orgf),PROCESS_OF,cohort (popg),USES,Medicare (rnlw),1.01e-09,24.31,10,20,0,15.0,1.0
Pregnancy (orgf),PROCESS_OF,cohort (popg),LOCATION_OF,Single Nucleotide Polymorphism (nusq),2.55e-09,21.5,10,65,0,11.54,1.0
Pregnancy (orgf),PROCESS_OF,cohort (popg),USES,Treats (clas),3.76e-07,23.82,10,16,0,16.25,1.0
Pregnancy (orgf),PROCESS_OF,cohort (popg),LOCATION_OF,Calcium (bacs),4.09e-06,24.07,10,13,0,17.69,1.0
Pregnancy (orgf),PROCESS_OF,cohort (popg),USES,Classification (clas),1.23e-08,25.06,10,16,0,16.25,1.0
Pregnancy (orgf),PROCESS_OF,cohort (popg),LOCATION_OF,Sodium (elii),3.47e-06,30.46,10,8,0,14.4,1.0
Pregnancy (orgf),PROCESS_OF,cohort (popg),LOCATION_OF,C-reactive protein (aapp),1.93e-10,23.94,10,23,0,14.35,1.0
Pregnancy (orgf),PROCESS_OF,cohort (popg),LOCATION_OF,TP53 gene|TP53 (aapp),3.1e-11,24.83,10,22,0,14.55,1.0
Pregnancy (orgf),PROCESS_OF,cohort (popg),USES,Tissue Microarray (resd),8.85e-07,24.76,10,13,0,17.69,1.0
Pregnancy (orgf),PROCESS_OF,cohort (popg),LOCATION_OF,ERBB2 gene|ERBB2 (aapp),1.56e-09,26.76,10,15,0,16.67,1.0
"Leukemia, Lymphocytic, Acute (neop)",PROCESS_OF,Survivors (humn),LOCATION_OF,Interleukin-6 (aapp),3.31e-17,34.63,14,25,0,21.84,1.0
"Leukemia, Lymphocytic, Acute (neop)",PROCESS_OF,Survivors (humn),LOCATION_OF,C-reactive protein (aapp),5.88e-09,32.43,14,13,0,25.07,1.0
"Leukemia, Lymphocytic, Acute (neop)",PROCESS_OF,Survivors (humn),LOCATION_OF,procalcitonin (aapp),3.29e-17,36.89,14,32,0,20.12,1.0
Entire lumbar spine (blor),LOCATION_OF,Magnetic Resonance Spectroscopy (diap),USES,Mandibular right second molar prosthesis (medd),4.38e-06,187.61,3,3,0,6.0,2.0
Entire lumbar spine (blor),LOCATION_OF,Magnetic Resonance Spectroscopy (diap),USES,Protons (elii),4.11e-06,187.66,3,35,0,3.26,2.0
Stem cells (cell),PART_OF,Adipose tissue (tisu),PART_OF,Epididymis (bpoc),1.81e-07,24.52,6,5,0,9.17,3.0
"Fatty Acids, Nonesterified (lipd)",CAUSES,Insulin Resistance (patf),COEXISTS_WITH,"Kidney Failure, Chronic (dsyn)",4.77e-08,25.91,8,16,0,12.0,9.0
"Fatty Acids, Nonesterified (lipd)",CAUSES,Insulin Resistance (patf),COEXISTS_WITH,Critical Illness (dsyn),9.41e-07,31.07,8,9,0,15.11,9.0
"Fatty Acids, Nonesterified (lipd)",CAUSES,Insulin Resistance (patf),PREDISPOSES,Cardiovascular Diseases (dsyn),1.19e-07,23.46,8,31,0,10.06,11.0
"Risk factor, cardiovascular (dsyn)",PROCESS_OF,Participant (humn),USES,Medicare (rnlw),3.37e-08,25.57,7,18,0,9.72,1.0
Adipocytes (cell),LOCATION_OF,Norepinephrine (nsba),ASSOCIATED_WITH,Septic Shock (patf),6.94e-07,38.61,5,25,0,6.0,2.0
Adipocytes (cell),LOCATION_OF,Norepinephrine (nsba),ISA,Vasoconstrictor Agents (phsu),6.94e-07,36.76,5,35,0,5.71,2.0
Adipocytes (cell),LOCATION_OF,Norepinephrine (nsba),CAUSES,Contraction (patf),6.94e-07,33.51,5,1,0,1.2,2.0
Adipocytes (cell),LOCATION_OF,Norepinephrine (nsba),TREATS,Septic Shock (patf),6.94e-07,38.86,5,31,0,5.81,2.0
macrophage (cell),PART_OF,Adipose tissue (tisu),PART_OF,Epididymis (bpoc),5.63e-12,30.85,37,5,0,5.68,3.0
Subcutaneous Fat (tisu),PART_OF,Entire trunk (bpoc),LOCATION_OF,Hemorrhage (fndg),1.7e-07,115.57,13,12,0,23.08,2.0
Subcutaneous Fat (tisu),PART_OF,Entire trunk (bpoc),PART_OF,Elephants (mamm),1.33e-23,113.89,13,140,0,14.21,3.0
Subcutaneous Fat (tisu),PART_OF,Entire trunk (bpoc),PART_OF,Aorta (bpoc),2.04e-09,111.29,13,35,0,17.83,3.0
Intervention regimes (hlca),METHOD_OF,Primary Prevention (topp),USES,"Defibrillators, Implantable (medd)",4.63e-07,28.64,6,149,0,6.24,6.0
Intervention regimes (hlca),METHOD_OF,Primary Prevention (topp),USES,Hydroxymethylglutaryl-CoA Reductase Inhibitors (phsu),4.63e-07,24.33,6,61,0,6.59,6.0
Intervention regimes (hlca),METHOD_OF,Primary Prevention (topp),USES,Aspirin (phsu),4.63e-07,23.77,6,79,0,6.46,6.0
"Fatty Acids, Nonesterified (lipd)",PREDISPOSES,Insulin Resistance (patf),COEXISTS_WITH,"Kidney Failure, Chronic (dsyn)",1.65e-07,54.61,5,16,0,6.56,9.0
"Fatty Acids, Nonesterified (lipd)",PREDISPOSES,Insulin Resistance (patf),COEXISTS_WITH,Critical Illness (dsyn),1.06e-06,59.77,5,9,0,7.78,9.0
"Fatty Acids, Nonesterified (lipd)",PREDISPOSES,Insulin Resistance (patf),PREDISPOSES,Cardiovascular Diseases (dsyn),2.37e-07,52.16,5,31,0,5.81,21.0
Dyslipidemias (dsyn),COEXISTS_WITH,Metabolic syndrome (dsyn),PROCESS_OF,General Population (popg),2.59e-10,50.49,17,33,0,25.76,1.0
Dyslipidemias (dsyn),COEXISTS_WITH,Metabolic syndrome (dsyn),COEXISTS_WITH,Cardiovascular Diseases (dsyn),4.43e-06,51.03,17,16,0,31.06,9.0
Dyslipidemias (dsyn),COEXISTS_WITH,Metabolic syndrome (dsyn),ISA,Cardiovascular Diseases (dsyn),5.21e-25,50.84,17,71,0,21.07,5.0
Dyslipidemias (dsyn),COEXISTS_WITH,Metabolic syndrome (dsyn),PREDISPOSES,Cardiovascular morbidity (dsyn),1.88e-25,64.68,17,35,0,25.26,9.0
Dyslipidemias (dsyn),COEXISTS_WITH,Metabolic syndrome (dsyn),PREDISPOSES,Cardiovascular Diseases (dsyn),1.88e-25,50.76,17,110,0,19.63,9.0
Dyslipidemias (dsyn),COEXISTS_WITH,Metabolic syndrome (dsyn),PROCESS_OF,cohort (popg),1.35e-09,50.1,17,37,0,24.81,1.0
tomography (diap),METHOD_OF,Magnetic Resonance Spectroscopy (diap),USES,Mandibular right second molar prosthesis (medd),2.72e-07,450.2,4,3,0,5.25,6.0
tomography (diap),METHOD_OF,Magnetic Resonance Spectroscopy (diap),USES,Protons (elii),3.82e-09,450.26,4,35,0,4.46,6.0
Adipocytes (cell),PART_OF,Epididymis (bpoc),LOCATION_OF,Localized adiposity (fndg),2.15e-06,21.34,16,2,0,2.25,2.0
Adipocytes (cell),LOCATION_OF,Isoproterenol (orch),ISA,Adrenergic beta-Agonists (phsu),4.98e-07,36.15,5,9,0,7.78,2.0
Entire intervertebral space (bsoj),LOCATION_OF,tomography (diap),DIAGNOSES,Pulmonary Embolism (dsyn),3.2e-06,213.28,3,29,0,3.31,2.0
Entire intervertebral space (bsoj),LOCATION_OF,tomography (diap),DIAGNOSES,Secondary malignant neoplasm of liver (neop),3.91e-06,213.02,3,26,0,3.35,2.0
Entire intervertebral space (bsoj),LOCATION_OF,tomography (diap),ISA,Medical Imaging (diap),5.46e-06,211.37,3,318,0,3.03,2.0
Entire intervertebral space (bsoj),LOCATION_OF,tomography (diap),DIAGNOSES,Malignant neoplasm of lung (neop),3.18e-06,216.5,3,129,0,3.07,2.0
Entire intervertebral space (bsoj),LOCATION_OF,tomography (diap),ISA,Diagnosis (hlca),3.18e-06,212.14,3,112,0,3.08,2.0
Entire intervertebral space (bsoj),LOCATION_OF,tomography (diap),DIAGNOSES,Solid tumor (neop),3.2e-06,214.26,3,21,0,3.43,2.0
Waist circumference (fndg),PROCESS_OF,cohort (popg),USES,Medicare (rnlw),9.97e-10,159.44,16,20,0,28.8,1.0
Waist circumference (fndg),PROCESS_OF,cohort (popg),LOCATION_OF,Single Nucleotide Polymorphism (nusq),2.54e-09,156.62,16,65,0,19.94,1.0
Waist circumference (fndg),PROCESS_OF,cohort (popg),USES,Treats (clas),3.75e-07,158.94,16,16,0,32.0,1.0
Waist circumference (fndg),PROCESS_OF,cohort (popg),LOCATION_OF,Calcium (bacs),4.09e-06,159.2,16,13,0,23.56,1.0
Waist circumference (fndg),PROCESS_OF,cohort (popg),USES,Classification (clas),1.22e-08,160.18,16,16,0,32.0,1.0
Waist circumference (fndg),PROCESS_OF,cohort (popg),LOCATION_OF,Sodium (elii),3.47e-06,165.59,16,8,0,12.0,1.0
Waist circumference (fndg),PROCESS_OF,cohort (popg),LOCATION_OF,C-reactive protein (aapp),1.77e-10,159.06,16,23,0,27.13,1.0
Waist circumference (fndg),PROCESS_OF,cohort (popg),LOCATION_OF,TP53 gene|TP53 (aapp),1.53e-11,159.96,16,22,0,27.64,1.0
Waist circumference (fndg),PROCESS_OF,cohort (popg),USES,Tissue Microarray (resd),8.85e-07,159.89,16,13,0,23.56,1.0
Waist circumference (fndg),PROCESS_OF,cohort (popg),LOCATION_OF,ERBB2 gene|ERBB2 (aapp),1.54e-09,161.88,16,15,0,29.06,1.0
Subcutaneous Fat (tisu),PART_OF,Limb structure (bpoc),LOCATION_OF,Fracture (inpo),9.69e-08,151.46,4,56,0,4.29,2.0
Subcutaneous Fat (tisu),PART_OF,Limb structure (bpoc),LOCATION_OF,sarcoma (neop),2.8e-06,153.38,4,15,0,5.07,2.0
Subcutaneous Fat (tisu),PART_OF,Limb structure (bpoc),LOCATION_OF,Necrotizing fasciitis (dsyn),1.68e-07,157.02,4,12,0,5.33,2.0
Adipose tissue (tisu),LOCATION_OF,Interleukin-6 (aapp),ASSOCIATED_WITH,Cardiovascular Diseases (dsyn),2.7e-06,34.3,5,10,0,7.5,2.0
Adipose tissue (tisu),LOCATION_OF,Interleukin-6 (aapp),ASSOCIATED_WITH,Septicemia (dsyn),5.31e-06,30.05,5,15,0,6.67,2.0
Non-alcoholic fatty liver (dsyn),COEXISTS_WITH,Insulin Resistance (patf),COEXISTS_WITH,"Kidney Failure, Chronic (dsyn)",4.6e-08,56.89,7,16,0,10.06,9.0
Non-alcoholic fatty liver (dsyn),COEXISTS_WITH,Insulin Resistance (patf),COEXISTS_WITH,Critical Illness (dsyn),9.39e-07,62.06,7,9,0,12.44,9.0
Non-alcoholic fatty liver (dsyn),COEXISTS_WITH,Insulin Resistance (patf),PREDISPOSES,Cardiovascular Diseases (dsyn),1.18e-07,54.44,7,31,0,8.58,9.0
Face (blor),LOCATION_OF,Wasting (dsyn),PROCESS_OF,"Energy, Physics (npop)",3.85e-07,204.08,5,18,0,6.39,1.0
Adipose tissue (tisu),LOCATION_OF,Lipids (lipd),PART_OF,Stratum corneum (tisu),7.96e-07,28.19,15,2,0,2.27,2.0
"Risk factor, cardiovascular (dsyn)",PROCESS_OF,Survivors (humn),LOCATION_OF,Interleukin-6 (aapp),4.35e-06,56.89,4,25,0,4.64,1.0
"Risk factor, cardiovascular (dsyn)",PROCESS_OF,Survivors (humn),LOCATION_OF,C-reactive protein (aapp),4.36e-06,54.69,4,13,0,5.23,1.0
"Risk factor, cardiovascular (dsyn)",PROCESS_OF,Survivors (humn),LOCATION_OF,procalcitonin (aapp),4.35e-06,59.15,4,32,0,4.5,1.0
Leptin|LEP (aapp),ASSOCIATED_WITH,Insulin Resistance (patf),COEXISTS_WITH,"Kidney Failure, Chronic (dsyn)",4.59e-08,74.11,14,16,0,26.25,8.0
Leptin|LEP (aapp),ASSOCIATED_WITH,Insulin Resistance (patf),COEXISTS_WITH,Critical Illness (dsyn),9.39e-07,79.27,14,9,0,14.79,8.0
Leptin|LEP (aapp),ASSOCIATED_WITH,Insulin Resistance (patf),PREDISPOSES,Cardiovascular Diseases (dsyn),1.17e-07,71.66,14,31,0,20.32,8.0
Energy Metabolism (phsf),PROCESS_OF,Hypothalamic structure (bpoc),LOCATION_OF,Entire paraventricular nucleus (blor),1.63e-06,62.59,4,10,0,5.6,1.0
Maternal Nutrition (orgf),COEXISTS_WITH,Pregnancy (orgf),PROCESS_OF,Survivors (humn),1.11e-08,58.27,9,15,0,14.4,1.0
Maternal Nutrition (orgf),COEXISTS_WITH,Pregnancy (orgf),PROCESS_OF,"Twins, Dizygotic (humn)",8.49e-14,54.75,9,60,0,10.35,1.0
Maternal Nutrition (orgf),COEXISTS_WITH,Pregnancy (orgf),PROCESS_OF,Monoamniotic twins (podg),4.19e-12,55.62,9,33,0,11.45,1.0
Maternal Nutrition (orgf),COEXISTS_WITH,Pregnancy (orgf),PROCESS_OF,Singleton (humn),8.25e-14,54.27,9,357,0,9.23,1.0
Dual-Energy X-Ray Absorptiometry (diap),METHOD_OF,Magnetic Resonance Imaging (diap),DIAGNOSES,Glioblastoma (neop),3.75e-08,196.29,13,18,0,22.39,16.0
Dual-Energy X-Ray Absorptiometry (diap),METHOD_OF,Magnetic Resonance Imaging (diap),DIAGNOSES,Congenital diaphragmatic hernia (cgab),2.51e-07,201.57,13,10,0,17.69,16.0
Insulin Resistance (patf),COEXISTS_WITH,Non-alcoholic fatty liver (dsyn),PREDISPOSES,Cardiovascular Diseases (dsyn),2.79e-10,32.32,14,23,0,22.52,9.0
Insulin Resistance (patf),COEXISTS_WITH,Non-alcoholic fatty liver (dsyn),CAUSES,Chronic liver disease NOS (dsyn),4.65e-18,31.77,14,57,0,17.44,9.0
Insulin Resistance (patf),COEXISTS_WITH,Non-alcoholic fatty liver (dsyn),COEXISTS_WITH,Cardiovascular Diseases (dsyn),2.91e-07,40.23,14,9,0,14.79,9.0
Body mass index procedure (diap),AFFECTS,Systolic blood pressure (ortf),PROCESS_OF,cohort (popg),3.5e-06,63.28,8,15,0,12.27,1.0
Body mass index procedure (diap),AFFECTS,Systolic blood pressure (ortf),PROCESS_OF,Survivors (humn),1.56e-09,69.03,8,13,0,12.92,1.0
Leptin|LEP (aapp),AFFECTS,Adipose tissue (tisu),PART_OF,Epididymis (bpoc),1.34e-10,96.52,6,5,0,9.17,3.0
High Density Lipoprotein Cholesterol (bacs),ISA,Cholesterol (bacs),PART_OF,Membrane (celc),6.47e-15,16.37,20,5,0,6.25,3.0
Subcutaneous Fat (tisu),LOCATION_OF,Biopsy (diap),DIAGNOSES,melanoma (neop),9.23e-18,48.87,32,45,0,54.76,2.0
Subcutaneous Fat (tisu),LOCATION_OF,Biopsy (diap),ISA,Diagnosis (hlca),4.06e-10,46.67,32,161,0,38.36,2.0
Subcutaneous Fat (tisu),LOCATION_OF,Biopsy (diap),ISA,Procedures (hlca),4.84e-07,46.79,32,81,0,44.64,2.0
adiposity (orga),ASSOCIATED_WITH,"Risk factor, cardiovascular (dsyn)",COEXISTS_WITH,"Kidney Failure, Chronic (dsyn)",2.2e-14,444.89,21,22,0,41.05,8.0
adiposity (orga),ASSOCIATED_WITH,"Risk factor, cardiovascular (dsyn)",PROCESS_OF,Survivors (humn),1.23e-10,444.31,21,17,0,30.76,1.0
adiposity (orga),ASSOCIATED_WITH,"Risk factor, cardiovascular (dsyn)",PROCESS_OF,cohort (popg),1.29e-08,440.38,21,27,0,37.33,1.0
adiposity (orga),ASSOCIATED_WITH,"Risk factor, cardiovascular (dsyn)",PROCESS_OF,Participant (humn),1.38e-08,443.34,21,15,0,25.71,1.0
adiposity (orga),ASSOCIATED_WITH,"Risk factor, cardiovascular (dsyn)",PREDISPOSES,Cardiovascular Diseases (dsyn),1.37e-10,441.54,21,24,0,39.38,8.0
adiposity (orga),ASSOCIATED_WITH,"Risk factor, cardiovascular (dsyn)",PROCESS_OF,Participant (humn),8.91e-14,441.16,21,34,0,33.97,1.0
adiposity (orga),ASSOCIATED_WITH,"Risk factor, cardiovascular (dsyn)",PROCESS_OF,General Population (popg),5.21e-21,442.58,21,40,0,32.02,1.0
adiposity (orga),ASSOCIATED_WITH,"Risk factor, cardiovascular (dsyn)",COEXISTS_WITH,End stage renal failure (dsyn),1.22e-09,449.31,21,12,0,18.86,8.0
Overweight (sosy),PROCESS_OF,African American (popg),ISA,Ethnic group (popg),7.45e-08,58.62,5,98,0,5.26,1.0
Overweight (sosy),PROCESS_OF,African American (popg),ISA,Racial group (popg),7.45e-08,59.56,5,324,0,5.08,1.0
Adipose tissue (tisu),LOCATION_OF,Glucocorticoids (horm),TREATS,"Respiratory Distress Syndrome, Adult (dsyn)",4.24e-08,91.27,8,13,0,12.92,2.0
Lipoproteins (aapp),ISA,Lipids (lipd),PART_OF,Stratum corneum (tisu),8.02e-07,8.42,11,2,0,2.36,3.0
resistin|RETN (aapp),ASSOCIATED_WITH,Insulin Resistance (patf),COEXISTS_WITH,"Kidney Failure, Chronic (dsyn)",4.59e-08,54.7,11,16,0,18.56,8.0
resistin|RETN (aapp),ASSOCIATED_WITH,Insulin Resistance (patf),COEXISTS_WITH,Critical Illness (dsyn),9.39e-07,59.87,11,9,0,16.36,8.0
resistin|RETN (aapp),ASSOCIATED_WITH,Insulin Resistance (patf),PREDISPOSES,Cardiovascular Diseases (dsyn),1.17e-07,52.25,11,31,0,14.9,8.0
Total cholesterol (strd),ISA,Lipids (lipd),PART_OF,Stratum corneum (tisu),1.04e-06,15.02,7,2,0,2.57,3.0
Waist circumference (fndg),PREDISPOSES,Coronary Arteriosclerosis (dsyn),PREDISPOSES,CARDIAC EVENT (dsyn),1.18e-07,155.14,4,15,0,5.07,21.0
Waist circumference (fndg),PREDISPOSES,Coronary Arteriosclerosis (dsyn),PROCESS_OF,Octogenarians (aggp),1.35e-07,157.5,4,12,0,5.33,1.0
Waist circumference (fndg),PREDISPOSES,Coronary Arteriosclerosis (dsyn),ISA,Vascular Diseases (dsyn),9.89e-08,155.8,4,15,0,5.07,5.0
Waist circumference (fndg),PREDISPOSES,Coronary Arteriosclerosis (dsyn),ISA,Death (finding) (fndg),9.2e-08,155.04,4,28,0,4.57,5.0
Waist circumference (fndg),PREDISPOSES,Coronary Arteriosclerosis (dsyn),PROCESS_OF,Participant (humn),9.2e-08,153.2,4,28,0,4.57,1.0
Waist circumference (fndg),PREDISPOSES,Coronary Arteriosclerosis (dsyn),ISA,Cardiovascular Diseases (dsyn),9.2e-08,155.99,4,66,0,4.24,5.0
Waist circumference (fndg),PREDISPOSES,Coronary Arteriosclerosis (dsyn),PROCESS_OF,Outpatients (podg),9.2e-08,153.84,4,47,0,4.34,1.0
Waist circumference (fndg),PREDISPOSES,Coronary Arteriosclerosis (dsyn),COEXISTS_WITH,Diabetic (fndg),9.21e-08,153.13,4,27,0,4.59,9.0
Waist circumference (fndg),PREDISPOSES,Coronary Arteriosclerosis (dsyn),COEXISTS_WITH,Heart failure (dsyn),9.87e-07,157.55,4,10,0,5.6,9.0
Waist circumference (fndg),PREDISPOSES,Coronary Arteriosclerosis (dsyn),COEXISTS_WITH,Acute coronary syndrome (dsyn),9.62e-08,158.12,4,13,0,5.23,9.0
Waist circumference (fndg),PREDISPOSES,Coronary Arteriosclerosis (dsyn),PROCESS_OF,"Recipient, Transplant (humn)",9.2e-08,153.54,4,26,0,4.62,1.0
Waist circumference (fndg),PREDISPOSES,Coronary Arteriosclerosis (dsyn),ISA,Heart Diseases (dsyn),2.35e-07,153.19,4,19,0,4.84,5.0
Waist circumference (fndg),PREDISPOSES,Coronary Arteriosclerosis (dsyn),PROCESS_OF,Survivors (humn),1.95e-07,154.55,4,15,0,5.07,1.0
Waist circumference (fndg),PREDISPOSES,Coronary Arteriosclerosis (dsyn),PROCESS_OF,General Population (popg),9.28e-08,153.47,4,23,0,4.7,1.0
Waist circumference (fndg),PREDISPOSES,Coronary Arteriosclerosis (dsyn),PROCESS_OF,Young adult (aggp),3.22e-06,153.08,4,16,0,5.0,1.0
Waist circumference (fndg),PREDISPOSES,Coronary Arteriosclerosis (dsyn),ISA,Cardiomyopathies (dsyn),2.23e-06,154.23,4,13,0,5.23,5.0
Waist circumference (fndg),PREDISPOSES,Coronary Arteriosclerosis (dsyn),ISA,Myocardial Ischemia (dsyn),2.44e-06,152.94,4,17,0,4.94,5.0
Waist circumference (fndg),PREDISPOSES,Coronary Arteriosclerosis (dsyn),PROCESS_OF,cohort (popg),9.2e-08,153.58,4,51,0,4.31,1.0
Waist circumference (fndg),PREDISPOSES,Coronary Arteriosclerosis (dsyn),CAUSES,Cessation of life (orgf),9.2e-08,154.07,4,145,0,4.11,11.0
Waist circumference (fndg),PREDISPOSES,Coronary Arteriosclerosis (dsyn),CAUSES,Heart failure (dsyn),9.2e-08,154.93,4,39,0,4.41,11.0
Waist circumference (fndg),PREDISPOSES,Coronary Arteriosclerosis (dsyn),PROCESS_OF,cohort (popg),3.51e-06,154.55,4,12,0,5.33,1.0
Waist circumference (fndg),PREDISPOSES,Coronary Arteriosclerosis (dsyn),COEXISTS_WITH,Diabetes Mellitus (dsyn),2.86e-06,153.7,4,14,0,5.14,9.0
Waist circumference (fndg),PREDISPOSES,Coronary Arteriosclerosis (dsyn),COEXISTS_WITH,"Kidney Failure, Chronic (dsyn)",7.55e-07,157.88,4,10,0,5.6,9.0
Triglycerides (bacs),COEXISTS_WITH,Insulin (horm),TREATS,Hospitalized Patients (podg),2.75e-06,85.74,6,11,0,9.27,4.0
Triglycerides (bacs),COEXISTS_WITH,Insulin (horm),TREATS,Hyperglycemia (dsyn),3.29e-10,83.53,6,57,0,6.63,4.0
AUSTRALIAN (fndg),PROCESS_OF,cohort (popg),USES,Medicare (rnlw),1.39e-08,16.32,9,20,0,13.05,1.0
AUSTRALIAN (fndg),PROCESS_OF,cohort (popg),LOCATION_OF,Single Nucleotide Polymorphism (nusq),1.54e-08,13.5,9,65,0,10.25,1.0
AUSTRALIAN (fndg),PROCESS_OF,cohort (popg),USES,Treats (clas),3.88e-07,15.82,9,16,0,14.06,1.0
AUSTRALIAN (fndg),PROCESS_OF,cohort (popg),LOCATION_OF,Calcium (bacs),4.11e-06,16.08,9,13,0,15.23,1.0
