name1,name2,name3,name4,name5,mean_cp,mean_odds,uniq_a,uniq_b,shared,score,treeLevel
Systemic arterial pressure (fndg),COEXISTS_WITH,Cardiovascular Diseases (dsyn),PROCESS_OF,"Recipient, Transplant (podg)",5.19e-07,23.78,7,87,0,7.56,1.0
Systemic arterial pressure (fndg),COEXISTS_WITH,Cardiovascular Diseases (dsyn),COEXISTS_WITH,Diabetic (fndg),5.19e-07,18.77,7,33,0,8.48,9.0
Systemic arterial pressure (fndg),COEXISTS_WITH,Cardiovascular Diseases (dsyn),PROCESS_OF,General Population (humn),5.19e-07,21.51,7,41,0,8.2,1.0
Systemic arterial pressure (fndg),COEXISTS_WITH,Cardiovascular Diseases (dsyn),PROCESS_OF,High Risk Populations (popg),5.19e-07,21.68,7,21,0,9.33,1.0
Systemic arterial pressure (fndg),COEXISTS_WITH,Cardiovascular Diseases (dsyn),COEXISTS_WITH,"Diabetes Mellitus, Insulin-Dependent (dsyn)",5.19e-07,19.34,7,21,0,9.33,9.0
Systemic arterial pressure (fndg),COEXISTS_WITH,Cardiovascular Diseases (dsyn),CAUSES,Cessation of life (orgf),5.19e-07,20.29,7,1021,0,7.05,9.0
High Density Lipoprotein Cholesterol (bacs),ISA,Lipids (lipd),PART_OF,Stratum corneum (tisu),7.96e-07,12.43,11,2,0,2.36,3.0
Dyslipidemias (dsyn),COEXISTS_WITH,Non-alcoholic fatty liver (dsyn),PREDISPOSES,Cardiovascular Diseases (dsyn),6.77e-09,18.12,9,23,0,12.52,9.0
Dyslipidemias (dsyn),COEXISTS_WITH,Non-alcoholic fatty liver (dsyn),CAUSES,Chronic liver disease NOS (dsyn),6.49e-09,17.56,9,57,0,10.42,9.0
Dyslipidemias (dsyn),COEXISTS_WITH,Non-alcoholic fatty liver (dsyn),COEXISTS_WITH,Cardiovascular Diseases (dsyn),2.97e-07,26.03,9,9,0,18.0,9.0
Clamp (medd),USES,Insulin (horm),TREATS,Hospitalized Patients (humn),2.75e-06,11.96,33,11,0,14.67,4.0
Clamp (medd),USES,Insulin (horm),TREATS,Hyperglycemia (dsyn),1.98e-22,9.75,33,57,0,52.11,4.0
Metformin (phsu),TREATS,Body Weight decreased (fndg),PROCESS_OF,Survivors (humn),1.06e-06,29.67,13,12,0,23.08,1.0
Metformin (phsu),TREATS,Body Weight decreased (fndg),ISA,Physical findings (sosy),7.03e-08,27.04,13,24,0,20.04,4.0
Diabetes Mellitus (dsyn),COEXISTS_WITH,Insulin Resistance (patf),COEXISTS_WITH,"Kidney Failure, Chronic (dsyn)",9.96e-07,24.95,6,16,0,8.25,9.0
Diabetes Mellitus (dsyn),COEXISTS_WITH,Insulin Resistance (patf),COEXISTS_WITH,Critical Illness (dsyn),1.89e-06,30.11,6,9,0,10.0,9.0
Diabetes Mellitus (dsyn),COEXISTS_WITH,Insulin Resistance (patf),PREDISPOSES,Cardiovascular Diseases (dsyn),1.07e-06,22.5,6,31,0,7.16,9.0
abnormal glucose tolerance test (fndg),PROCESS_OF,Caucasoid Race (popg),ISA,Racial group (popg),2.88e-07,29.02,6,136,0,6.26,1.0
abnormal glucose tolerance test (fndg),PROCESS_OF,Caucasoid Race (popg),ISA,Ethnic group (popg),2.88e-07,28.15,6,188,0,6.19,1.0
abnormal glucose tolerance test (fndg),PROCESS_OF,Caucasoid Race (popg),ISA,Population Group (humn),2.82e-06,29.03,6,20,0,7.8,1.0
Atypical antipsychotic (phsu),TREATS,Schizophrenia (mobd),PROCESS_OF,Outpatients (podg),7.04e-08,2.81,23,12,0,18.26,1.0
Albuminuria (fndg),PROCESS_OF,Participant (humn),USES,Medicare (rnlw),1.16e-09,17.7,15,18,0,27.5,1.0
FAVOR (phsu),COEXISTS_WITH,Lipids (lipd),PART_OF,Stratum corneum (tisu),7.99e-07,15.48,9,2,0,2.44,3.0
Metabolic syndrome (dsyn),PROCESS_OF,African American (popg),ISA,Ethnic group (popg),3.58e-08,13.86,9,98,0,9.83,1.0
Metabolic syndrome (dsyn),PROCESS_OF,African American (popg),ISA,Racial group (popg),3.58e-08,14.8,9,324,0,9.25,1.0
Metabolic syndrome (dsyn),AFFECTS,Renal function (ortf),PROCESS_OF,Survivors (humn),1.7e-06,41.45,5,27,0,5.93,1.0
Metabolic syndrome (dsyn),AFFECTS,Renal function (ortf),PROCESS_OF,cohort (humn),1.71e-06,37.64,5,23,0,6.09,1.0
Metabolic syndrome (dsyn),AFFECTS,Renal function (ortf),PROCESS_OF,"Recipient, Transplant (podg)",1.74e-06,35.93,5,41,0,5.61,1.0
Metabolic syndrome (dsyn),AFFECTS,Renal function (ortf),PROCESS_OF,Glomerular Filtration Rate (ortf),1.7e-06,37.66,5,30,0,5.83,1.0
Metabolic syndrome (dsyn),AFFECTS,Renal function (ortf),PROCESS_OF,Hospitalized Patients (humn),5.78e-06,38.71,5,12,0,7.08,1.0
Metabolic syndrome (dsyn),COEXISTS_WITH,Schizophrenia (mobd),PROCESS_OF,Outpatients (podg),1.19e-06,9.41,8,12,0,13.33,1.0
"Diabetes, Gestational (dsyn)",AFFECTS,Insulin Resistance (patf),COEXISTS_WITH,"Kidney Failure, Chronic (dsyn)",2.64e-07,32.66,6,16,0,8.25,7.0
"Diabetes, Gestational (dsyn)",AFFECTS,Insulin Resistance (patf),COEXISTS_WITH,Critical Illness (dsyn),1.16e-06,37.83,6,9,0,10.0,7.0
"Diabetes, Gestational (dsyn)",AFFECTS,Insulin Resistance (patf),PREDISPOSES,Cardiovascular Diseases (dsyn),3.35e-07,30.22,6,31,0,7.16,7.0
Bariatric Surgery (topp),PRECEDES,Repeat Surgery (topp),NEG_TREATS,Hemorrhage (fndg),1.12e-06,56.31,6,11,0,9.27,22.0
Bariatric Surgery (topp),PRECEDES,Repeat Surgery (topp),TREATS,Left ventricular outflow tract obstruction (cgab),1.18e-07,57.06,6,12,0,9.0,4.0
Bariatric Surgery (topp),PRECEDES,Repeat Surgery (topp),TREATS,Mitral Valve Insufficiency (dsyn),1.78e-08,56.61,6,28,0,7.29,4.0
Bariatric Surgery (topp),PRECEDES,Repeat Surgery (topp),TREATS,Aortic Valve Insufficiency (dsyn),1.78e-08,57.1,6,20,0,7.8,4.0
Bariatric Surgery (topp),PRECEDES,Repeat Surgery (topp),METHOD_OF,Aortic valve replacement NOS (topp),1.78e-08,57.44,6,19,0,7.89,16.0
Bariatric Surgery (topp),PRECEDES,Repeat Surgery (topp),TREATS,Postoperative Complications (patf),4.19e-06,55.39,6,11,0,9.27,4.0
Bariatric Surgery (topp),PRECEDES,Repeat Surgery (topp),TREATS,Tricuspid Valve Insufficiency (dsyn),1.78e-08,61.27,6,14,0,8.57,4.0
Bariatric Surgery (topp),PRECEDES,Repeat Surgery (topp),TREATS,"Etiology, operative procedure, as cause of (fndg)",1.89e-06,58.84,6,9,0,10.0,4.0
Bariatric Surgery (topp),PRECEDES,Repeat Surgery (topp),TREATS,Hemorrhage (fndg),1.78e-08,57.92,6,394,0,6.09,4.0
Bariatric Surgery (topp),PRECEDES,Repeat Surgery (topp),TREATS,cohort (humn),1.78e-08,56.4,6,23,0,7.57,4.0
Bariatric Surgery (topp),PRECEDES,Repeat Surgery (topp),TREATS,Endocarditis (dsyn),1.78e-08,59.89,6,25,0,7.44,4.0
Bariatric Surgery (topp),PRECEDES,Repeat Surgery (topp),TREATS,Survivors (humn),5.04e-07,58.49,6,10,0,9.6,4.0
Bariatric Surgery (topp),PRECEDES,Repeat Surgery (topp),TREATS,Necrosis (patf),2.69e-07,59.31,6,10,0,9.6,4.0
Bariatric Surgery (topp),PRECEDES,Repeat Surgery (topp),TREATS,Extravasation (patf),1.82e-08,56.08,6,17,0,8.12,4.0
Bariatric Surgery (topp),PRECEDES,Repeat Surgery (topp),TREATS,Glioblastoma (neop),1.79e-06,55.97,6,11,0,9.27,4.0
Bariatric Surgery (topp),PRECEDES,Repeat Surgery (topp),TREATS,"Stenosis, unspecified (patf)",2.66e-08,53.66,6,21,0,7.71,4.0
Bariatric Surgery (topp),PRECEDES,Repeat Surgery (topp),TREATS,Postoperative Hemorrhage (patf),1.96e-06,55.11,6,12,0,9.0,4.0
Insulin Resistance (patf),COEXISTS_WITH,"Hepatitis C, Chronic (dsyn)",ISA,Virus Diseases (dsyn),3.69e-14,21.42,18,301,0,19.08,5.0
Insulin Resistance (patf),COEXISTS_WITH,"Hepatitis C, Chronic (dsyn)",CAUSES,Liver diseases (dsyn),3.31e-10,25.9,18,18,0,36.0,9.0
Intervention regimes (hlca),PREVENTS,Insulin Resistance (patf),COEXISTS_WITH,"Kidney Failure, Chronic (dsyn)",1.32e-07,18.09,8,16,0,12.0,9.0
Intervention regimes (hlca),PREVENTS,Insulin Resistance (patf),COEXISTS_WITH,Critical Illness (dsyn),1.02e-06,23.25,8,9,0,15.11,9.0
Intervention regimes (hlca),PREVENTS,Insulin Resistance (patf),PREDISPOSES,Cardiovascular Diseases (dsyn),2.03e-07,15.64,8,31,0,10.06,21.0
"Arthroplasty, Replacement, Knee (topp)",PRECEDES,Repeat Surgery (topp),NEG_TREATS,Hemorrhage (fndg),1.71e-06,28.64,6,11,0,9.27,22.0
"Arthroplasty, Replacement, Knee (topp)",PRECEDES,Repeat Surgery (topp),TREATS,Left ventricular outflow tract obstruction (cgab),7.09e-07,29.39,6,12,0,9.0,4.0
"Arthroplasty, Replacement, Knee (topp)",PRECEDES,Repeat Surgery (topp),TREATS,Mitral Valve Insufficiency (dsyn),6.08e-07,28.94,6,28,0,7.29,4.0
"Arthroplasty, Replacement, Knee (topp)",PRECEDES,Repeat Surgery (topp),TREATS,Aortic Valve Insufficiency (dsyn),6.08e-07,29.43,6,20,0,7.8,4.0
"Arthroplasty, Replacement, Knee (topp)",PRECEDES,Repeat Surgery (topp),METHOD_OF,Aortic valve replacement NOS (topp),6.08e-07,29.77,6,19,0,7.89,16.0
"Arthroplasty, Replacement, Knee (topp)",PRECEDES,Repeat Surgery (topp),TREATS,Postoperative Complications (patf),4.78e-06,27.72,6,11,0,9.27,4.0
"Arthroplasty, Replacement, Knee (topp)",PRECEDES,Repeat Surgery (topp),TREATS,Tricuspid Valve Insufficiency (dsyn),6.08e-07,33.6,6,14,0,8.57,4.0
"Arthroplasty, Replacement, Knee (topp)",PRECEDES,Repeat Surgery (topp),TREATS,"Etiology, operative procedure, as cause of (fndg)",2.48e-06,31.17,6,9,0,10.0,4.0
"Arthroplasty, Replacement, Knee (topp)",PRECEDES,Repeat Surgery (topp),TREATS,Hemorrhage (fndg),6.08e-07,30.26,6,394,0,6.09,4.0
"Arthroplasty, Replacement, Knee (topp)",PRECEDES,Repeat Surgery (topp),TREATS,cohort (humn),6.08e-07,28.73,6,23,0,7.57,4.0
"Arthroplasty, Replacement, Knee (topp)",PRECEDES,Repeat Surgery (topp),TREATS,Endocarditis (dsyn),6.08e-07,32.22,6,25,0,7.44,4.0
"Arthroplasty, Replacement, Knee (topp)",PRECEDES,Repeat Surgery (topp),TREATS,Survivors (humn),1.09e-06,30.82,6,10,0,9.6,4.0
"Arthroplasty, Replacement, Knee (topp)",PRECEDES,Repeat Surgery (topp),TREATS,Necrosis (patf),8.59e-07,31.64,6,10,0,9.6,4.0
"Arthroplasty, Replacement, Knee (topp)",PRECEDES,Repeat Surgery (topp),TREATS,Extravasation (patf),6.09e-07,28.41,6,17,0,8.12,4.0
"Arthroplasty, Replacement, Knee (topp)",PRECEDES,Repeat Surgery (topp),TREATS,Glioblastoma (neop),2.38e-06,28.3,6,11,0,9.27,4.0
"Arthroplasty, Replacement, Knee (topp)",PRECEDES,Repeat Surgery (topp),TREATS,"Stenosis, unspecified (patf)",6.17e-07,25.99,6,21,0,7.71,4.0
"Arthroplasty, Replacement, Knee (topp)",PRECEDES,Repeat Surgery (topp),TREATS,Postoperative Hemorrhage (patf),2.55e-06,27.44,6,12,0,9.0,4.0
Valproate (phsu),TREATS,Epilepsy (dsyn),CAUSES,Cessation of life (orgf),1.02e-10,12.3,19,55,0,25.56,4.0
Valproate (phsu),TREATS,Epilepsy (dsyn),PROCESS_OF,Survivors (humn),5.46e-08,10.79,19,13,0,21.89,1.0
Intervention regimes (hlca),TREATS,African American (popg),ISA,Ethnic group (popg),2.08e-12,10.57,16,98,0,18.61,4.0
Intervention regimes (hlca),TREATS,African American (popg),ISA,Racial group (popg),2.08e-12,11.51,16,324,0,16.79,4.0
Polycystic Ovary Syndrome (dsyn),COEXISTS_WITH,Insulin Resistance (patf),COEXISTS_WITH,"Kidney Failure, Chronic (dsyn)",4.59e-08,34.55,24,16,0,26.67,9.0
Polycystic Ovary Syndrome (dsyn),COEXISTS_WITH,Insulin Resistance (patf),COEXISTS_WITH,Critical Illness (dsyn),9.39e-07,39.72,24,9,0,12.38,9.0
Polycystic Ovary Syndrome (dsyn),COEXISTS_WITH,Insulin Resistance (patf),PREDISPOSES,Cardiovascular Diseases (dsyn),1.17e-07,32.11,24,31,0,42.58,9.0
insulin sensitivity (patf),PROCESS_OF,cohort (humn),USES,Medicare (rnlw),9.97e-10,28.29,16,20,0,28.8,1.0
insulin sensitivity (patf),PROCESS_OF,cohort (humn),LOCATION_OF,Single Nucleotide Polymorphism (nusq),2.54e-09,25.47,16,65,0,19.94,1.0
insulin sensitivity (patf),PROCESS_OF,cohort (humn),USES,Treats (clas),3.75e-07,27.8,16,16,0,32.0,1.0
insulin sensitivity (patf),PROCESS_OF,cohort (humn),LOCATION_OF,Calcium (bacs),4.09e-06,28.05,16,13,0,23.56,1.0
insulin sensitivity (patf),PROCESS_OF,cohort (humn),USES,Classification (clas),1.22e-08,29.03,16,16,0,32.0,1.0
insulin sensitivity (patf),PROCESS_OF,cohort (humn),LOCATION_OF,Sodium (elii),3.47e-06,34.44,16,8,0,12.0,1.0
insulin sensitivity (patf),PROCESS_OF,cohort (humn),LOCATION_OF,C-reactive protein (aapp),1.77e-10,27.91,16,23,0,27.13,1.0
insulin sensitivity (patf),PROCESS_OF,cohort (humn),LOCATION_OF,TP53 gene|TP53 (aapp),1.53e-11,28.81,16,22,0,27.64,1.0
insulin sensitivity (patf),PROCESS_OF,cohort (humn),USES,Tissue Microarray (resd),8.85e-07,28.74,16,13,0,23.56,1.0
insulin sensitivity (patf),PROCESS_OF,cohort (humn),LOCATION_OF,ERBB2 gene|ERBB2 (aapp),1.54e-09,30.74,16,15,0,29.06,1.0
Oral Glucose Tolerance Test (diap),DIAGNOSES,Insulin Resistance (patf),COEXISTS_WITH,"Kidney Failure, Chronic (dsyn)",4.6e-08,28.62,9,16,0,14.06,9.0
Oral Glucose Tolerance Test (diap),DIAGNOSES,Insulin Resistance (patf),COEXISTS_WITH,Critical Illness (dsyn),9.39e-07,33.79,9,9,0,18.0,9.0
Oral Glucose Tolerance Test (diap),DIAGNOSES,Insulin Resistance (patf),PREDISPOSES,Cardiovascular Diseases (dsyn),1.18e-07,26.17,9,31,0,11.61,18.0
Osteoporosis (dsyn),PROCESS_OF,Participant (humn),USES,Medicare (rnlw),1.16e-09,16.63,15,18,0,27.5,1.0
Pre-diabetic (fndg),PROCESS_OF,cohort (humn),USES,Medicare (rnlw),3.01e-09,44.77,7,20,0,9.45,1.0
Pre-diabetic (fndg),PROCESS_OF,cohort (humn),LOCATION_OF,Single Nucleotide Polymorphism (nusq),4.55e-09,41.96,7,65,0,7.75,1.0
Pre-diabetic (fndg),PROCESS_OF,cohort (humn),USES,Treats (clas),3.77e-07,44.28,7,16,0,10.06,1.0
Pre-diabetic (fndg),PROCESS_OF,cohort (humn),LOCATION_OF,Calcium (bacs),4.1e-06,44.54,7,13,0,10.77,1.0
Pre-diabetic (fndg),PROCESS_OF,cohort (humn),USES,Classification (clas),1.42e-08,45.52,7,16,0,10.06,1.0
Pre-diabetic (fndg),PROCESS_OF,cohort (humn),LOCATION_OF,Sodium (elii),3.47e-06,50.92,7,8,0,13.12,1.0
Pre-diabetic (fndg),PROCESS_OF,cohort (humn),LOCATION_OF,C-reactive protein (aapp),2.19e-09,44.4,7,23,0,9.13,1.0
Pre-diabetic (fndg),PROCESS_OF,cohort (humn),LOCATION_OF,TP53 gene|TP53 (aapp),2.03e-09,45.29,7,22,0,9.23,1.0
Pre-diabetic (fndg),PROCESS_OF,cohort (humn),USES,Tissue Microarray (resd),8.87e-07,45.22,7,13,0,10.77,1.0
Pre-diabetic (fndg),PROCESS_OF,cohort (humn),LOCATION_OF,ERBB2 gene|ERBB2 (aapp),3.55e-09,47.22,7,15,0,10.27,1.0
High Density Lipoprotein Cholesterol (bacs),AFFECTS,Systolic blood pressure (ortf),PROCESS_OF,cohort (humn),3.79e-06,29.89,6,15,0,8.4,1.0
High Density Lipoprotein Cholesterol (bacs),AFFECTS,Systolic blood pressure (ortf),PROCESS_OF,Survivors (humn),2.89e-07,35.64,6,13,0,8.77,1.0
Hypertriglyceridemia (fndg),ISA,Dyslipidemias (dsyn),PREDISPOSES,Cardiovascular Diseases (dsyn),1.55e-16,13.94,19,62,0,24.82,5.0
Hypertriglyceridemia (fndg),ISA,Dyslipidemias (dsyn),PREDISPOSES,Cardiovascular morbidity (dsyn),1.05e-14,24.54,19,17,0,32.21,5.0
Hypertriglyceridemia (fndg),ISA,Dyslipidemias (dsyn),COEXISTS_WITH,"Kidney Failure, Chronic (dsyn)",4.17e-11,16.23,19,19,0,38.0,5.0
"Sleep Apnea, Obstructive (dsyn)",COEXISTS_WITH,Metabolic syndrome (dsyn),PROCESS_OF,General Population (humn),2.78e-10,34.74,9,33,0,11.45,1.0
"Sleep Apnea, Obstructive (dsyn)",COEXISTS_WITH,Metabolic syndrome (dsyn),COEXISTS_WITH,Cardiovascular Diseases (dsyn),4.43e-06,35.28,9,16,0,14.06,9.0
"Sleep Apnea, Obstructive (dsyn)",COEXISTS_WITH,Metabolic syndrome (dsyn),ISA,Cardiovascular Diseases (dsyn),1.98e-11,35.09,9,71,0,10.14,5.0
"Sleep Apnea, Obstructive (dsyn)",COEXISTS_WITH,Metabolic syndrome (dsyn),PREDISPOSES,Cardiovascular morbidity (dsyn),1.98e-11,48.93,9,35,0,11.31,9.0
"Sleep Apnea, Obstructive (dsyn)",COEXISTS_WITH,Metabolic syndrome (dsyn),PREDISPOSES,Cardiovascular Diseases (dsyn),1.98e-11,35.01,9,110,0,9.74,9.0
"Sleep Apnea, Obstructive (dsyn)",COEXISTS_WITH,Metabolic syndrome (dsyn),PROCESS_OF,cohort (humn),1.37e-09,34.35,9,37,0,11.19,1.0
Anemia (dsyn),PROCESS_OF,cohort (humn),USES,Medicare (rnlw),2.22e-07,10.2,11,20,0,17.05,1.0
Anemia (dsyn),PROCESS_OF,cohort (humn),LOCATION_OF,Single Nucleotide Polymorphism (nusq),2.23e-07,7.38,11,65,0,12.86,1.0
Anemia (dsyn),PROCESS_OF,cohort (humn),USES,Treats (clas),5.96e-07,9.71,11,16,0,18.56,1.0
Anemia (dsyn),PROCESS_OF,cohort (humn),LOCATION_OF,Calcium (bacs),4.31e-06,9.96,11,13,0,20.31,1.0
Anemia (dsyn),PROCESS_OF,cohort (humn),USES,Classification (clas),2.33e-07,10.94,11,16,0,18.56,1.0
Anemia (dsyn),PROCESS_OF,cohort (humn),LOCATION_OF,Sodium (elii),3.69e-06,16.35,11,8,0,13.82,1.0
Anemia (dsyn),PROCESS_OF,cohort (humn),LOCATION_OF,C-reactive protein (aapp),2.21e-07,9.82,11,23,0,16.26,1.0
Anemia (dsyn),PROCESS_OF,cohort (humn),LOCATION_OF,TP53 gene|TP53 (aapp),2.21e-07,10.72,11,22,0,16.5,1.0
Anemia (dsyn),PROCESS_OF,cohort (humn),USES,Tissue Microarray (resd),1.11e-06,10.65,11,13,0,20.31,1.0
Anemia (dsyn),PROCESS_OF,cohort (humn),LOCATION_OF,ERBB2 gene|ERBB2 (aapp),2.22e-07,12.65,11,15,0,19.07,1.0
follow-up (hlca),TREATS,Body Weight decreased (fndg),PROCESS_OF,Survivors (humn),1.06e-06,38.69,12,12,0,24.0,1.0
follow-up (hlca),TREATS,Body Weight decreased (fndg),ISA,Physical findings (sosy),7.03e-08,36.05,12,24,0,18.0,4.0
Physical Examination (hlca),ADMINISTERED_TO,Participant (humn),USES,Medicare (rnlw),3.24e-09,13.15,12,18,0,20.0,6.0
Systemic arterial pressure (fndg),PROCESS_OF,student (prog),USES,Grade (clas),7.35e-21,24.52,24,7,0,9.04,1.0
Physical activity (dora),TREATS,Participant (humn),USES,Medicare (rnlw),1.16e-09,19.1,41,18,0,25.9,4.0
Insulin Resistance (patf),PROCESS_OF,Participant (humn),USES,Medicare (rnlw),1.16e-09,28.72,62,18,0,23.23,1.0
Male gender (orga),ASSOCIATED_WITH,Non-alcoholic fatty liver (dsyn),PREDISPOSES,Cardiovascular Diseases (dsyn),3.14e-06,32.69,5,23,0,6.09,8.0
Male gender (orga),ASSOCIATED_WITH,Non-alcoholic fatty liver (dsyn),CAUSES,Chronic liver disease NOS (dsyn),3.14e-06,32.13,5,57,0,5.44,8.0
Male gender (orga),ASSOCIATED_WITH,Non-alcoholic fatty liver (dsyn),COEXISTS_WITH,Cardiovascular Diseases (dsyn),3.43e-06,40.6,5,9,0,7.78,8.0
Femur (bpoc),LOCATION_OF,Neck (blor),LOCATION_OF,Residual Tumor (neop),7.56e-07,7.86,1014,15,0,15.22,2.0
Femur (bpoc),LOCATION_OF,Neck (blor),LOCATION_OF,Anastomosis (acab),3.53e-14,8.08,1014,30,0,30.89,2.0
Femur (bpoc),LOCATION_OF,Neck (blor),LOCATION_OF,"[M]Squamous cell carcinoma, metastatic NOS (neop)",1.7e-16,6.54,1014,52,0,54.67,2.0
Femur (bpoc),LOCATION_OF,Neck (blor),LOCATION_OF,Rhabdomyosarcoma (neop),7.71e-07,6.37,1014,23,0,23.52,2.0
Femur (bpoc),LOCATION_OF,Neck (blor),LOCATION_OF,Malignant Squamous Cell Neoplasm (neop),5.85e-14,6.18,1014,52,0,54.67,2.0
Femur (bpoc),LOCATION_OF,Neck (blor),LOCATION_OF,Adenoid Cystic Carcinoma (neop),2.25e-13,8.14,1014,28,0,28.77,2.0
Femur (bpoc),LOCATION_OF,Neck (blor),LOCATION_OF,Fracture with displacement (inpo),1.44e-10,6.64,1014,32,0,33.01,2.0
Femur (bpoc),LOCATION_OF,Neck (blor),LOCATION_OF,Squamous cell carcinoma (neop),6.13e-95,5.62,1014,526,0,798.86,2.0
Femur (bpoc),LOCATION_OF,Neck (blor),LOCATION_OF,sarcoma (neop),3.6e-18,6.7,1014,54,0,56.88,2.0
Femur (bpoc),LOCATION_OF,Neck (blor),LOCATION_OF,Secondary malignant neoplasm of lymph node (neop),2.54e-14,6.04,1014,58,0,61.32,2.0
Femur (bpoc),LOCATION_OF,Neck (blor),LOCATION_OF,"[X]Malignant melanoma of skin, unspecified (neop)",3.04e-09,6.64,1014,28,0,28.77,2.0
Femur (bpoc),LOCATION_OF,Neck (blor),LOCATION_OF,Squamous cell carcinoma of skin (neop),3.1e-22,8.63,1014,43,0,44.82,2.0
Femur (bpoc),LOCATION_OF,Neck (blor),LOCATION_OF,melanoma (neop),5.17e-30,6.83,1014,85,0,92.13,2.0
Femur (bpoc),LOCATION_OF,Neck (blor),LOCATION_OF,Merkel cell carcinoma (neop),1.93e-12,7.93,1014,27,0,27.72,2.0
Femur (bpoc),LOCATION_OF,Neck (blor),LOCATION_OF,Neoplasm Metastasis (neop),1.85e-06,6.16,1014,24,0,24.57,2.0
Femur (bpoc),LOCATION_OF,Neck (blor),LOCATION_OF,Necrotizing fasciitis (dsyn),7.51e-19,8.95,1014,35,0,36.21,2.0
Femur (bpoc),LOCATION_OF,Neck (blor),LOCATION_OF,Wounds and Injuries (inpo),1.61e-07,5.51,1014,47,0,49.18,2.0
Leptin|LEP (aapp),ASSOCIATED_WITH,Atherosclerosis (dsyn),PREDISPOSES,Cardiovascular Diseases (dsyn),8.58e-08,38.64,6,25,0,7.44,8.0
Leptin|LEP (aapp),ASSOCIATED_WITH,Atherosclerosis (dsyn),COEXISTS_WITH,End stage renal failure (dsyn),8.61e-08,42.55,6,15,0,8.4,8.0
Leptin|LEP (aapp),ASSOCIATED_WITH,Atherosclerosis (dsyn),CAUSES,Cardiovascular morbidity (dsyn),8.58e-08,47.93,6,24,0,7.5,8.0
Leptin|LEP (aapp),ASSOCIATED_WITH,Atherosclerosis (dsyn),CAUSES,Cardiovascular Diseases (dsyn),8.58e-08,38.56,6,46,0,6.78,8.0
Leptin|LEP (aapp),ASSOCIATED_WITH,Atherosclerosis (dsyn),PROCESS_OF,General Population (humn),8.65e-08,38.13,6,24,0,7.5,1.0
Leptin|LEP (aapp),ASSOCIATED_WITH,Atherosclerosis (dsyn),CAUSES,Peripheral Vascular Diseases (dsyn),8.63e-08,39.97,6,18,0,8.0,8.0
Leptin|LEP (aapp),ASSOCIATED_WITH,Atherosclerosis (dsyn),ISA,Cardiovascular Diseases (dsyn),8.58e-08,36.7,6,73,0,6.49,5.0
Leptin|LEP (aapp),ASSOCIATED_WITH,Atherosclerosis (dsyn),CAUSES,Cerebrovascular accident (dsyn),1.8e-07,37.3,6,24,0,7.5,8.0
Leptin|LEP (aapp),ASSOCIATED_WITH,Atherosclerosis (dsyn),COEXISTS_WITH,"Lupus Erythematosus, Systemic (dsyn)",8.58e-08,38.62,6,41,0,6.88,8.0
Leptin|LEP (aapp),ASSOCIATED_WITH,Atherosclerosis (dsyn),CAUSES,Coronary heart disease (dsyn),8.66e-08,39.39,6,19,0,7.89,8.0
Leptin|LEP (aapp),ASSOCIATED_WITH,Atherosclerosis (dsyn),COEXISTS_WITH,"Kidney Failure, Chronic (dsyn)",8.58e-08,40.27,6,26,0,7.38,8.0
Insulin Resistance (patf),PROCESS_OF,African American (popg),ISA,Ethnic group (popg),4.09e-30,29.04,35,98,0,47.5,1.0
Insulin Resistance (patf),PROCESS_OF,African American (popg),ISA,Racial group (popg),1.95e-42,29.97,35,324,0,38.78,1.0
Overweight (sosy),PROCESS_OF,Participant (humn),USES,Medicare (rnlw),1.16e-09,34.82,58,18,0,23.59,1.0
"Tomography, Optical Coherence (diap)",ISA,Medical Imaging (diap),USES,Transmission Electron Microscopes (medd),4.08e-06,0.17,3,9,0,4.0,5.0
"Tomography, Optical Coherence (diap)",ISA,Medical Imaging (diap),USES,"Microscopes, Electron, Scanning (medd)",2.98e-06,0.08,3,2,0,3.33,5.0
Notch (bsoj),PART_OF,Sternum (bpoc),LOCATION_OF,Wound complication (inpo),3.2e-06,6.17,14,36,0,19.44,2.0
Notch (bsoj),PART_OF,Sternum (bpoc),LOCATION_OF,Injury wounds (inpo),3.23e-06,6.35,14,21,0,23.33,2.0
Notch (bsoj),PART_OF,Sternum (bpoc),LOCATION_OF,Instability (fndg),3.2e-06,6.78,14,32,0,20.12,2.0
interferon therapy (topp),USES,Ribavirin (phsu),TREATS,"Hemorrhagic Fever, Crimean (dsyn)",2.23e-06,8.0,15,13,0,24.27,4.0
interferon therapy (topp),USES,Ribavirin (phsu),TREATS,Respiratory Syncytial Virus Infections (dsyn),1.81e-06,6.65,15,18,0,27.5,4.0
Oral Glucose Tolerance Test (diap),USES,Insulin (horm),TREATS,Hospitalized Patients (humn),2.75e-06,26.71,15,11,0,19.07,4.0
Oral Glucose Tolerance Test (diap),USES,Insulin (horm),TREATS,Hyperglycemia (dsyn),6.74e-17,24.5,15,57,0,18.95,4.0
Weight maintenance regimen (topp),TREATS,Body Weight decreased (fndg),PROCESS_OF,Survivors (humn),1.06e-06,36.59,10,12,0,18.33,1.0
Weight maintenance regimen (topp),TREATS,Body Weight decreased (fndg),ISA,Physical findings (sosy),7.03e-08,33.96,10,24,0,14.17,4.0
Cerebrovascular accident (dsyn),PROCESS_OF,Participant (humn),USES,Medicare (rnlw),7.66e-09,7.05,29,18,0,29.17,1.0
