id.exposure	id.outcome	outcome	exposure	method	nsnp	b	se	pval	subcategory.outcome	originalname.outcome
Lu BF EU sex combined 7 SNPs	869	Total lipids in IDL || id:869	Lu BF EU sex combined 7 SNPs	Inverse variance weighted (multiplicative random effects)	6	-0.604967748633536	0.442700962895528	0.171770119533632	Lipid	Total lipids in IDL
Lu BF EU sex combined 7 SNPs	869	Total lipids in IDL || id:869	Lu BF EU sex combined 7 SNPs	Weighted mode	6	-0.00400442666768974	0.221090528464574	0.986249909156663	Lipid	Total lipids in IDL
Lu BF EU sex combined 7 SNPs	870	Concentration of IDL particles || id:870	Lu BF EU sex combined 7 SNPs	MR Egger	6	-4.328265654136	1.67773886203068	0.061339031035248	Lipid	Concentration of IDL particles
Lu BF EU sex combined 7 SNPs	870	Concentration of IDL particles || id:870	Lu BF EU sex combined 7 SNPs	Weighted median	6	-0.12126150633202	0.186853141580414	0.516359763186644	Lipid	Concentration of IDL particles
Lu BF EU sex combined 7 SNPs	870	Concentration of IDL particles || id:870	Lu BF EU sex combined 7 SNPs	Inverse variance weighted (multiplicative random effects)	6	-0.609671819434359	0.43661986309983	0.16261072766526	Lipid	Concentration of IDL particles
Lu BF EU sex combined 7 SNPs	870	Concentration of IDL particles || id:870	Lu BF EU sex combined 7 SNPs	Weighted mode	6	-0.0483358888231797	0.220120990131826	0.834875343276734	Lipid	Concentration of IDL particles
Lu BF EU sex combined 7 SNPs	871	Phospholipids in IDL || id:871	Lu BF EU sex combined 7 SNPs	MR Egger	7	-1.51121567373372	1.80712430296876	0.441132516646097	Lipid	Phospholipids in IDL
Lu BF EU sex combined 7 SNPs	871	Phospholipids in IDL || id:871	Lu BF EU sex combined 7 SNPs	Weighted median	7	0.260368680986305	0.167891217467455	0.12094536440285	Lipid	Phospholipids in IDL
Lu BF EU sex combined 7 SNPs	871	Phospholipids in IDL || id:871	Lu BF EU sex combined 7 SNPs	Inverse variance weighted (multiplicative random effects)	7	-0.334426082729883	0.373665945821055	0.370794153403874	Lipid	Phospholipids in IDL
Lu BF EU sex combined 7 SNPs	871	Phospholipids in IDL || id:871	Lu BF EU sex combined 7 SNPs	Weighted mode	7	0.218575656873057	0.156973634450117	0.213204440230868	Lipid	Phospholipids in IDL
Lu BF EU sex combined 7 SNPs	872	Triglycerides in IDL || id:872	Lu BF EU sex combined 7 SNPs	MR Egger	6	-3.10594748426161	1.81124445415503	0.16152763116589	Lipid	Triglycerides in IDL
Lu BF EU sex combined 7 SNPs	872	Triglycerides in IDL || id:872	Lu BF EU sex combined 7 SNPs	Weighted median	6	-0.393179480450186	0.203345177983627	0.0531676256553652	Lipid	Triglycerides in IDL
Lu BF EU sex combined 7 SNPs	872	Triglycerides in IDL || id:872	Lu BF EU sex combined 7 SNPs	Inverse variance weighted (multiplicative random effects)	6	-0.544452678159855	0.385007059544107	0.157321719388134	Lipid	Triglycerides in IDL
Lu BF EU sex combined 7 SNPs	872	Triglycerides in IDL || id:872	Lu BF EU sex combined 7 SNPs	Weighted mode	6	-0.376443909688415	0.248689536656521	0.190518267628824	Lipid	Triglycerides in IDL
Lu BF EU sex combined 7 SNPs	873	Isoleucine || id:873	Lu BF EU sex combined 7 SNPs	MR Egger	7	1.01781194009181	0.979803105957092	0.346502777111674	Amino acid	Isoleucine
Lu BF EU sex combined 7 SNPs	873	Isoleucine || id:873	Lu BF EU sex combined 7 SNPs	Weighted median	7	-0.243249417687681	0.174817134938445	0.164088811775429	Amino acid	Isoleucine
Lu BF EU sex combined 7 SNPs	873	Isoleucine || id:873	Lu BF EU sex combined 7 SNPs	Inverse variance weighted (multiplicative random effects)	7	-0.210045460269417	0.223458174520125	0.347229551862743	Amino acid	Isoleucine
Lu BF EU sex combined 7 SNPs	873	Isoleucine || id:873	Lu BF EU sex combined 7 SNPs	Weighted mode	7	-0.630053456530362	0.580979280694337	0.319798516216021	Amino acid	Isoleucine
Lu BF EU sex combined 7 SNPs	874	Total cholesterol in large HDL || id:874	Lu BF EU sex combined 7 SNPs	MR Egger	7	0.527608847626758	1.42127403665432	0.72568197328366	Lipid	Total cholesterol in large HDL
Lu BF EU sex combined 7 SNPs	874	Total cholesterol in large HDL || id:874	Lu BF EU sex combined 7 SNPs	Weighted median	7	-0.190563907363454	0.188764063862775	0.312718180357573	Lipid	Total cholesterol in large HDL
Lu BF EU sex combined 7 SNPs	874	Total cholesterol in large HDL || id:874	Lu BF EU sex combined 7 SNPs	Inverse variance weighted (multiplicative random effects)	7	0.315161774078086	0.282205321074151	0.264087620886042	Lipid	Total cholesterol in large HDL
Lu BF EU sex combined 7 SNPs	874	Total cholesterol in large HDL || id:874	Lu BF EU sex combined 7 SNPs	Weighted mode	7	-0.218677349439097	0.168731244528843	0.242589664621098	Lipid	Total cholesterol in large HDL
Lu BF EU sex combined 7 SNPs	875	Cholesterol esters in large HDL || id:875	Lu BF EU sex combined 7 SNPs	MR Egger	6	2.39140693126208	1.52917671270732	0.192895887855327	Lipid	Cholesterol esters in large HDL
Lu BF EU sex combined 7 SNPs	875	Cholesterol esters in large HDL || id:875	Lu BF EU sex combined 7 SNPs	Weighted median	6	0.392506079890134	0.240857652563573	0.103182157738793	Lipid	Cholesterol esters in large HDL
Lu BF EU sex combined 7 SNPs	875	Cholesterol esters in large HDL || id:875	Lu BF EU sex combined 7 SNPs	Inverse variance weighted (multiplicative random effects)	6	0.523595533906161	0.31048655959798	0.0917243610775257	Lipid	Cholesterol esters in large HDL
Lu BF EU sex combined 7 SNPs	875	Cholesterol esters in large HDL || id:875	Lu BF EU sex combined 7 SNPs	Weighted mode	6	0.94441614953206	0.625326078245836	0.191360402358986	Lipid	Cholesterol esters in large HDL
Lu BF EU sex combined 7 SNPs	876	Free cholesterol in large HDL || id:876	Lu BF EU sex combined 7 SNPs	MR Egger	7	0.287555372872726	1.34558926754811	0.839220277071523	Lipid	Free cholesterol in large HDL
Lu BF EU sex combined 7 SNPs	876	Free cholesterol in large HDL || id:876	Lu BF EU sex combined 7 SNPs	Weighted median	7	-0.132790824565139	0.182867460590237	0.467741396250149	Lipid	Free cholesterol in large HDL
Lu BF EU sex combined 7 SNPs	876	Free cholesterol in large HDL || id:876	Lu BF EU sex combined 7 SNPs	Inverse variance weighted (multiplicative random effects)	7	0.245395891405866	0.266579137361755	0.357292340225213	Lipid	Free cholesterol in large HDL
Lu BF EU sex combined 7 SNPs	876	Free cholesterol in large HDL || id:876	Lu BF EU sex combined 7 SNPs	Weighted mode	7	-0.262778247143286	0.179749665846397	0.194079655207525	Lipid	Free cholesterol in large HDL
Lu BF EU sex combined 7 SNPs	877	Total lipids in large HDL || id:877	Lu BF EU sex combined 7 SNPs	MR Egger	6	2.27104759408523	1.52289158657315	0.210155931210324	Lipid	Total lipids in large HDL
Lu BF EU sex combined 7 SNPs	877	Total lipids in large HDL || id:877	Lu BF EU sex combined 7 SNPs	Weighted median	6	0.445091400709266	0.217269406120976	0.040504264725084	Lipid	Total lipids in large HDL
Lu BF EU sex combined 7 SNPs	877	Total lipids in large HDL || id:877	Lu BF EU sex combined 7 SNPs	Inverse variance weighted (multiplicative random effects)	6	0.516947335096815	0.304403311944874	0.0894640514211812	Lipid	Total lipids in large HDL
Lu BF EU sex combined 7 SNPs	877	Total lipids in large HDL || id:877	Lu BF EU sex combined 7 SNPs	Weighted mode	6	0.956457370984621	0.612715858945013	0.179273216540543	Lipid	Total lipids in large HDL
Lu BF EU sex combined 7 SNPs	878	Concentration of large HDL particles || id:878	Lu BF EU sex combined 7 SNPs	MR Egger	6	2.26022719062733	1.48344762556186	0.202274067604033	Lipid	Concentration of large HDL particles
Lu BF EU sex combined 7 SNPs	878	Concentration of large HDL particles || id:878	Lu BF EU sex combined 7 SNPs	Weighted median	6	0.440324425309557	0.210893666685414	0.0368070535698893	Lipid	Concentration of large HDL particles
Lu BF EU sex combined 7 SNPs	878	Concentration of large HDL particles || id:878	Lu BF EU sex combined 7 SNPs	Inverse variance weighted (multiplicative random effects)	6	0.511634646661726	0.299027281221302	0.087081749622594	Lipid	Concentration of large HDL particles
Lu BF EU sex combined 7 SNPs	878	Concentration of large HDL particles || id:878	Lu BF EU sex combined 7 SNPs	Weighted mode	6	0.958422673238393	0.617560271664551	0.181376359894685	Lipid	Concentration of large HDL particles
Lu BF EU sex combined 7 SNPs	879	Phospholipids in large HDL || id:879	Lu BF EU sex combined 7 SNPs	MR Egger	6	2.22113791489764	1.49483761821074	0.211501577592211	Lipid	Phospholipids in large HDL
Lu BF EU sex combined 7 SNPs	879	Phospholipids in large HDL || id:879	Lu BF EU sex combined 7 SNPs	Weighted median	6	0.450186227858155	0.21276764229636	0.0343568425558163	Lipid	Phospholipids in large HDL
Lu BF EU sex combined 7 SNPs	879	Phospholipids in large HDL || id:879	Lu BF EU sex combined 7 SNPs	Inverse variance weighted (multiplicative random effects)	6	0.530796597952112	0.297406522824275	0.0743017096423081	Lipid	Phospholipids in large HDL
Lu BF EU sex combined 7 SNPs	879	Phospholipids in large HDL || id:879	Lu BF EU sex combined 7 SNPs	Weighted mode	6	0.994811897814513	0.628904778250864	0.174535456802446	Lipid	Phospholipids in large HDL
Lu BF EU sex combined 7 SNPs	880	Total cholesterol in large LDL || id:880	Lu BF EU sex combined 7 SNPs	MR Egger	7	-1.85469359242917	1.99600758239256	0.395432326256014	Lipid	Total cholesterol in large LDL
Lu BF EU sex combined 7 SNPs	880	Total cholesterol in large LDL || id:880	Lu BF EU sex combined 7 SNPs	Weighted median	7	0.20916684928527	0.158114009851369	0.185873209176182	Lipid	Total cholesterol in large LDL
Lu BF EU sex combined 7 SNPs	880	Total cholesterol in large LDL || id:880	Lu BF EU sex combined 7 SNPs	Inverse variance weighted (multiplicative random effects)	7	-0.357724570030767	0.418253273803762	0.392394952692729	Lipid	Total cholesterol in large LDL
Lu BF EU sex combined 7 SNPs	880	Total cholesterol in large LDL || id:880	Lu BF EU sex combined 7 SNPs	Weighted mode	7	0.21444754575484	0.163349443557868	0.237220800637259	Lipid	Total cholesterol in large LDL
Lu BF EU sex combined 7 SNPs	881	Cholesterol esters in large VLDL || id:881	Lu BF EU sex combined 7 SNPs	MR Egger	6	-5.29041641726994	1.76141532544939	0.0398042693227892	Lipid	Cholesterol esters in large VLDL
Lu BF EU sex combined 7 SNPs	881	Cholesterol esters in large VLDL || id:881	Lu BF EU sex combined 7 SNPs	Weighted median	6	-0.0268980563723249	0.196483671386764	0.891112084606997	Lipid	Cholesterol esters in large VLDL
Lu BF EU sex combined 7 SNPs	881	Cholesterol esters in large VLDL || id:881	Lu BF EU sex combined 7 SNPs	Inverse variance weighted (multiplicative random effects)	6	-0.70437844578909	0.505042160244023	0.163108627716546	Lipid	Cholesterol esters in large VLDL
Lu BF EU sex combined 7 SNPs	881	Cholesterol esters in large VLDL || id:881	Lu BF EU sex combined 7 SNPs	Weighted mode	6	0.0679097641727711	0.206647603599215	0.755755505556399	Lipid	Cholesterol esters in large VLDL
Lu BF EU sex combined 7 SNPs	882	Free cholesterol in large LDL || id:882	Lu BF EU sex combined 7 SNPs	MR Egger	7	-1.73905252555713	1.9371353887621	0.410463784270438	Lipid	Free cholesterol in large LDL
Lu BF EU sex combined 7 SNPs	882	Free cholesterol in large LDL || id:882	Lu BF EU sex combined 7 SNPs	Weighted median	7	0.0965780416467052	0.157603301137902	0.540013883208233	Lipid	Free cholesterol in large LDL
Lu BF EU sex combined 7 SNPs	882	Free cholesterol in large LDL || id:882	Lu BF EU sex combined 7 SNPs	Inverse variance weighted (multiplicative random effects)	7	-0.325106848577793	0.404766550266296	0.421861493565667	Lipid	Free cholesterol in large LDL
Lu BF EU sex combined 7 SNPs	882	Free cholesterol in large LDL || id:882	Lu BF EU sex combined 7 SNPs	Weighted mode	7	0.237329608905407	0.162501963694427	0.19445946361234	Lipid	Free cholesterol in large LDL
Lu BF EU sex combined 7 SNPs	883	Total lipids in large LDL || id:883	Lu BF EU sex combined 7 SNPs	MR Egger	6	-5.28089161816304	1.81383949489123	0.043615085837297	Lipid	Total lipids in large LDL
Lu BF EU sex combined 7 SNPs	883	Total lipids in large LDL || id:883	Lu BF EU sex combined 7 SNPs	Weighted median	6	-0.0224286168377452	0.201415066121036	0.91133467691758	Lipid	Total lipids in large LDL
Lu BF EU sex combined 7 SNPs	883	Total lipids in large LDL || id:883	Lu BF EU sex combined 7 SNPs	Inverse variance weighted (multiplicative random effects)	6	-0.707506735298441	0.509674230410099	0.165089909059801	Lipid	Total lipids in large LDL
Lu BF EU sex combined 7 SNPs	883	Total lipids in large LDL || id:883	Lu BF EU sex combined 7 SNPs	Weighted mode	6	0.0749678378254042	0.217929829074273	0.74484108639009	Lipid	Total lipids in large LDL
Lu BF EU sex combined 7 SNPs	884	Concentration of large LDL particles || id:884	Lu BF EU sex combined 7 SNPs	MR Egger	6	-5.19719064955324	1.838744838369	0.0475140472138082	Lipid	Concentration of large LDL particles
Lu BF EU sex combined 7 SNPs	884	Concentration of large LDL particles || id:884	Lu BF EU sex combined 7 SNPs	Weighted median	6	-0.0468902338322154	0.202254038433507	0.816663602912574	Lipid	Concentration of large LDL particles
Lu BF EU sex combined 7 SNPs	884	Concentration of large LDL particles || id:884	Lu BF EU sex combined 7 SNPs	Inverse variance weighted (multiplicative random effects)	6	-0.706548777049671	0.506611293875326	0.163119422771124	Lipid	Concentration of large LDL particles
Lu BF EU sex combined 7 SNPs	884	Concentration of large LDL particles || id:884	Lu BF EU sex combined 7 SNPs	Weighted mode	6	0.0417025876911032	0.217408159318844	0.855432218223529	Lipid	Concentration of large LDL particles
Lu BF EU sex combined 7 SNPs	885	Phospholipids in large LDL || id:885	Lu BF EU sex combined 7 SNPs	MR Egger	7	-1.72967403264061	1.97219963054706	0.420605929646997	Lipid	Phospholipids in large LDL
Lu BF EU sex combined 7 SNPs	885	Phospholipids in large LDL || id:885	Lu BF EU sex combined 7 SNPs	Weighted median	7	0.267702669206464	0.160969940272672	0.0963004253251264	Lipid	Phospholipids in large LDL
Lu BF EU sex combined 7 SNPs	885	Phospholipids in large LDL || id:885	Lu BF EU sex combined 7 SNPs	Inverse variance weighted (multiplicative random effects)	7	-0.35214626922655	0.410360380245568	0.390815683593751	Lipid	Phospholipids in large LDL
Lu BF EU sex combined 7 SNPs	885	Phospholipids in large LDL || id:885	Lu BF EU sex combined 7 SNPs	Weighted mode	7	0.284709327800296	0.163406046240227	0.132081854857487	Lipid	Phospholipids in large LDL
Lu BF EU sex combined 7 SNPs	886	Total cholesterol in large VLDL || id:886	Lu BF EU sex combined 7 SNPs	MR Egger	7	-0.670454392146583	1.30051885202017	0.62816024651597	Lipid	Total cholesterol in large VLDL
Lu BF EU sex combined 7 SNPs	886	Total cholesterol in large VLDL || id:886	Lu BF EU sex combined 7 SNPs	Weighted median	7	0.00274976600614753	0.177623984977718	0.987648581290888	Lipid	Total cholesterol in large VLDL
Lu BF EU sex combined 7 SNPs	886	Total cholesterol in large VLDL || id:886	Lu BF EU sex combined 7 SNPs	Inverse variance weighted (multiplicative random effects)	7	-0.278179987744756	0.260172484816003	0.284973382328504	Lipid	Total cholesterol in large VLDL
Lu BF EU sex combined 7 SNPs	886	Total cholesterol in large VLDL || id:886	Lu BF EU sex combined 7 SNPs	Weighted mode	7	0.158542345032488	0.196805591517484	0.451222521144502	Lipid	Total cholesterol in large VLDL
Lu BF EU sex combined 7 SNPs	887	Cholesterol esters in large VLDL || id:887	Lu BF EU sex combined 7 SNPs	MR Egger	6	-2.65966985041222	1.04635044121665	0.0638550650098809	Lipid	Cholesterol esters in large VLDL
Lu BF EU sex combined 7 SNPs	887	Cholesterol esters in large VLDL || id:887	Lu BF EU sex combined 7 SNPs	Weighted median	6	-0.378933637452749	0.204734361071664	0.0641904009039973	Lipid	Cholesterol esters in large VLDL
Lu BF EU sex combined 7 SNPs	887	Cholesterol esters in large VLDL || id:887	Lu BF EU sex combined 7 SNPs	Inverse variance weighted (multiplicative random effects)	6	-0.598363101821623	0.255748607613573	0.0193016426999472	Lipid	Cholesterol esters in large VLDL
Lu BF EU sex combined 7 SNPs	887	Cholesterol esters in large VLDL || id:887	Lu BF EU sex combined 7 SNPs	Weighted mode	6	-0.0729568567403183	0.402752532969522	0.863367332470508	Lipid	Cholesterol esters in large VLDL
Lu BF EU sex combined 7 SNPs	888	Free cholesterol in large VLDL || id:888	Lu BF EU sex combined 7 SNPs	MR Egger	7	-0.723985199603104	1.33051237333621	0.609721635051992	Lipid	Free cholesterol in large VLDL
Lu BF EU sex combined 7 SNPs	888	Free cholesterol in large VLDL || id:888	Lu BF EU sex combined 7 SNPs	Weighted median	7	0.030335577841215	0.179903021045418	0.866094103291196	Lipid	Free cholesterol in large VLDL
Lu BF EU sex combined 7 SNPs	888	Free cholesterol in large VLDL || id:888	Lu BF EU sex combined 7 SNPs	Inverse variance weighted (multiplicative random effects)	7	-0.251024059494245	0.267140331712678	0.347386274098596	Lipid	Free cholesterol in large VLDL
Lu BF EU sex combined 7 SNPs	888	Free cholesterol in large VLDL || id:888	Lu BF EU sex combined 7 SNPs	Weighted mode	7	0.215722257290331	0.19124243688886	0.302394451669489	Lipid	Free cholesterol in large VLDL
Lu BF EU sex combined 7 SNPs	889	Total lipids in large VLDL || id:889	Lu BF EU sex combined 7 SNPs	MR Egger	6	-2.28360967769425	1.39364710397335	0.176642256341774	Lipid	Total lipids in large VLDL
Lu BF EU sex combined 7 SNPs	889	Total lipids in large VLDL || id:889	Lu BF EU sex combined 7 SNPs	Weighted median	6	-0.438309835032245	0.202129445910656	0.0301236233496673	Lipid	Total lipids in large VLDL
Lu BF EU sex combined 7 SNPs	889	Total lipids in large VLDL || id:889	Lu BF EU sex combined 7 SNPs	Inverse variance weighted (multiplicative random effects)	6	-0.498852184395226	0.287053864305724	0.0822399332696557	Lipid	Total lipids in large VLDL
Lu BF EU sex combined 7 SNPs	889	Total lipids in large VLDL || id:889	Lu BF EU sex combined 7 SNPs	Weighted mode	6	-0.443932356033173	0.311155505666077	0.213002560261678	Lipid	Total lipids in large VLDL
Lu BF EU sex combined 7 SNPs	890	Concentration of large VLDL particles || id:890	Lu BF EU sex combined 7 SNPs	MR Egger	6	-2.62807673642023	1.08437418831755	0.0724813025645052	Lipid	Concentration of large VLDL particles
Lu BF EU sex combined 7 SNPs	890	Concentration of large VLDL particles || id:890	Lu BF EU sex combined 7 SNPs	Weighted median	6	-0.37912891172655	0.212843076053497	0.0748699443370399	Lipid	Concentration of large VLDL particles
Lu BF EU sex combined 7 SNPs	890	Concentration of large VLDL particles || id:890	Lu BF EU sex combined 7 SNPs	Inverse variance weighted (multiplicative random effects)	6	-0.566076705439217	0.260518355238283	0.0297888930474473	Lipid	Concentration of large VLDL particles
Lu BF EU sex combined 7 SNPs	890	Concentration of large VLDL particles || id:890	Lu BF EU sex combined 7 SNPs	Weighted mode	6	-0.351032675843115	0.302511621661625	0.298277977701175	Lipid	Concentration of large VLDL particles
Lu BF EU sex combined 7 SNPs	891	Phospholipids in large VLDL || id:891	Lu BF EU sex combined 7 SNPs	MR Egger	7	-0.528753875752635	1.44395161613661	0.729210535080337	Lipid	Phospholipids in large VLDL
Lu BF EU sex combined 7 SNPs	891	Phospholipids in large VLDL || id:891	Lu BF EU sex combined 7 SNPs	Weighted median	7	-0.153795129041106	0.188389176877283	0.414288984351184	Lipid	Phospholipids in large VLDL
Lu BF EU sex combined 7 SNPs	891	Phospholipids in large VLDL || id:891	Lu BF EU sex combined 7 SNPs	Inverse variance weighted (multiplicative random effects)	7	-0.308586371288361	0.286831867535335	0.281996987311979	Lipid	Phospholipids in large VLDL
Lu BF EU sex combined 7 SNPs	891	Phospholipids in large VLDL || id:891	Lu BF EU sex combined 7 SNPs	Weighted mode	7	0.366082833965919	0.268802237647802	0.222141214758683	Lipid	Phospholipids in large VLDL
Lu BF EU sex combined 7 SNPs	892	Triglycerides in large VLDL || id:892	Lu BF EU sex combined 7 SNPs	MR Egger	7	-0.449340565184819	1.34646744507099	0.752133111967227	Lipid	Triglycerides in large VLDL
Lu BF EU sex combined 7 SNPs	892	Triglycerides in large VLDL || id:892	Lu BF EU sex combined 7 SNPs	Weighted median	7	-0.187691014420022	0.184771725900763	0.309724906054107	Lipid	Triglycerides in large VLDL
Lu BF EU sex combined 7 SNPs	892	Triglycerides in large VLDL || id:892	Lu BF EU sex combined 7 SNPs	Inverse variance weighted (multiplicative random effects)	7	-0.260747014973227	0.26735920552315	0.329427084584468	Lipid	Triglycerides in large VLDL
Lu BF EU sex combined 7 SNPs	892	Triglycerides in large VLDL || id:892	Lu BF EU sex combined 7 SNPs	Weighted mode	7	-0.315758942809098	0.277120411575883	0.29796115561485	Lipid	Triglycerides in large VLDL
Lu BF EU sex combined 7 SNPs	893	18:2, linoleic acid (LA) || id:893	Lu BF EU sex combined 7 SNPs	MR Egger	7	-1.72421350208987	1.90432252392328	0.406754672286402	Fatty acid	18:2, linoleic acid (LA)
Lu BF EU sex combined 7 SNPs	893	18:2, linoleic acid (LA) || id:893	Lu BF EU sex combined 7 SNPs	Weighted median	7	0.0364995229537388	0.198704243879351	0.854258468904263	Fatty acid	18:2, linoleic acid (LA)
Lu BF EU sex combined 7 SNPs	893	18:2, linoleic acid (LA) || id:893	Lu BF EU sex combined 7 SNPs	Inverse variance weighted (multiplicative random effects)	7	-0.456862998310297	0.393964554615908	0.246189264633014	Fatty acid	18:2, linoleic acid (LA)
Lu BF EU sex combined 7 SNPs	893	18:2, linoleic acid (LA) || id:893	Lu BF EU sex combined 7 SNPs	Weighted mode	7	0.161124215553314	0.21177162542688	0.475580661890409	Fatty acid	18:2, linoleic acid (LA)
Lu BF EU sex combined 7 SNPs	894	Lactate || id:894	Lu BF EU sex combined 7 SNPs	MR Egger	7	0.49197256023546	0.453280811271708	0.327297831017545	Carbohydrate	Lactate
Lu BF EU sex combined 7 SNPs	894	Lactate || id:894	Lu BF EU sex combined 7 SNPs	Weighted median	7	0.0387958543319033	0.127499493063671	0.760912737174741	Carbohydrate	Lactate
Lu BF EU sex combined 7 SNPs	894	Lactate || id:894	Lu BF EU sex combined 7 SNPs	Inverse variance weighted (multiplicative random effects)	7	0.0324916951867444	0.0683343665758567	0.634444149326775	Carbohydrate	Lactate
Lu BF EU sex combined 7 SNPs	894	Lactate || id:894	Lu BF EU sex combined 7 SNPs	Weighted mode	7	0.136802095202611	0.163461602823496	0.43470532629198	Carbohydrate	Lactate
Lu BF EU sex combined 7 SNPs	895	Total cholesterol in LDL || id:895	Lu BF EU sex combined 7 SNPs	MR Egger	7	-2.13997948466289	2.24101829041594	0.383475139376858	Lipid	Total cholesterol in LDL
Lu BF EU sex combined 7 SNPs	895	Total cholesterol in LDL || id:895	Lu BF EU sex combined 7 SNPs	Weighted median	7	0.175170878301185	0.164459237839504	0.286815976246923	Lipid	Total cholesterol in LDL
Lu BF EU sex combined 7 SNPs	895	Total cholesterol in LDL || id:895	Lu BF EU sex combined 7 SNPs	Inverse variance weighted (multiplicative random effects)	7	-0.432722314783104	0.470381768983729	0.357604880802397	Lipid	Total cholesterol in LDL
Lu BF EU sex combined 7 SNPs	895	Total cholesterol in LDL || id:895	Lu BF EU sex combined 7 SNPs	Weighted mode	7	0.211793573570202	0.160283752522707	0.234529542362741	Lipid	Total cholesterol in LDL
Lu BF EU sex combined 7 SNPs	896	Mean diameter for LDL particles || id:896	Lu BF EU sex combined 7 SNPs	MR Egger	6	2.52251147596099	0.672051388457718	0.0198874657260991	Lipid	Mean diameter for LDL particles
Lu BF EU sex combined 7 SNPs	896	Mean diameter for LDL particles || id:896	Lu BF EU sex combined 7 SNPs	Weighted median	6	0.149296119577605	0.176429986689233	0.397437815573884	Lipid	Mean diameter for LDL particles
Lu BF EU sex combined 7 SNPs	896	Mean diameter for LDL particles || id:896	Lu BF EU sex combined 7 SNPs	Inverse variance weighted (multiplicative random effects)	6	0.336129920315113	0.216071664796765	0.119793505948236	Lipid	Mean diameter for LDL particles
Lu BF EU sex combined 7 SNPs	896	Mean diameter for LDL particles || id:896	Lu BF EU sex combined 7 SNPs	Weighted mode	6	0.126335333954094	0.265354776309148	0.654079524602511	Lipid	Mean diameter for LDL particles
Lu BF EU sex combined 7 SNPs	897	Leucine || id:897	Lu BF EU sex combined 7 SNPs	MR Egger	7	1.68501173941632	0.624775951125054	0.042938475999839	Amino acid	Leucine
Lu BF EU sex combined 7 SNPs	897	Leucine || id:897	Lu BF EU sex combined 7 SNPs	Weighted median	7	-0.000831717216847772	0.165879627967382	0.995999439148286	Amino acid	Leucine
Lu BF EU sex combined 7 SNPs	897	Leucine || id:897	Lu BF EU sex combined 7 SNPs	Inverse variance weighted (multiplicative random effects)	7	-0.11096639925443	0.204291524563741	0.587008136927232	Amino acid	Leucine
Lu BF EU sex combined 7 SNPs	897	Leucine || id:897	Lu BF EU sex combined 7 SNPs	Weighted mode	7	0.207997280211426	0.192420856057675	0.321240589443616	Amino acid	Leucine
Lu BF EU sex combined 7 SNPs	898	Total cholesterol in medium HDL || id:898	Lu BF EU sex combined 7 SNPs	MR Egger	7	0.200347432877341	1.24633747907714	0.878584086172058	Lipid	Total cholesterol in medium HDL
Lu BF EU sex combined 7 SNPs	898	Total cholesterol in medium HDL || id:898	Lu BF EU sex combined 7 SNPs	Weighted median	7	-0.126518583341782	0.171129329745365	0.45971537786306	Lipid	Total cholesterol in medium HDL
Lu BF EU sex combined 7 SNPs	898	Total cholesterol in medium HDL || id:898	Lu BF EU sex combined 7 SNPs	Inverse variance weighted (multiplicative random effects)	7	0.343788806790924	0.247493648429412	0.164808019736914	Lipid	Total cholesterol in medium HDL
Lu BF EU sex combined 7 SNPs	898	Total cholesterol in medium HDL || id:898	Lu BF EU sex combined 7 SNPs	Weighted mode	7	-0.161823936193588	0.175024028920332	0.390853108357971	Lipid	Total cholesterol in medium HDL
Lu BF EU sex combined 7 SNPs	899	Cholesterol esters in medium HDL || id:899	Lu BF EU sex combined 7 SNPs	MR Egger	6	1.83582310445357	1.30856382446859	0.233291200986124	Lipid	Cholesterol esters in medium HDL
Lu BF EU sex combined 7 SNPs	899	Cholesterol esters in medium HDL || id:899	Lu BF EU sex combined 7 SNPs	Weighted median	6	0.442514084962636	0.210967335376779	0.0359451042407915	Lipid	Cholesterol esters in medium HDL
Lu BF EU sex combined 7 SNPs	899	Cholesterol esters in medium HDL || id:899	Lu BF EU sex combined 7 SNPs	Inverse variance weighted (multiplicative random effects)	6	0.55712816409577	0.251998280043153	0.027046840003285	Lipid	Cholesterol esters in medium HDL
Lu BF EU sex combined 7 SNPs	899	Cholesterol esters in medium HDL || id:899	Lu BF EU sex combined 7 SNPs	Weighted mode	6	0.12679291992345	0.505632929538409	0.81197771100471	Lipid	Cholesterol esters in medium HDL
Lu BF EU sex combined 7 SNPs	900	Free cholesterol in medium HDL || id:900	Lu BF EU sex combined 7 SNPs	MR Egger	7	-0.0437571367709192	1.07980916146028	0.969244475201679	Lipid	Free cholesterol in medium HDL
Lu BF EU sex combined 7 SNPs	900	Free cholesterol in medium HDL || id:900	Lu BF EU sex combined 7 SNPs	Weighted median	7	-0.114271562054401	0.175964248278412	0.516078471381386	Lipid	Free cholesterol in medium HDL
Lu BF EU sex combined 7 SNPs	900	Free cholesterol in medium HDL || id:900	Lu BF EU sex combined 7 SNPs	Inverse variance weighted (multiplicative random effects)	7	0.260409821045427	0.215684042099792	0.227290791693894	Lipid	Free cholesterol in medium HDL
Lu BF EU sex combined 7 SNPs	900	Free cholesterol in medium HDL || id:900	Lu BF EU sex combined 7 SNPs	Weighted mode	7	-0.179655992384064	0.184928300044288	0.368823105843736	Lipid	Free cholesterol in medium HDL
