id.exposure	id.outcome	outcome	exposure	method	nsnp	b	se	pval	subcategory.outcome	name	lower_ci	upper_ci	metabolite	raw.label	class	subclass	label	label.no.units	derived_features
Lu BF EU sex combined 7 SNPs	863	Glycoprotein acetyls || id:863	BF_Lu_7	MR Egger	6	-1.64613797534355	0.974095582125035	0.166309624983896	Protein	Glycoprotein acetyls	-3.55536531630862	0.263089365621519	gp	Glycoprotein acetyls, mainly a1-acid glycoprotein (mmol/l)	Inflammation	Inflammation	Glycoprotein acetyls (mmol/l)	Glycoprotein acetyls	no
Lu BF EU sex combined 7 SNPs	863	Glycoprotein acetyls || id:863	BF_Lu_7	Weighted median	6	-0.0525630546591797	0.205065643685686	0.797701387437299	Protein	Glycoprotein acetyls	-0.454491716283124	0.349365606964765	gp	Glycoprotein acetyls, mainly a1-acid glycoprotein (mmol/l)	Inflammation	Inflammation	Glycoprotein acetyls (mmol/l)	Glycoprotein acetyls	no
Lu BF EU sex combined 7 SNPs	863	Glycoprotein acetyls || id:863	BF_Lu_7	Inverse variance weighted (multiplicative random effects)	6	-0.117976216215165	0.214982807634088	0.583162978637828	Protein	Glycoprotein acetyls	-0.539342519177977	0.303390086747647	gp	Glycoprotein acetyls, mainly a1-acid glycoprotein (mmol/l)	Inflammation	Inflammation	Glycoprotein acetyls (mmol/l)	Glycoprotein acetyls	no
Lu BF EU sex combined 7 SNPs	863	Glycoprotein acetyls || id:863	BF_Lu_7	Weighted mode	6	0.155898527368479	0.352557519146334	0.67682128813804	Protein	Glycoprotein acetyls	-0.535114210158336	0.846911264895294	gp	Glycoprotein acetyls, mainly a1-acid glycoprotein (mmol/l)	Inflammation	Inflammation	Glycoprotein acetyls (mmol/l)	Glycoprotein acetyls	no
Lu BF EU sex combined 7 SNPs	864	Total cholesterol in HDL || id:864	BF_Lu_7	MR Egger	7	0.157377410932898	1.28471484113999	0.907274578480435	Lipid	Total cholesterol in HDL	-2.36066367770148	2.67541849956728	hdlc	Total cholesterol in HDL (mmol/l)	Cholesterol	Cholesterol	HDL cholesterol (mmol/l)	HDL C	no
Lu BF EU sex combined 7 SNPs	864	Total cholesterol in HDL || id:864	BF_Lu_7	Weighted median	7	-0.0724472813690518	0.179273499115035	0.686127452588309	Lipid	Total cholesterol in HDL	-0.42382333963452	0.278928776896417	hdlc	Total cholesterol in HDL (mmol/l)	Cholesterol	Cholesterol	HDL cholesterol (mmol/l)	HDL C	no
Lu BF EU sex combined 7 SNPs	864	Total cholesterol in HDL || id:864	BF_Lu_7	Inverse variance weighted (multiplicative random effects)	7	0.231375241449325	0.254578361399497	0.363425789048877	Lipid	Total cholesterol in HDL	-0.267598346893689	0.730348829792339	hdlc	Total cholesterol in HDL (mmol/l)	Cholesterol	Cholesterol	HDL cholesterol (mmol/l)	HDL C	no
Lu BF EU sex combined 7 SNPs	864	Total cholesterol in HDL || id:864	BF_Lu_7	Weighted mode	7	-0.248531821405265	0.197018003775217	0.253964838024171	Lipid	Total cholesterol in HDL	-0.63468710880469	0.13762346599416	hdlc	Total cholesterol in HDL (mmol/l)	Cholesterol	Cholesterol	HDL cholesterol (mmol/l)	HDL C	no
Lu BF EU sex combined 7 SNPs	865	Mean diameter for HDL particles || id:865	BF_Lu_7	MR Egger	6	1.81330641039851	1.29078961194044	0.232774841076898	Lipid	Mean diameter for HDL particles	-0.716641229004752	4.34325404980177	hdld	Mean diameter for HDL particles (nm)	Lipoprotein particle size	Lipoprotein particle size	HDL particle size (nm)	HDL particles size	no
Lu BF EU sex combined 7 SNPs	865	Mean diameter for HDL particles || id:865	BF_Lu_7	Weighted median	6	0.425584018991276	0.210291085582749	0.0429922418563473	Lipid	Mean diameter for HDL particles	0.013413491249088	0.837754546733464	hdld	Mean diameter for HDL particles (nm)	Lipoprotein particle size	Lipoprotein particle size	HDL particle size (nm)	HDL particles size	no
Lu BF EU sex combined 7 SNPs	865	Mean diameter for HDL particles || id:865	BF_Lu_7	Inverse variance weighted (multiplicative random effects)	6	0.386949349406748	0.255348635812952	0.129677057985623	Lipid	Mean diameter for HDL particles	-0.113533976786638	0.887432675600134	hdld	Mean diameter for HDL particles (nm)	Lipoprotein particle size	Lipoprotein particle size	HDL particle size (nm)	HDL particles size	no
Lu BF EU sex combined 7 SNPs	865	Mean diameter for HDL particles || id:865	BF_Lu_7	Weighted mode	6	0.769957425801291	0.354945817373477	0.0822234183007373	Lipid	Mean diameter for HDL particles	0.0742636237492761	1.46565122785331	hdld	Mean diameter for HDL particles (nm)	Lipoprotein particle size	Lipoprotein particle size	HDL particle size (nm)	HDL particles size	no
Lu BF EU sex combined 7 SNPs	866	Histidine || id:866	BF_Lu_7	MR Egger	6	0.251310495969546	0.947565814535054	0.803949377266311	Amino acid	Histidine	-1.60591850051916	2.10853949245825	his	Histidine (mmol/l)	Amino acids	Amino acids	Histidine (mmol/l)	Histidine	no
Lu BF EU sex combined 7 SNPs	866	Histidine || id:866	BF_Lu_7	Weighted median	6	-0.167536633020284	0.179854003644264	0.351587427956539	Amino acid	Histidine	-0.520050480163041	0.184977214122473	his	Histidine (mmol/l)	Amino acids	Amino acids	Histidine (mmol/l)	Histidine	no
Lu BF EU sex combined 7 SNPs	866	Histidine || id:866	BF_Lu_7	Inverse variance weighted (multiplicative random effects)	6	-0.159854508004206	0.167248798949652	0.339179010913533	Amino acid	Histidine	-0.487662153945524	0.167953137937112	his	Histidine (mmol/l)	Amino acids	Amino acids	Histidine (mmol/l)	Histidine	no
Lu BF EU sex combined 7 SNPs	866	Histidine || id:866	BF_Lu_7	Weighted mode	6	-0.183401692950028	0.230565292315359	0.462428953089416	Amino acid	Histidine	-0.635309665888132	0.268506279988076	his	Histidine (mmol/l)	Amino acids	Amino acids	Histidine (mmol/l)	Histidine	no
Lu BF EU sex combined 7 SNPs	867	Total cholesterol in IDL || id:867	BF_Lu_7	MR Egger	6	-4.56298933625627	1.55114489627514	0.0423177963380118	Lipid	Total cholesterol in IDL	-7.60323333295554	-1.522745339557	idlc	Total cholesterol in IDL (mmol/l)	Lipoprotein subclasses	IDL	Total cholesterol (mmol/l)	Total cholesterol	no
Lu BF EU sex combined 7 SNPs	867	Total cholesterol in IDL || id:867	BF_Lu_7	Weighted median	6	-0.0505652681415955	0.191049737124319	0.791263148831234	Lipid	Total cholesterol in IDL	-0.425022752905261	0.32389221662207	idlc	Total cholesterol in IDL (mmol/l)	Lipoprotein subclasses	IDL	Total cholesterol (mmol/l)	Total cholesterol	no
Lu BF EU sex combined 7 SNPs	867	Total cholesterol in IDL || id:867	BF_Lu_7	Inverse variance weighted (multiplicative random effects)	6	-0.582005360705098	0.440566836788257	0.186488824407823	Lipid	Total cholesterol in IDL	-1.44551636081008	0.281505639399886	idlc	Total cholesterol in IDL (mmol/l)	Lipoprotein subclasses	IDL	Total cholesterol (mmol/l)	Total cholesterol	no
Lu BF EU sex combined 7 SNPs	867	Total cholesterol in IDL || id:867	BF_Lu_7	Weighted mode	6	0.0515988575763511	0.212719021453585	0.817976021874965	Lipid	Total cholesterol in IDL	-0.365330424472676	0.468528139625378	idlc	Total cholesterol in IDL (mmol/l)	Lipoprotein subclasses	IDL	Total cholesterol (mmol/l)	Total cholesterol	no
Lu BF EU sex combined 7 SNPs	868	Free cholesterol in IDL || id:868	BF_Lu_7	MR Egger	7	-1.53364200486649	1.7167211423128	0.41259640582745	Lipid	Free cholesterol in IDL	-4.89841544379958	1.8311314340666	idlfc	Free cholesterol in IDL (mmol/l)	Lipoprotein subclasses	IDL	Free cholesterol (mmol/l)	Free cholesterol	no
Lu BF EU sex combined 7 SNPs	868	Free cholesterol in IDL || id:868	BF_Lu_7	Weighted median	7	0.156099404099634	0.160977299354928	0.332196927284846	Lipid	Free cholesterol in IDL	-0.159416102636025	0.471614910835293	idlfc	Free cholesterol in IDL (mmol/l)	Lipoprotein subclasses	IDL	Free cholesterol (mmol/l)	Free cholesterol	no
Lu BF EU sex combined 7 SNPs	868	Free cholesterol in IDL || id:868	BF_Lu_7	Inverse variance weighted (multiplicative random effects)	7	-0.315140559599803	0.35769066224886	0.378294992307177	Lipid	Free cholesterol in IDL	-1.01621425760757	0.385933138407963	idlfc	Free cholesterol in IDL (mmol/l)	Lipoprotein subclasses	IDL	Free cholesterol (mmol/l)	Free cholesterol	no
Lu BF EU sex combined 7 SNPs	868	Free cholesterol in IDL || id:868	BF_Lu_7	Weighted mode	7	0.15178976716135	0.178159876184121	0.426913886589722	Lipid	Free cholesterol in IDL	-0.197403590159527	0.500983124482227	idlfc	Free cholesterol in IDL (mmol/l)	Lipoprotein subclasses	IDL	Free cholesterol (mmol/l)	Free cholesterol	no
Lu BF EU sex combined 7 SNPs	869	Total lipids in IDL || id:869	BF_Lu_7	MR Egger	6	-4.46128092255341	1.650161365578	0.053896246075214	Lipid	Total lipids in IDL	-7.69559719908629	-1.22696464602053	idll	Total lipids in IDL (mmol/l)	Lipoprotein subclasses	IDL	Total lipids (mmol/l)	Total lipids	no
Lu BF EU sex combined 7 SNPs	869	Total lipids in IDL || id:869	BF_Lu_7	Weighted median	6	-0.0892775052578203	0.190669773233837	0.6396193806572	Lipid	Total lipids in IDL	-0.462990260796141	0.2844352502805	idll	Total lipids in IDL (mmol/l)	Lipoprotein subclasses	IDL	Total lipids (mmol/l)	Total lipids	no
Lu BF EU sex combined 7 SNPs	869	Total lipids in IDL || id:869	BF_Lu_7	Inverse variance weighted (multiplicative random effects)	6	-0.604967748633536	0.442700962895528	0.171770119533632	Lipid	Total lipids in IDL	-1.47266163590877	0.262726138641699	idll	Total lipids in IDL (mmol/l)	Lipoprotein subclasses	IDL	Total lipids (mmol/l)	Total lipids	no
Lu BF EU sex combined 7 SNPs	869	Total lipids in IDL || id:869	BF_Lu_7	Weighted mode	6	-0.00400442666768974	0.221090528464574	0.986249909156663	Lipid	Total lipids in IDL	-0.437341862458255	0.429333009122875	idll	Total lipids in IDL (mmol/l)	Lipoprotein subclasses	IDL	Total lipids (mmol/l)	Total lipids	no
Lu BF EU sex combined 7 SNPs	870	Concentration of IDL particles || id:870	BF_Lu_7	MR Egger	6	-4.328265654136	1.67773886203068	0.061339031035248	Lipid	Concentration of IDL particles	-7.61663382371613	-1.03989748455587	idlp	Concentration of IDL particles (mol/l)	Lipoprotein subclasses	IDL	Particle concentration (mol/l)	Particle concentration	no
Lu BF EU sex combined 7 SNPs	870	Concentration of IDL particles || id:870	BF_Lu_7	Weighted median	6	-0.12126150633202	0.186853141580414	0.516359763186644	Lipid	Concentration of IDL particles	-0.487493663829631	0.244970651165591	idlp	Concentration of IDL particles (mol/l)	Lipoprotein subclasses	IDL	Particle concentration (mol/l)	Particle concentration	no
Lu BF EU sex combined 7 SNPs	870	Concentration of IDL particles || id:870	BF_Lu_7	Inverse variance weighted (multiplicative random effects)	6	-0.609671819434359	0.43661986309983	0.16261072766526	Lipid	Concentration of IDL particles	-1.46544675111003	0.246103112241308	idlp	Concentration of IDL particles (mol/l)	Lipoprotein subclasses	IDL	Particle concentration (mol/l)	Particle concentration	no
Lu BF EU sex combined 7 SNPs	870	Concentration of IDL particles || id:870	BF_Lu_7	Weighted mode	6	-0.0483358888231797	0.220120990131826	0.834875343276734	Lipid	Concentration of IDL particles	-0.479773029481559	0.383101251835199	idlp	Concentration of IDL particles (mol/l)	Lipoprotein subclasses	IDL	Particle concentration (mol/l)	Particle concentration	no
Lu BF EU sex combined 7 SNPs	871	Phospholipids in IDL || id:871	BF_Lu_7	MR Egger	7	-1.51121567373372	1.80712430296876	0.441132516646097	Lipid	Phospholipids in IDL	-5.05317930755249	2.03074796008505	idlpl	Phospholipids in IDL (mmol/l)	Lipoprotein subclasses	IDL	Phospholipids (mmol/l)	Phospholipids	no
Lu BF EU sex combined 7 SNPs	871	Phospholipids in IDL || id:871	BF_Lu_7	Weighted median	7	0.260368680986305	0.167891217467455	0.12094536440285	Lipid	Phospholipids in IDL	-0.0686981052499068	0.589435467222517	idlpl	Phospholipids in IDL (mmol/l)	Lipoprotein subclasses	IDL	Phospholipids (mmol/l)	Phospholipids	no
Lu BF EU sex combined 7 SNPs	871	Phospholipids in IDL || id:871	BF_Lu_7	Inverse variance weighted (multiplicative random effects)	7	-0.334426082729883	0.373665945821055	0.370794153403874	Lipid	Phospholipids in IDL	-1.06681133653915	0.397959171079385	idlpl	Phospholipids in IDL (mmol/l)	Lipoprotein subclasses	IDL	Phospholipids (mmol/l)	Phospholipids	no
Lu BF EU sex combined 7 SNPs	871	Phospholipids in IDL || id:871	BF_Lu_7	Weighted mode	7	0.218575656873057	0.156973634450117	0.213204440230868	Lipid	Phospholipids in IDL	-0.0890926666491723	0.526243980395286	idlpl	Phospholipids in IDL (mmol/l)	Lipoprotein subclasses	IDL	Phospholipids (mmol/l)	Phospholipids	no
Lu BF EU sex combined 7 SNPs	872	Triglycerides in IDL || id:872	BF_Lu_7	MR Egger	6	-3.10594748426161	1.81124445415503	0.16152763116589	Lipid	Triglycerides in IDL	-6.65598661440547	0.444091645882249	idltg	Triglycerides in IDL (mmol/l)	Lipoprotein subclasses	IDL	Triglycerides (mmol/l)	Triglycerides	no
Lu BF EU sex combined 7 SNPs	872	Triglycerides in IDL || id:872	BF_Lu_7	Weighted median	6	-0.393179480450186	0.203345177983627	0.0531676256553652	Lipid	Triglycerides in IDL	-0.791736029298095	0.0053770683977229	idltg	Triglycerides in IDL (mmol/l)	Lipoprotein subclasses	IDL	Triglycerides (mmol/l)	Triglycerides	no
Lu BF EU sex combined 7 SNPs	872	Triglycerides in IDL || id:872	BF_Lu_7	Inverse variance weighted (multiplicative random effects)	6	-0.544452678159855	0.385007059544107	0.157321719388134	Lipid	Triglycerides in IDL	-1.2990665148663	0.210161158546595	idltg	Triglycerides in IDL (mmol/l)	Lipoprotein subclasses	IDL	Triglycerides (mmol/l)	Triglycerides	no
Lu BF EU sex combined 7 SNPs	872	Triglycerides in IDL || id:872	BF_Lu_7	Weighted mode	6	-0.376443909688415	0.248689536656521	0.190518267628824	Lipid	Triglycerides in IDL	-0.863875401535196	0.110987582158366	idltg	Triglycerides in IDL (mmol/l)	Lipoprotein subclasses	IDL	Triglycerides (mmol/l)	Triglycerides	no
Lu BF EU sex combined 7 SNPs	873	Isoleucine || id:873	BF_Lu_7	MR Egger	7	1.01781194009181	0.979803105957092	0.346502777111674	Amino acid	Isoleucine	-0.90260214758409	2.93822602776771	ile	Isoleucine (mmol/l)	Amino acids	Branched-chain amino acids	Isoleucine (mmol/l)	Isoleucine	no
Lu BF EU sex combined 7 SNPs	873	Isoleucine || id:873	BF_Lu_7	Weighted median	7	-0.243249417687681	0.174817134938445	0.164088811775429	Amino acid	Isoleucine	-0.585891002167033	0.0993921667916712	ile	Isoleucine (mmol/l)	Amino acids	Branched-chain amino acids	Isoleucine (mmol/l)	Isoleucine	no
Lu BF EU sex combined 7 SNPs	873	Isoleucine || id:873	BF_Lu_7	Inverse variance weighted (multiplicative random effects)	7	-0.210045460269417	0.223458174520125	0.347229551862743	Amino acid	Isoleucine	-0.648023482328862	0.227932561790028	ile	Isoleucine (mmol/l)	Amino acids	Branched-chain amino acids	Isoleucine (mmol/l)	Isoleucine	no
Lu BF EU sex combined 7 SNPs	873	Isoleucine || id:873	BF_Lu_7	Weighted mode	7	-0.630053456530362	0.580979280694337	0.319798516216021	Amino acid	Isoleucine	-1.76877284669126	0.508665933630538	ile	Isoleucine (mmol/l)	Amino acids	Branched-chain amino acids	Isoleucine (mmol/l)	Isoleucine	no
Lu BF EU sex combined 7 SNPs	874	Total cholesterol in large HDL || id:874	BF_Lu_7	MR Egger	7	0.527608847626758	1.42127403665432	0.72568197328366	Lipid	Total cholesterol in large HDL	-2.25808826421571	3.31330595946923	lhdlc	Total cholesterol in large HDL (mmol/l)	Lipoprotein subclasses	Large HDL	Total cholesterol (mmol/l)	Total cholesterol	no
Lu BF EU sex combined 7 SNPs	874	Total cholesterol in large HDL || id:874	BF_Lu_7	Weighted median	7	-0.190563907363454	0.188764063862775	0.312718180357573	Lipid	Total cholesterol in large HDL	-0.560541472534493	0.179413657807585	lhdlc	Total cholesterol in large HDL (mmol/l)	Lipoprotein subclasses	Large HDL	Total cholesterol (mmol/l)	Total cholesterol	no
Lu BF EU sex combined 7 SNPs	874	Total cholesterol in large HDL || id:874	BF_Lu_7	Inverse variance weighted (multiplicative random effects)	7	0.315161774078086	0.282205321074151	0.264087620886042	Lipid	Total cholesterol in large HDL	-0.23796065522725	0.868284203383422	lhdlc	Total cholesterol in large HDL (mmol/l)	Lipoprotein subclasses	Large HDL	Total cholesterol (mmol/l)	Total cholesterol	no
Lu BF EU sex combined 7 SNPs	874	Total cholesterol in large HDL || id:874	BF_Lu_7	Weighted mode	7	-0.218677349439097	0.168731244528843	0.242589664621098	Lipid	Total cholesterol in large HDL	-0.549390588715629	0.112035889837435	lhdlc	Total cholesterol in large HDL (mmol/l)	Lipoprotein subclasses	Large HDL	Total cholesterol (mmol/l)	Total cholesterol	no
Lu BF EU sex combined 7 SNPs	875	Cholesterol esters in large HDL || id:875	BF_Lu_7	MR Egger	6	2.39140693126208	1.52917671270732	0.192895887855327	Lipid	Cholesterol esters in large HDL	-0.605779425644267	5.38859328816843	lhdlce	Cholesterol esters in large HDL (mmol/l)	Lipoprotein subclasses	Large HDL	Cholesterol esters (mmol/l)	Cholesterol esters	no
Lu BF EU sex combined 7 SNPs	875	Cholesterol esters in large HDL || id:875	BF_Lu_7	Weighted median	6	0.392506079890134	0.240857652563573	0.103182157738793	Lipid	Cholesterol esters in large HDL	-0.0795749191344691	0.864587078914737	lhdlce	Cholesterol esters in large HDL (mmol/l)	Lipoprotein subclasses	Large HDL	Cholesterol esters (mmol/l)	Cholesterol esters	no
Lu BF EU sex combined 7 SNPs	875	Cholesterol esters in large HDL || id:875	BF_Lu_7	Inverse variance weighted (multiplicative random effects)	6	0.523595533906161	0.31048655959798	0.0917243610775257	Lipid	Cholesterol esters in large HDL	-0.0849581229058798	1.1321491907182	lhdlce	Cholesterol esters in large HDL (mmol/l)	Lipoprotein subclasses	Large HDL	Cholesterol esters (mmol/l)	Cholesterol esters	no
Lu BF EU sex combined 7 SNPs	875	Cholesterol esters in large HDL || id:875	BF_Lu_7	Weighted mode	6	0.94441614953206	0.625326078245836	0.191360402358986	Lipid	Cholesterol esters in large HDL	-0.281222963829779	2.1700552628939	lhdlce	Cholesterol esters in large HDL (mmol/l)	Lipoprotein subclasses	Large HDL	Cholesterol esters (mmol/l)	Cholesterol esters	no
Lu BF EU sex combined 7 SNPs	876	Free cholesterol in large HDL || id:876	BF_Lu_7	MR Egger	7	0.287555372872726	1.34558926754811	0.839220277071523	Lipid	Free cholesterol in large HDL	-2.34979959152157	2.92491033726702	lhdlfc	Free cholesterol in large HDL (mmol/l)	Lipoprotein subclasses	Large HDL	Free cholesterol (mmol/l)	Free cholesterol	no
Lu BF EU sex combined 7 SNPs	876	Free cholesterol in large HDL || id:876	BF_Lu_7	Weighted median	7	-0.132790824565139	0.182867460590237	0.467741396250149	Lipid	Free cholesterol in large HDL	-0.491211047322003	0.225629398191726	lhdlfc	Free cholesterol in large HDL (mmol/l)	Lipoprotein subclasses	Large HDL	Free cholesterol (mmol/l)	Free cholesterol	no
Lu BF EU sex combined 7 SNPs	876	Free cholesterol in large HDL || id:876	BF_Lu_7	Inverse variance weighted (multiplicative random effects)	7	0.245395891405866	0.266579137361755	0.357292340225213	Lipid	Free cholesterol in large HDL	-0.277099217823174	0.767891000634906	lhdlfc	Free cholesterol in large HDL (mmol/l)	Lipoprotein subclasses	Large HDL	Free cholesterol (mmol/l)	Free cholesterol	no
Lu BF EU sex combined 7 SNPs	876	Free cholesterol in large HDL || id:876	BF_Lu_7	Weighted mode	7	-0.262778247143286	0.179749665846397	0.194079655207525	Lipid	Free cholesterol in large HDL	-0.615087592202224	0.0895310979156521	lhdlfc	Free cholesterol in large HDL (mmol/l)	Lipoprotein subclasses	Large HDL	Free cholesterol (mmol/l)	Free cholesterol	no
Lu BF EU sex combined 7 SNPs	877	Total lipids in large HDL || id:877	BF_Lu_7	MR Egger	6	2.27104759408523	1.52289158657315	0.210155931210324	Lipid	Total lipids in large HDL	-0.713819915598144	5.2559151037686	lhdll	Total lipids in large HDL (mmol/l)	Lipoprotein subclasses	Large HDL	Total lipids (mmol/l)	Total lipids	no
Lu BF EU sex combined 7 SNPs	877	Total lipids in large HDL || id:877	BF_Lu_7	Weighted median	6	0.445091400709266	0.217269406120976	0.040504264725084	Lipid	Total lipids in large HDL	0.019243364712153	0.870939436706379	lhdll	Total lipids in large HDL (mmol/l)	Lipoprotein subclasses	Large HDL	Total lipids (mmol/l)	Total lipids	no
Lu BF EU sex combined 7 SNPs	877	Total lipids in large HDL || id:877	BF_Lu_7	Inverse variance weighted (multiplicative random effects)	6	0.516947335096815	0.304403311944874	0.0894640514211812	Lipid	Total lipids in large HDL	-0.0796831563151381	1.11357782650877	lhdll	Total lipids in large HDL (mmol/l)	Lipoprotein subclasses	Large HDL	Total lipids (mmol/l)	Total lipids	no
Lu BF EU sex combined 7 SNPs	877	Total lipids in large HDL || id:877	BF_Lu_7	Weighted mode	6	0.956457370984621	0.612715858945013	0.179273216540543	Lipid	Total lipids in large HDL	-0.244465712547605	2.15738045451685	lhdll	Total lipids in large HDL (mmol/l)	Lipoprotein subclasses	Large HDL	Total lipids (mmol/l)	Total lipids	no
Lu BF EU sex combined 7 SNPs	878	Concentration of large HDL particles || id:878	BF_Lu_7	MR Egger	6	2.26022719062733	1.48344762556186	0.202274067604033	Lipid	Concentration of large HDL particles	-0.647330155473916	5.16778453672858	lhdlp	Concentration of large HDL particles (mol/l)	Lipoprotein subclasses	Large HDL	Particle concentration (mol/l)	Particle concentration	no
Lu BF EU sex combined 7 SNPs	878	Concentration of large HDL particles || id:878	BF_Lu_7	Weighted median	6	0.440324425309557	0.210893666685414	0.0368070535698893	Lipid	Concentration of large HDL particles	0.0269728386061456	0.853676012012968	lhdlp	Concentration of large HDL particles (mol/l)	Lipoprotein subclasses	Large HDL	Particle concentration (mol/l)	Particle concentration	no
Lu BF EU sex combined 7 SNPs	878	Concentration of large HDL particles || id:878	BF_Lu_7	Inverse variance weighted (multiplicative random effects)	6	0.511634646661726	0.299027281221302	0.087081749622594	Lipid	Concentration of large HDL particles	-0.0744588245320259	1.09772811785548	lhdlp	Concentration of large HDL particles (mol/l)	Lipoprotein subclasses	Large HDL	Particle concentration (mol/l)	Particle concentration	no
Lu BF EU sex combined 7 SNPs	878	Concentration of large HDL particles || id:878	BF_Lu_7	Weighted mode	6	0.958422673238393	0.617560271664551	0.181376359894685	Lipid	Concentration of large HDL particles	-0.251995459224127	2.16884080570091	lhdlp	Concentration of large HDL particles (mol/l)	Lipoprotein subclasses	Large HDL	Particle concentration (mol/l)	Particle concentration	no
Lu BF EU sex combined 7 SNPs	879	Phospholipids in large HDL || id:879	BF_Lu_7	MR Egger	6	2.22113791489764	1.49483761821074	0.211501577592211	Lipid	Phospholipids in large HDL	-0.70874381679541	5.15101964659069	lhdlpl	Phospholipids in large HDL (mmol/l)	Lipoprotein subclasses	Large HDL	Phospholipids (mmol/l)	Phospholipids	no
Lu BF EU sex combined 7 SNPs	879	Phospholipids in large HDL || id:879	BF_Lu_7	Weighted median	6	0.450186227858155	0.21276764229636	0.0343568425558163	Lipid	Phospholipids in large HDL	0.0331616489572894	0.867210806759021	lhdlpl	Phospholipids in large HDL (mmol/l)	Lipoprotein subclasses	Large HDL	Phospholipids (mmol/l)	Phospholipids	no
Lu BF EU sex combined 7 SNPs	879	Phospholipids in large HDL || id:879	BF_Lu_7	Inverse variance weighted (multiplicative random effects)	6	0.530796597952112	0.297406522824275	0.0743017096423081	Lipid	Phospholipids in large HDL	-0.052120186783467	1.11371338268769	lhdlpl	Phospholipids in large HDL (mmol/l)	Lipoprotein subclasses	Large HDL	Phospholipids (mmol/l)	Phospholipids	no
Lu BF EU sex combined 7 SNPs	879	Phospholipids in large HDL || id:879	BF_Lu_7	Weighted mode	6	0.994811897814513	0.628904778250864	0.174535456802446	Lipid	Phospholipids in large HDL	-0.23784146755718	2.22746526318621	lhdlpl	Phospholipids in large HDL (mmol/l)	Lipoprotein subclasses	Large HDL	Phospholipids (mmol/l)	Phospholipids	no
Lu BF EU sex combined 7 SNPs	880	Total cholesterol in large LDL || id:880	BF_Lu_7	MR Egger	7	-1.85469359242917	1.99600758239256	0.395432326256014	Lipid	Total cholesterol in large LDL	-5.76686845391859	2.05748126906025	lldlc	Total cholesterol in large LDL (mmol/l)	Lipoprotein subclasses	Large LDL	Total cholesterol (mmol/l)	Total cholesterol	no
Lu BF EU sex combined 7 SNPs	880	Total cholesterol in large LDL || id:880	BF_Lu_7	Weighted median	7	0.20916684928527	0.158114009851369	0.185873209176182	Lipid	Total cholesterol in large LDL	-0.100736610023413	0.519070308593953	lldlc	Total cholesterol in large LDL (mmol/l)	Lipoprotein subclasses	Large LDL	Total cholesterol (mmol/l)	Total cholesterol	no
Lu BF EU sex combined 7 SNPs	880	Total cholesterol in large LDL || id:880	BF_Lu_7	Inverse variance weighted (multiplicative random effects)	7	-0.357724570030767	0.418253273803762	0.392394952692729	Lipid	Total cholesterol in large LDL	-1.17750098668614	0.462051846624606	lldlc	Total cholesterol in large LDL (mmol/l)	Lipoprotein subclasses	Large LDL	Total cholesterol (mmol/l)	Total cholesterol	no
Lu BF EU sex combined 7 SNPs	880	Total cholesterol in large LDL || id:880	BF_Lu_7	Weighted mode	7	0.21444754575484	0.163349443557868	0.237220800637259	Lipid	Total cholesterol in large LDL	-0.105717363618581	0.534612455128261	lldlc	Total cholesterol in large LDL (mmol/l)	Lipoprotein subclasses	Large LDL	Total cholesterol (mmol/l)	Total cholesterol	no
Lu BF EU sex combined 7 SNPs	882	Free cholesterol in large LDL || id:882	BF_Lu_7	MR Egger	7	-1.73905252555713	1.9371353887621	0.410463784270438	Lipid	Free cholesterol in large LDL	-5.53583788753085	2.05773283641659	lldlfc	Free cholesterol in large LDL (mmol/l)	Lipoprotein subclasses	Large LDL	Free cholesterol (mmol/l)	Free cholesterol	no
Lu BF EU sex combined 7 SNPs	882	Free cholesterol in large LDL || id:882	BF_Lu_7	Weighted median	7	0.0965780416467052	0.157603301137902	0.540013883208233	Lipid	Free cholesterol in large LDL	-0.212324428583583	0.405480511876993	lldlfc	Free cholesterol in large LDL (mmol/l)	Lipoprotein subclasses	Large LDL	Free cholesterol (mmol/l)	Free cholesterol	no
Lu BF EU sex combined 7 SNPs	882	Free cholesterol in large LDL || id:882	BF_Lu_7	Inverse variance weighted (multiplicative random effects)	7	-0.325106848577793	0.404766550266296	0.421861493565667	Lipid	Free cholesterol in large LDL	-1.11844928709973	0.468235589944147	lldlfc	Free cholesterol in large LDL (mmol/l)	Lipoprotein subclasses	Large LDL	Free cholesterol (mmol/l)	Free cholesterol	no
Lu BF EU sex combined 7 SNPs	882	Free cholesterol in large LDL || id:882	BF_Lu_7	Weighted mode	7	0.237329608905407	0.162501963694427	0.19445946361234	Lipid	Free cholesterol in large LDL	-0.0811742399356699	0.555833457746484	lldlfc	Free cholesterol in large LDL (mmol/l)	Lipoprotein subclasses	Large LDL	Free cholesterol (mmol/l)	Free cholesterol	no
Lu BF EU sex combined 7 SNPs	883	Total lipids in large LDL || id:883	BF_Lu_7	MR Egger	6	-5.28089161816304	1.81383949489123	0.043615085837297	Lipid	Total lipids in large LDL	-8.83601702814985	-1.72576620817623	lldll	Total lipids in large LDL (mmol/l)	Lipoprotein subclasses	Large LDL	Total lipids (mmol/l)	Total lipids	no
