metabolite	n	b	se	p	lower_ci	upper_ci	raw.label	class	subclass	label	label.no.units	derived_features	exposure	group	model	model_description
xlhdll	4450	-0.0242690302867113	0.00230234814118165	1.12038335277496e-25	-0.0287816326434273	-0.0197564279299953	Total lipids in very large HDL (mmol/l)	Lipoprotein subclasses	Very large HDL	Total lipids (mmol/l)	Total lipids	no	bf	children	model1	age + sex
xlhdlpl	4450	-0.0135575462369606	0.00124167732791422	2.08401403217596e-27	-0.0159912337996725	-0.0111238586742487	Phospholipids in very large HDL (mmol/l)	Lipoprotein subclasses	Very large HDL	Phospholipids (mmol/l)	Phospholipids	no	bf	children	model1	age + sex
xlhdlc	4450	-0.0106323651455898	0.00109281279758161	3.7537143455196e-22	-0.0127742782288498	-0.00849045206232985	Total cholesterol in very large HDL (mmol/l)	Lipoprotein subclasses	Very large HDL	Total cholesterol (mmol/l)	Total cholesterol	no	bf	children	model1	age + sex
xlhdlce	4450	-0.00744141522929407	0.000790517517989212	7.50365648139662e-21	-0.00899082956455293	-0.00589200089403521	Cholesterol esters in very large HDL (mmol/l)	Lipoprotein subclasses	Very large HDL	Cholesterol esters (mmol/l)	Cholesterol esters	no	bf	children	model1	age + sex
xlhdlfc	4450	-0.00319018680877778	0.000315377346037397	8.52113896052215e-24	-0.00380832640701108	-0.00257204721054448	Free cholesterol in very large HDL (mmol/l)	Lipoprotein subclasses	Very large HDL	Free cholesterol (mmol/l)	Free cholesterol	no	bf	children	model1	age + sex
xlhdltg	4450	-7.47490185119648e-05	8.61115067877064e-05	0.385414288725482	-0.000243527571815869	9.40295347919397e-05	Triglycerides in very large HDL (mmol/l)	Lipoprotein subclasses	Very large HDL	Triglycerides (mmol/l)	Triglycerides	no	bf	children	model1	age + sex
lhdlp	4450	-4.38905309434702e-08	3.79777471747279e-09	1.84827716008259e-30	-5.13341693897169e-08	-3.64468924972235e-08	Concentration of large HDL particles (mol/l)	Lipoprotein subclasses	Large HDL	Particle concentration (mol/l)	Particle concentration	no	bf	children	model1	age + sex
lhdll	4450	-0.0334313089721394	0.00288292024200242	1.18283591583715e-30	-0.0390818326464641	-0.0277807852978147	Total lipids in large HDL (mmol/l)	Lipoprotein subclasses	Large HDL	Total lipids (mmol/l)	Total lipids	no	bf	children	model1	age + sex
lhdlpl	4450	-0.0139303435091879	0.00127484396513836	1.90525947287935e-27	-0.0164290376808591	-0.0114316493375167	Phospholipids in large HDL (mmol/l)	Lipoprotein subclasses	Large HDL	Phospholipids (mmol/l)	Phospholipids	no	bf	children	model1	age + sex
lhdlc	4450	-0.0195398242902189	0.00159621884593362	6.53564931747529e-34	-0.0226684132282488	-0.016411235352189	Total cholesterol in large HDL (mmol/l)	Lipoprotein subclasses	Large HDL	Total cholesterol (mmol/l)	Total cholesterol	no	bf	children	model1	age + sex
lhdlce	4450	-0.0153511293581011	0.00125297619008268	5.77242132894029e-34	-0.0178069626906632	-0.012895296025539	Cholesterol esters in large HDL (mmol/l)	Lipoprotein subclasses	Large HDL	Cholesterol esters (mmol/l)	Cholesterol esters	no	bf	children	model1	age + sex
lhdlfc	4450	-0.00419385750294797	0.000345210825628762	1.96412954922767e-33	-0.00487047072118034	-0.0035172442847156	Free cholesterol in large HDL (mmol/l)	Lipoprotein subclasses	Large HDL	Free cholesterol (mmol/l)	Free cholesterol	no	bf	children	model1	age + sex
lhdltg	4450	4.38438797437599e-05	5.81492375329765e-05	0.450895815256767	-7.0128625820874e-05	0.000157816385308394	Triglycerides in large HDL (mmol/l)	Lipoprotein subclasses	Large HDL	Triglycerides (mmol/l)	Triglycerides	no	bf	children	model1	age + sex
mhdlp	4450	-3.16277278825313e-09	2.83111805394744e-09	0.263992183367593	-8.71176417399011e-09	2.38621859748385e-09	Concentration of medium HDL particles (mol/l)	Lipoprotein subclasses	Medium HDL	Particle concentration (mol/l)	Particle concentration	no	bf	children	model1	age + sex
mhdll	4450	-0.0029168122717824	0.00143477996089234	0.042118534685554	-0.00572898099513139	-0.000104643548433413	Total lipids in medium HDL (mmol/l)	Lipoprotein subclasses	Medium HDL	Total lipids (mmol/l)	Total lipids	no	bf	children	model1	age + sex
mhdlpl	4450	-0.00198253272731564	0.000785406162204121	0.011630288290893	-0.00352192880523572	-0.000443136649395563	Phospholipids in medium HDL (mmol/l)	Lipoprotein subclasses	Medium HDL	Phospholipids (mmol/l)	Phospholipids	no	bf	children	model1	age + sex
mhdlc	4450	-0.00256475476669429	0.000679759836105376	0.00016337592198968	-0.00389708404546083	-0.00123242548792775	Total cholesterol in medium HDL (mmol/l)	Lipoprotein subclasses	Medium HDL	Total cholesterol (mmol/l)	Total cholesterol	no	bf	children	model1	age + sex
mhdlce	4450	-0.00226299832117157	0.000560827023045471	5.54938272792214e-05	-0.00336221928634069	-0.00116377735600245	Cholesterol esters in medium HDL (mmol/l)	Lipoprotein subclasses	Medium HDL	Cholesterol esters (mmol/l)	Cholesterol esters	no	bf	children	model1	age + sex
mhdlfc	4450	-0.000300850602648266	0.000125113725695518	0.0162300568171574	-0.000546073505011481	-5.56277002850507e-05	Free cholesterol in medium HDL (mmol/l)	Lipoprotein subclasses	Medium HDL	Free cholesterol (mmol/l)	Free cholesterol	no	bf	children	model1	age + sex
mhdltg	4450	0.00163432514117037	0.000129012573263071	3.72620116565564e-36	0.00138146049757475	0.00188718978476599	Triglycerides in medium HDL (mmol/l)	Lipoprotein subclasses	Medium HDL	Triglycerides (mmol/l)	Triglycerides	no	bf	children	model1	age + sex
shdlp	4450	2.3232747065186e-08	4.20903179423919e-09	3.58822414361617e-08	1.49830447484772e-08	3.14824493818948e-08	Concentration of small HDL particles (mol/l)	Lipoprotein subclasses	Small HDL	Particle concentration (mol/l)	Particle concentration	no	bf	children	model1	age + sex
shdll	4450	0.00232333351296718	0.00119164796444155	0.0512769220289947	-1.2296497338258e-05	0.00465896352327262	Total lipids in small HDL (mmol/l)	Lipoprotein subclasses	Small HDL	Total lipids (mmol/l)	Total lipids	no	bf	children	model1	age + sex
shdlpl	4450	0.00343960825600957	0.000750820731046253	4.7512571109534e-06	0.00196799962315891	0.00491121688886023	Phospholipids in small HDL (mmol/l)	Lipoprotein subclasses	Small HDL	Phospholipids (mmol/l)	Phospholipids	no	bf	children	model1	age + sex
shdlc	4450	-0.00210482559705587	0.000752449286926212	0.00517534705940474	-0.00357962619943125	-0.000630024994680494	Total cholesterol in small HDL (mmol/l)	Lipoprotein subclasses	Small HDL	Total cholesterol (mmol/l)	Total cholesterol	no	bf	children	model1	age + sex
shdlce	4450	-0.00185408099990956	0.000675373042819447	0.00607042511443518	-0.00317781216383568	-0.000530349835983444	Cholesterol esters in small HDL (mmol/l)	Lipoprotein subclasses	Small HDL	Cholesterol esters (mmol/l)	Cholesterol esters	no	bf	children	model1	age + sex
shdlfc	4450	-0.000258035001348687	0.000160544302053487	0.108070311901432	-0.000572701833373522	5.66318306761475e-05	Free cholesterol in small HDL (mmol/l)	Lipoprotein subclasses	Small HDL	Free cholesterol (mmol/l)	Free cholesterol	no	bf	children	model1	age + sex
shdltg	4450	0.000996535183743354	0.000140154472047273	1.34329638051799e-12	0.000721832418530699	0.00127123794895601	Triglycerides in small HDL (mmol/l)	Lipoprotein subclasses	Small HDL	Triglycerides (mmol/l)	Triglycerides	no	bf	children	model1	age + sex
xxlvldlplpct	4450	-0.0319310742995425	0.0142777422276236	0.0253734657795565	-0.0599154490656848	-0.00394669953340024	Phospholipids in chylomicrons and extremely large VLDL to total lipids in chylomicrons and extremely large VLDL ratio (%)	Lipoprotein subclasses ratios	Extremely large VLDL ratios	Phospholipids to total lipid ratio (%)	Ratio	yes	bf	children	model1	age + sex
xxlvldlcpct	4450	0.462674637311975	0.0536759240613373	9.19436799513911e-18	0.357469826151754	0.567879448472196	Total cholesterol in chylomicrons and extremely large VLDL to total lipids in chylomicrons and extremely large VLDL ratio (%)	Lipoprotein subclasses ratios	Extremely large VLDL ratios	Total cholesterol to total lipid ratio (%)	Ratio	yes	bf	children	model1	age + sex
xxlvldlcepct	4450	0.375622942933176	0.0489504827826739	2.04331185646711e-14	0.279679996679135	0.471565889187217	Cholesterol esters in chylomicrons and extremely large VLDL to total lipids in chylomicrons and extremely large VLDL ratio (%)	Lipoprotein subclasses ratios	Extremely large VLDL ratios	Cholesterol esters to total lipid ratio (%)	Ratio	yes	bf	children	model1	age + sex
xxlvldlfcpct	4450	0.0787393296864717	0.0149844840447566	1.55185901820653e-07	0.0493697409587488	0.108108918414195	Free cholesterol in chylomicrons and extremely large VLDL to total lipids in chylomicrons and extremely large VLDL ratio (%)	Lipoprotein subclasses ratios	Extremely large VLDL ratios	Free cholesterol to total lipid ratio (%)	Ratio	yes	bf	children	model1	age + sex
xxlvldltgpct	4450	-0.364708593374803	0.0577038752989964	2.8658726727291e-10	-0.477808188960836	-0.25160899778877	Triglycerides in chylomicrons and extremely large VLDL to total lipids in chylomicrons and extremely large VLDL ratio (%)	Lipoprotein subclasses ratios	Extremely large VLDL ratios	Triglycerides (mmol/l)	Ratio	yes	bf	children	model1	age + sex
xlvldlplpct	4450	0.262005345970453	0.0554828833794581	2.40404784996155e-06	0.153258894546715	0.370751797394191	Phospholipids in very large VLDL to total lipids in very large VLDL ratio (%)	Lipoprotein subclasses ratios	Very large VLDL ratios	Phospholipids to total lipid ratio (%)	Ratio	yes	bf	children	model1	age + sex
xlvldlcpct	4450	-0.478933313114863	0.270800390168848	0.0770318337313156	-1.00970207784581	0.0518354516160791	Total cholesterol in very large VLDL to total lipids in very large VLDL ratio (%)	Lipoprotein subclasses ratios	Very large VLDL ratios	Total cholesterol to total lipid ratio (%)	Ratio	yes	bf	children	model1	age + sex
xlvldlcepct	4450	-0.369591158039617	0.172051018152625	0.0317558197100838	-0.706811153618762	-0.032371162460472	Cholesterol esters in very large VLDL to total lipids in very large VLDL ratio (%)	Lipoprotein subclasses ratios	Very large VLDL ratios	Cholesterol esters to total lipid ratio (%)	Ratio	yes	bf	children	model1	age + sex
xlvldlfcpct	4450	-0.30480917229113	0.119322163581259	0.0106669015228658	-0.538680612910398	-0.0709377316718624	Free cholesterol in very large VLDL to total lipids in very large VLDL ratio (%)	Lipoprotein subclasses ratios	Very large VLDL ratios	Free cholesterol to total lipid ratio (%)	Ratio	yes	bf	children	model1	age + sex
xlvldltgpct	4450	0.0611278739791697	0.186616222361457	0.743260342803315	-0.304639921849286	0.426895669807625	Triglycerides in very large VLDL to total lipids in very large VLDL ratio (%)	Lipoprotein subclasses ratios	Very large VLDL ratios	Triglycerides to total lipid ratio (%)	Ratio	yes	bf	children	model1	age + sex
lvldlplpct	4450	0.227476766368347	0.0519537763788672	1.22275542556915e-05	0.125647364665767	0.329306168070927	Phospholipids in large VLDL to total lipids in large VLDL ratio (%)	Lipoprotein subclasses ratios	Large VLDL ratios	Phospholipids to total lipid ratio (%)	Ratio	yes	bf	children	model1	age + sex
lvldlcpct	4450	0.383179539061726	0.0983107164180717	9.85658923040435e-05	0.190490534882305	0.575868543241147	Total cholesterol in large VLDL to total lipids in large VLDL ratio (%)	Lipoprotein subclasses ratios	Large VLDL ratios	Total cholesterol to total lipid ratio (%)	Ratio	yes	bf	children	model1	age + sex
lvldlcepct	4450	0.199456008901875	0.150914903327884	0.186354212693662	-0.0963372016207776	0.495249219424528	Cholesterol esters in large VLDL to total lipids in large VLDL ratio (%)	Lipoprotein subclasses ratios	Large VLDL ratios	Cholesterol esters to total lipid ratio (%)	Ratio	yes	bf	children	model1	age + sex
lvldlfcpct	4450	0.362668191391186	0.1531324946142	0.0179111471071953	0.062528501947354	0.662807880835018	Free cholesterol in large VLDL to total lipids in large VLDL ratio (%)	Lipoprotein subclasses ratios	Large VLDL ratios	Free cholesterol to total lipid ratio (%)	Ratio	yes	bf	children	model1	age + sex
lvldltgpct	4450	0.676889282687137	2.05041910859422	0.741323029954024	-3.34193217015753	4.69571073553181	Triglycerides in large VLDL to total lipids in large VLDL ratio (%)	Lipoprotein subclasses ratios	Large VLDL ratios	Triglycerides to total lipid ratio (%)	Ratio	yes	bf	children	model1	age + sex
mvldlplpct	4450	-0.152600345905262	0.0150641255321118	7.36544725921936e-24	-0.182126031948201	-0.123074659862323	Phospholipids in medium VLDL to total lipids in medium VLDL ratio (%)	Lipoprotein subclasses ratios	Medium VLDL ratios	Phospholipids to total lipid ratio (%)	Ratio	yes	bf	children	model1	age + sex
mvldlcpct	4450	0.116840114425404	0.0613899029479254	0.0570729181723703	-0.00348409535252979	0.237164324203338	Total cholesterol in medium VLDL to total lipids in medium VLDL ratio (%)	Lipoprotein subclasses ratios	Medium VLDL ratios	Total cholesterol to total lipid ratio (%)	Ratio	yes	bf	children	model1	age + sex
mvldlcepct	4450	0.116650673373664	0.05927675079962	0.0491416875027163	0.000468241806408809	0.232833104940919	Cholesterol esters in medium VLDL to total lipids in medium VLDL ratio (%)	Lipoprotein subclasses ratios	Medium VLDL ratios	Cholesterol esters to total lipid ratio (%)	Ratio	yes	bf	children	model1	age + sex
mvldlfcpct	4450	-0.00156248295428873	0.0163325715764747	0.923789613784059	-0.0335743232441791	0.0304493573356017	Free cholesterol in medium VLDL to total lipids in medium VLDL ratio (%)	Lipoprotein subclasses ratios	Medium VLDL ratios	Free cholesterol to total lipid ratio (%)	Ratio	yes	bf	children	model1	age + sex
mvldltgpct	4450	0.0318860384979527	0.0662722307249736	0.630442635945132	-0.0980075337229955	0.161779610718901	Triglycerides in medium VLDL to total lipids in medium VLDL ratio (%)	Lipoprotein subclasses ratios	Medium VLDL ratios	Triglycerides to total lipid ratio (%)	Ratio	yes	bf	children	model1	age + sex
svldlplpct	4450	-0.200309028781829	0.0168251703439159	3.40931265584391e-32	-0.233286362655904	-0.167331694907754	Phospholipids in small VLDL to total lipids in small VLDL ratio (%)	Lipoprotein subclasses ratios	Small VLDL ratios	Phospholipids to total lipid ratio (%)	Ratio	yes	bf	children	model1	age + sex
svldlcpct	4450	-0.011247873218524	0.0606014261411474	0.852763704014841	-0.130026668455173	0.107530922018125	Total cholesterol in small VLDL to total lipids in small VLDL ratio (%)	Lipoprotein subclasses ratios	Small VLDL ratios	Total cholesterol to total lipid ratio (%)	Ratio	yes	bf	children	model1	age + sex
svldlcepct	4450	0.0976449005815898	0.0564272335473154	0.0836180483176234	-0.0129524771711484	0.208242278334328	Cholesterol esters in small VLDL to total lipids in small VLDL ratio (%)	Lipoprotein subclasses ratios	Small VLDL ratios	Cholesterol esters to total lipid ratio (%)	Ratio	yes	bf	children	model1	age + sex
svldlfcpct	4450	-0.108958764546499	0.00824389436266543	3.80397962375575e-39	-0.125116797497323	-0.0928007315956748	Free cholesterol in small VLDL to total lipids in small VLDL ratio (%)	Lipoprotein subclasses ratios	Small VLDL ratios	Free cholesterol to total lipid ratio (%)	Ratio	yes	bf	children	model1	age + sex
svldltgpct	4450	0.211664303143683	0.0665063252995488	0.00146955264010088	0.0813119055565674	0.342016700730799	Triglycerides in small VLDL  to total lipids in small VLDL ratio (%)	Lipoprotein subclasses ratios	Small VLDL ratios	Triglycerides to total lipid ratio (%)	Ratio	yes	bf	children	model1	age + sex
xsvldlplpct	4450	-0.128833007963903	0.0340376275757912	0.000155722924671505	-0.195546758012454	-0.0621192579153523	Phospholipids in very small VLDL to total lipids in very small VLDL ratio (%)	Lipoprotein subclasses ratios	Very Small VLDL ratios	Phospholipids to total lipid ratio (%)	Ratio	yes	bf	children	model1	age + sex
xsvldlcpct	4450	0.0898216559509587	0.0698341019897722	0.198435081118586	-0.0470531839489948	0.226696495850912	Total cholesterol in very small VLDL to total lipids in very small VLDL ratio (%)	Lipoprotein subclasses ratios	Very Small VLDL ratios	Total cholesterol to total lipid ratio (%)	Ratio	yes	bf	children	model1	age + sex
xsvldlcepct	4450	0.230479747552379	0.0487371830245662	2.32577432800962e-06	0.134954868824229	0.326004626280529	Cholesterol esters in very small VLDL to total lipids in very small VLDL ratio (%)	Lipoprotein subclasses ratios	Very Small VLDL ratios	Cholesterol esters to total lipid ratio (%)	Ratio	yes	bf	children	model1	age + sex
xsvldlfcpct	4450	-0.141111643644578	0.0342285591649829	3.81403747658685e-05	-0.208199619607944	-0.0740236676812115	Free cholesterol in very small VLDL to total lipids in very small VLDL ratio (%)	Lipoprotein subclasses ratios	Very Small VLDL ratios	Free cholesterol to total lipid ratio (%)	Ratio	yes	bf	children	model1	age + sex
xsvldltgpct	4450	0.0392513791436657	0.0657336514787691	0.550452582941047	-0.0895865777547217	0.168089336042053	Triglycerides in very small VLDL to total lipids in very small VLDL ratio (%)	Lipoprotein subclasses ratios	Very Small VLDL ratios	Triglycerides to total lipid ratio (%)	Ratio	yes	bf	children	model1	age + sex
idlplpct	4450	-0.119559977671961	0.0175717568352764	1.1520164400065e-11	-0.154000621069103	-0.0851193342748193	Phospholipids in IDL to total lipids in IDL ratio (%)	Lipoprotein subclasses ratios	IDL ratios	Phospholipids to total lipid ratio (%)	Ratio	yes	bf	children	model1	age + sex
idlcpct	4450	0.243640652324202	0.0398995740226622	1.10634465828526e-09	0.165437487239784	0.32184381740862	Total cholesterol in IDL to total lipids in IDL ratio (%)	Lipoprotein subclasses ratios	IDL ratios	Total cholesterol to total lipid ratio (%)	Ratio	yes	bf	children	model1	age + sex
idlcepct	4450	0.398377325580472	0.0401407046618903	5.63599357792662e-23	0.319701544443167	0.477053106717777	Cholesterol esters in IDL to total lipids in IDL ratio (%)	Lipoprotein subclasses ratios	IDL ratios	Cholesterol esters to total lipid ratio (%)	Ratio	yes	bf	children	model1	age + sex
idlfcpct	4450	-0.15501046378999	0.0180873523348885	1.40711011039731e-17	-0.190461674366371	-0.119559253213609	Free cholesterol in IDL to total lipids in IDL ratio (%)	Lipoprotein subclasses ratios	IDL ratios	Free cholesterol to total lipid ratio (%)	Ratio	yes	bf	children	model1	age + sex
idltgpct	4450	-0.124295831412519	0.031345756406849	7.44510210997805e-05	-0.185733513969943	-0.062858148855095	Triglycerides in IDL to total lipids in IDL ratio (%)	Lipoprotein subclasses ratios	IDL ratios	Triglycerides to total lipid ratio (%)	Ratio	yes	bf	children	model1	age + sex
lldlplpct	4450	0.0807414571033119	0.0243542206143915	0.000922799327684915	0.0330071846991046	0.128475729507519	Phospholipids in large LDL to total lipids in large LDL ratio (%)	Lipoprotein subclasses ratios	Large LDL ratios	Phospholipids to total lipid ratio (%)	Ratio	yes	bf	children	model1	age + sex
lldlcpct	4450	0.0709700588549332	0.0418801301366999	0.0902214029755912	-0.0111149962129986	0.153055113922865	 Total cholesterol in large LDL to total lipids in large LDL ratio (%)	Lipoprotein subclasses ratios	Large LDL ratios	Total cholesterol to total lipid ratio (%)	Ratio	yes	bf	children	model1	age + sex
lldlcepct	4450	0.193330215554228	0.0438939582537071	1.0852909930331e-05	0.107298057376962	0.279362373731494	 Cholesterol esters in large LDL to total lipids in large LDL ratio (%)	Lipoprotein subclasses ratios	Large LDL ratios	Cholesterol esters to total lipid ratio (%)	Ratio	yes	bf	children	model1	age + sex
lldlfcpct	4450	-0.121247229189044	0.0160612320169026	5.28760385298257e-14	-0.152727243942173	-0.0897672144359149	Free cholesterol in large LDL to total lipids in large LDL ratio (%)	Lipoprotein subclasses ratios	Large LDL ratios	Free cholesterol to total lipid ratio (%)	Ratio	yes	bf	children	model1	age + sex
lldltgpct	4450	-0.152188709187915	0.0289661181132071	1.55772781849863e-07	-0.208962300689801	-0.0954151176860291	Triglycerides in large LDL to total lipids in large LDL ratio (%)	Lipoprotein subclasses ratios	Large LDL ratios	Triglycerides to total lipid ratio (%)	Ratio	yes	bf	children	model1	age + sex
mldlplpct	4450	0.175329912284528	0.0582566212926902	0.00263048267619363	0.0611469345508552	0.289512890018201	Phospholipids in medium LDL to total lipids in medium LDL ratio (%)	Lipoprotein subclasses ratios	Medium LDL ratios	Phospholipids to total lipid ratio (%)	Ratio	yes	bf	children	model1	age + sex
mldlcpct	4450	0.0160589002334183	0.0653888696773012	0.806010401619189	-0.112103284334092	0.144221084800929	Total cholesterol in medium LDL to total lipids in medium LDL ratio (%)	Lipoprotein subclasses ratios	Medium LDL ratios	Total cholesterol to total lipid ratio (%)	Ratio	yes	bf	children	model1	age + sex
mldlcepct	4450	0.0939220855085128	0.0984500214978057	0.340131573532714	-0.0990399566271864	0.286884127644212	Cholesterol esters in medium LDL to total lipids in medium LDL ratio (%)	Lipoprotein subclasses ratios	Medium LDL ratios	Cholesterol esters to total lipid ratio (%)	Ratio	yes	bf	children	model1	age + sex
mldlfcpct	4450	-0.0785623206745271	0.0412148046968311	0.0566928969649218	-0.159343337880316	0.00221869653126185	Free cholesterol in medium LDL to total lipids in medium LDL ratio (%)	Lipoprotein subclasses ratios	Medium LDL ratios	Free cholesterol to total lipid ratio (%)	Ratio	yes	bf	children	model1	age + sex
mldltgpct	4450	-0.190283893990716	0.0298437153920187	2.0024717100807e-10	-0.248777576159073	-0.131790211822359	Triglycerides in medium LDL to total lipids in medium LDL ratio (%)	Lipoprotein subclasses ratios	Medium LDL ratios	Triglycerides to total lipid ratio (%)	Ratio	yes	bf	children	model1	age + sex
sldlplpct	4450	0.0593320898747342	0.0639904123510868	0.353871575968475	-0.0660891183333959	0.184753298082864	Phospholipids in small LDL to total lipids in small LDL ratio (%)	Lipoprotein subclasses ratios	Small LDL ratios	Phospholipids to total lipid ratio (%)	Ratio	yes	bf	children	model1	age + sex
sldlcpct	4450	-0.069684537940168	0.0763741645787208	0.361602491288364	-0.219377900514461	0.0800088246341248	Total cholesterol in small LDL to total lipids in small LDL ratio (%)	Lipoprotein subclasses ratios	Small LDL ratios	Total cholesterol to total lipid ratio (%)	Ratio	yes	bf	children	model1	age + sex
sldlcepct	4450	0.00225782787548621	0.105794509186351	0.982974088587168	-0.205099410129762	0.209615065880734	Cholesterol esters in small LDL to total lipids in small LDL ratio (%)	Lipoprotein subclasses ratios	Small LDL ratios	Cholesterol esters to total lipid ratio (%)	Ratio	yes	bf	children	model1	age + sex
sldlfcpct	4450	-0.0697055932710319	0.0423673749283597	0.0999856971822337	-0.152745648130617	0.0133344615885531	Free cholesterol in small LDL to total lipids in small LDL ratio (%)	Lipoprotein subclasses ratios	Small LDL ratios	Free cholesterol to total lipid ratio (%)	Ratio	yes	bf	children	model1	age + sex
sldltgpct	4450	0.00992251630356555	0.0302037769660434	0.742534709808877	-0.0492768865498795	0.0691219191570106	Triglycerides in small LDL to total lipids in small LDL ratio (%)	Lipoprotein subclasses ratios	Small LDL ratios	Triglycerides to total lipid ratio (%)	Ratio	yes	bf	children	model1	age + sex
xlhdlplpct	4450	-0.751834213988535	0.0715068347782235	1.4795207576093e-25	-0.891987610153853	-0.611680817823217	Phospholipids in very large HDL to total lipids in very large HDL ratio (%)	Lipoprotein subclasses ratios	Very large HDL ratios	Phospholipids to total lipid ratio (%)	Ratio	yes	bf	children	model1	age + sex
xlhdlcpct	4450	0.61266688671804	0.066699295048406	6.13887115321608e-20	0.481936268423164	0.743397505012916	Total cholesterol in very large HDL to total lipids in very large HDL ratio (%)	Lipoprotein subclasses ratios	Very large HDL ratios	Total cholesterol to total lipid ratio (%)	Ratio	yes	bf	children	model1	age + sex
xlhdlcepct	4450	0.640104499199909	0.0681532677055722	9.14435429094804e-21	0.506524094496987	0.773684903902831	Cholesterol esters in very large HDL to total lipids in very large HDL ratio (%)	Lipoprotein subclasses ratios	Very large HDL ratios	Cholesterol esters to total lipid ratio (%)	Ratio	yes	bf	children	model1	age + sex
xlhdlfcpct	4450	-0.0273121551592626	0.00730106534612049	0.000185713959827648	-0.0416222432376588	-0.0130020670808664	Free cholesterol in very large HDL to total lipids in very large HDL ratio (%)	Lipoprotein subclasses ratios	Very large HDL ratios	Free cholesterol to total lipid ratio (%)	Ratio	yes	bf	children	model1	age + sex
xlhdltgpct	4450	0.139931094015774	0.0148574855158056	7.16985595354307e-21	0.110810422404795	0.169051765626753	Triglycerides in very large HDL to total lipids in very large HDL ratio (%)	Lipoprotein subclasses ratios	Very large HDL ratios	Triglycerides to total lipid ratio (%)	Ratio	yes	bf	children	model1	age + sex
lhdlplpct	4450	0.282909313637148	0.024356092975271	9.5116191039895e-31	0.235171371405617	0.330647255868679	Phospholipids in large HDL to total lipids in large HDL ratio (%)	Lipoprotein subclasses ratios	Large HDL ratios	Phospholipids to total lipid ratio (%)	Ratio	yes	bf	children	model1	age + sex
lhdlcpct	4450	-0.460760407216958	0.0326392379637093	2.67659704107202e-44	-0.524733313625828	-0.396787500808088	Total cholesterol in large HDL to total lipids in large HDL ratio (%)	Lipoprotein subclasses ratios	Large HDL ratios	Total cholesterol to total lipid ratio (%)	Ratio	yes	bf	children	model1	age + sex
lhdlcepct	4450	-0.362450915319569	0.026578980280393	1.63890617931335e-41	-0.414545716669139	-0.310356113969999	Cholesterol esters in large HDL to total lipids in large HDL ratio (%)	Lipoprotein subclasses ratios	Large HDL ratios	Cholesterol esters to total lipid ratio (%)	Ratio	yes	bf	children	model1	age + sex
lhdlfcpct	4450	-0.0991595060448847	0.00793032509353059	2.77233800597253e-35	-0.114702943228205	-0.0836160688615648	Free cholesterol in large HDL to total lipids in large HDL ratio (%)	Lipoprotein subclasses ratios	Large HDL ratios	Free cholesterol to total lipid ratio (%)	Ratio	yes	bf	children	model1	age + sex
lhdltgpct	4450	0.178286272537467	0.0123047035204363	1.60222977260736e-46	0.154169053637412	0.202403491437522	Triglycerides in large HDL to total lipids in large HDL ratio (%)	Lipoprotein subclasses ratios	Large HDL ratios	Triglycerides to total lipid ratio (%)	Ratio	yes	bf	children	model1	age + sex
mhdlplpct	4450	-0.0798313172778988	0.0206739035459858	0.00011431636103628	-0.120352168228031	-0.0393104663277666	Phospholipids in medium HDL to total lipids in medium HDL ratio (%)	Lipoprotein subclasses ratios	Medium HDL ratios	Phospholipids to total lipid ratio (%)	Ratio	yes	bf	children	model1	age + sex
mhdlcpct	4450	-0.13930658827334	0.0272991694651081	3.48325641574382e-07	-0.192812960424952	-0.0858002161217281	Total cholesterol in medium HDL to total lipids in medium HDL ratio (%)	Lipoprotein subclasses ratios	Medium HDL ratios	Total cholesterol to total lipid ratio (%)	Ratio	yes	bf	children	model1	age + sex
mhdlcepct	4450	-0.132525588325166	0.0249441072535053	1.13168357805743e-07	-0.181416038542036	-0.0836351381082956	Cholesterol esters in medium HDL to total lipids in medium HDL ratio (%)	Lipoprotein subclasses ratios	Medium HDL ratios	Cholesterol esters to total lipid ratio (%)	Ratio	yes	bf	children	model1	age + sex
mhdlfcpct	4450	-0.00652756300568431	0.00490143093916445	0.183005099415422	-0.0161343676464466	0.00307924163507801	Free cholesterol in medium HDL to total lipids in medium HDL ratio (%)	Lipoprotein subclasses ratios	Medium HDL ratios	Free cholesterol to total lipid ratio (%)	Ratio	yes	bf	children	model1	age + sex
mhdltgpct	4450	0.219446531802175	0.0168208996863544	3.33832118728093e-38	0.18647756841692	0.25241549518743	Triglycerides in medium HDL to total lipids in medium HDL ratio (%)	Lipoprotein subclasses ratios	Medium HDL ratios	Triglycerides to total lipid ratio (%)	Ratio	yes	bf	children	model1	age + sex
shdlplpct	4450	0.215184643529586	0.0459946156918833	2.97600207070304e-06	0.125035196773495	0.305334090285677	Phospholipids in small HDL to total lipids in small HDL ratio (%)	Lipoprotein subclasses ratios	Small HDL ratios	Phospholipids to total lipid ratio (%)	Ratio	yes	bf	children	model1	age + sex
shdlcpct	4450	-0.306063665792088	0.0538370256754484	1.3918098828161e-08	-0.411584236115967	-0.200543095468209	Total cholesterol in small HDL to total lipids in small HDL ratio (%)	Lipoprotein subclasses ratios	Small HDL ratios	Total cholesterol to total lipid ratio (%)	Ratio	yes	bf	children	model1	age + sex
