metabolite	n	b	se	p	lower_ci	upper_ci	raw.label	class	subclass	label	label.no.units	derived_features	exposure	group	model	model_description	model_exposure	exposure_model
lhdlplpct	2589	1.19813363792213	0.096646070292429	2.51630511845144e-34	1.00870734014897	1.38755993569529	Phospholipids in large HDL to total lipids in large HDL ratio (%)	Lipoprotein subclasses ratios	Large HDL ratios	Phospholipids to total lipid ratio (%)	Ratio	yes	bmi	young_adults	model2	maternal/own_education + ever smoked + frequency alcohol + diet	model2_bmi	bmi_model2
lhdlplpct	2589	1.54734262568473	0.107338745306532	2.27560929969231e-45	1.33695868488393	1.75772656648553	Phospholipids in large HDL to total lipids in large HDL ratio (%)	Lipoprotein subclasses ratios	Large HDL ratios	Phospholipids to total lipid ratio (%)	Ratio	yes	whr	young_adults	model2	maternal/own_education + ever smoked + frequency alcohol + diet	model2_whr	whr_model2
lhdlplpct	2589	1.52456799326381	0.110559658479609	8.5958870757787e-42	1.30787106264378	1.74126492388384	Phospholipids in large HDL to total lipids in large HDL ratio (%)	Lipoprotein subclasses ratios	Large HDL ratios	Phospholipids to total lipid ratio (%)	Ratio	yes	bf	young_adults	model2	maternal/own_education + ever smoked + frequency alcohol + diet	model2_bf	bf_model2
lhdlplpct	3505	1.43175042742375	0.056072252801844	5.10999893793581e-132	1.32184881193214	1.54165204291536	Phospholipids in large HDL to total lipids in large HDL ratio (%)	Lipoprotein subclasses ratios	Large HDL ratios	Phospholipids to total lipid ratio (%)	Ratio	yes	bmi	adults	model2	maternal/own_education + ever smoked + frequency alcohol + diet	model2_bmi	bmi_model2
lhdlplpct	3505	1.45745225339629	0.0541685415156122	4.31535156247773e-145	1.35128191202569	1.56362259476689	Phospholipids in large HDL to total lipids in large HDL ratio (%)	Lipoprotein subclasses ratios	Large HDL ratios	Phospholipids to total lipid ratio (%)	Ratio	yes	whr	adults	model2	maternal/own_education + ever smoked + frequency alcohol + diet	model2_whr	whr_model2
lhdlplpct	3505	1.25847925882318	0.0547623520274909	5.8251536126003e-109	1.1511450488493	1.36581346879706	Phospholipids in large HDL to total lipids in large HDL ratio (%)	Lipoprotein subclasses ratios	Large HDL ratios	Phospholipids to total lipid ratio (%)	Ratio	yes	bf	adults	model2	maternal/own_education + ever smoked + frequency alcohol + diet	model2_bf	bf_model2
lhdlplpct	588	0.44605045903085	0.07129000533397	7.6441507153152e-10	0.306322048576269	0.585778869485431	Phospholipids in large HDL to total lipids in large HDL ratio (%)	Lipoprotein subclasses ratios	Large HDL ratios	Phospholipids to total lipid ratio (%)	Ratio	yes	bmi	adolescents	model3	physical activity	model3_bmi	bmi_model3
lhdlplpct	588	0.530269529196352	0.0919151201267977	1.29854415300697e-08	0.350115893747828	0.710423164644875	Phospholipids in large HDL to total lipids in large HDL ratio (%)	Lipoprotein subclasses ratios	Large HDL ratios	Phospholipids to total lipid ratio (%)	Ratio	yes	bf	adolescents	model3	physical activity	model3_bf	bf_model3
lhdlplpct	575	1.54013549579538	0.188623105148812	2.09085864342155e-15	1.17043420970371	1.90983678188705	Phospholipids in large HDL to total lipids in large HDL ratio (%)	Lipoprotein subclasses ratios	Large HDL ratios	Phospholipids to total lipid ratio (%)	Ratio	yes	bmi	young_adults	model3	physical activity	model3_bmi	bmi_model3
lhdlplpct	575	1.2890583161224	0.191432746961244	4.06312253519616e-11	0.913850132078362	1.66426650016644	Phospholipids in large HDL to total lipids in large HDL ratio (%)	Lipoprotein subclasses ratios	Large HDL ratios	Phospholipids to total lipid ratio (%)	Ratio	yes	whr	young_adults	model3	physical activity	model3_whr	whr_model3
lhdlplpct	575	1.42376392615271	0.212242574026744	4.77960180045143e-11	1.00776848106029	1.83975937124513	Phospholipids in large HDL to total lipids in large HDL ratio (%)	Lipoprotein subclasses ratios	Large HDL ratios	Phospholipids to total lipid ratio (%)	Ratio	yes	bf	young_adults	model3	physical activity	model3_bf	bf_model3
lhdlplpct	2981	1.4529240700107	0.0616049452107957	6.97662904519482e-113	1.33217837739754	1.57366976262386	Phospholipids in large HDL to total lipids in large HDL ratio (%)	Lipoprotein subclasses ratios	Large HDL ratios	Phospholipids to total lipid ratio (%)	Ratio	yes	bmi	adults	model3	physical activity	model3_bmi	bmi_model3
lhdlplpct	2981	1.41598234125691	0.0602037579123943	2.52581929144175e-112	1.29798297574862	1.5339817067652	Phospholipids in large HDL to total lipids in large HDL ratio (%)	Lipoprotein subclasses ratios	Large HDL ratios	Phospholipids to total lipid ratio (%)	Ratio	yes	whr	adults	model3	physical activity	model3_whr	whr_model3
lhdlplpct	2981	1.23847182025819	0.0602621846475867	7.23410151922984e-88	1.12035793834892	1.35658570216746	Phospholipids in large HDL to total lipids in large HDL ratio (%)	Lipoprotein subclasses ratios	Large HDL ratios	Phospholipids to total lipid ratio (%)	Ratio	yes	bf	adults	model3	physical activity	model3_bf	bf_model3
lhdltgpct	4450	0.174357507853477	0.012510262623244	3.02419692974351e-43	0.149837393111919	0.198877622595035	Triglycerides in large HDL to total lipids in large HDL ratio (%)	Lipoprotein subclasses ratios	Large HDL ratios	Triglycerides to total lipid ratio (%)	Ratio	yes	bmi	children	model1	age + sex	model1_bmi	bmi_model1
lhdltgpct	4450	0.136868383099741	0.012662892541396	6.74862009075406e-27	0.112049113718605	0.161687652480877	Triglycerides in large HDL to total lipids in large HDL ratio (%)	Lipoprotein subclasses ratios	Large HDL ratios	Triglycerides to total lipid ratio (%)	Ratio	yes	whr	children	model1	age + sex	model1_whr	whr_model1
lhdltgpct	4450	0.178286272537467	0.0123047035204363	1.60222977260736e-46	0.154169053637412	0.202403491437522	Triglycerides in large HDL to total lipids in large HDL ratio (%)	Lipoprotein subclasses ratios	Large HDL ratios	Triglycerides to total lipid ratio (%)	Ratio	yes	bf	children	model1	age + sex	model1_bf	bf_model1
lhdltgpct	1762	0.220778405235079	0.0189281105684467	2.46938208691838e-30	0.183679308520923	0.257877501949235	Triglycerides in large HDL to total lipids in large HDL ratio (%)	Lipoprotein subclasses ratios	Large HDL ratios	Triglycerides to total lipid ratio (%)	Ratio	yes	bmi	adolescents	model1	age + sex	model1_bmi	bmi_model1
lhdltgpct	1762	0.233485107447065	0.0248956938379145	1.9878557794509e-20	0.184689547524753	0.282280667369377	Triglycerides in large HDL to total lipids in large HDL ratio (%)	Lipoprotein subclasses ratios	Large HDL ratios	Triglycerides to total lipid ratio (%)	Ratio	yes	bf	adolescents	model1	age + sex	model1_bf	bf_model1
lhdltgpct	2589	0.578596221269526	0.0761617049866029	4.21063055743417e-14	0.429319279495784	0.727873163043268	Triglycerides in large HDL to total lipids in large HDL ratio (%)	Lipoprotein subclasses ratios	Large HDL ratios	Triglycerides to total lipid ratio (%)	Ratio	yes	bmi	young_adults	model1	age + sex	model1_bmi	bmi_model1
lhdltgpct	2589	0.717714333420395	0.0856080228509895	8.30854778715355e-17	0.549922608632456	0.885506058208335	Triglycerides in large HDL to total lipids in large HDL ratio (%)	Lipoprotein subclasses ratios	Large HDL ratios	Triglycerides to total lipid ratio (%)	Ratio	yes	whr	young_adults	model1	age + sex	model1_whr	whr_model1
lhdltgpct	2589	0.577032088038248	0.0878597686138321	6.15746071214994e-11	0.404826941555137	0.749237234521359	Triglycerides in large HDL to total lipids in large HDL ratio (%)	Lipoprotein subclasses ratios	Large HDL ratios	Triglycerides to total lipid ratio (%)	Ratio	yes	bf	young_adults	model1	age + sex	model1_bf	bf_model1
lhdltgpct	3505	0.173334729552672	0.0229670309767123	5.64146042062766e-14	0.128319348838316	0.218350110267028	Triglycerides in large HDL to total lipids in large HDL ratio (%)	Lipoprotein subclasses ratios	Large HDL ratios	Triglycerides to total lipid ratio (%)	Ratio	yes	bmi	adults	model1	age + sex	model1_bmi	bmi_model1
lhdltgpct	3505	0.207363395065954	0.0224166919312374	3.786440872439e-20	0.163426678880729	0.251300111251179	Triglycerides in large HDL to total lipids in large HDL ratio (%)	Lipoprotein subclasses ratios	Large HDL ratios	Triglycerides to total lipid ratio (%)	Ratio	yes	whr	adults	model1	age + sex	model1_whr	whr_model1
lhdltgpct	3505	0.133263819872294	0.0221496071256742	1.96543322264841e-09	0.0898505899059726	0.176677049838615	Triglycerides in large HDL to total lipids in large HDL ratio (%)	Lipoprotein subclasses ratios	Large HDL ratios	Triglycerides to total lipid ratio (%)	Ratio	yes	bf	adults	model1	age + sex	model1_bf	bf_model1
lhdltgpct	4450	0.179791596418356	0.0143201892357278	1.48566997011262e-35	0.151724025516329	0.207859167320382	Triglycerides in large HDL to total lipids in large HDL ratio (%)	Lipoprotein subclasses ratios	Large HDL ratios	Triglycerides to total lipid ratio (%)	Ratio	yes	bmi	children	model2	maternal/own_education + ever smoked + frequency alcohol + diet	model2_bmi	bmi_model2
lhdltgpct	4450	0.137588873003989	0.0126104740614593	2.27268300455401e-27	0.112872343843529	0.162305402164449	Triglycerides in large HDL to total lipids in large HDL ratio (%)	Lipoprotein subclasses ratios	Large HDL ratios	Triglycerides to total lipid ratio (%)	Ratio	yes	whr	children	model2	maternal/own_education + ever smoked + frequency alcohol + diet	model2_whr	whr_model2
lhdltgpct	4450	0.179982427585115	0.0137010328367972	1.06262591980828e-38	0.153128403224992	0.206836451945238	Triglycerides in large HDL to total lipids in large HDL ratio (%)	Lipoprotein subclasses ratios	Large HDL ratios	Triglycerides to total lipid ratio (%)	Ratio	yes	bf	children	model2	maternal/own_education + ever smoked + frequency alcohol + diet	model2_bf	bf_model2
lhdltgpct	1762	0.225183990927001	0.0200564742329338	2.68735062610793e-28	0.185873301430451	0.264494680423551	Triglycerides in large HDL to total lipids in large HDL ratio (%)	Lipoprotein subclasses ratios	Large HDL ratios	Triglycerides to total lipid ratio (%)	Ratio	yes	bmi	adolescents	model2	maternal/own_education + ever smoked + frequency alcohol + diet	model2_bmi	bmi_model2
lhdltgpct	1762	0.22853460708574	0.025673177439471	1.34054521189661e-18	0.178215179304377	0.278854034867103	Triglycerides in large HDL to total lipids in large HDL ratio (%)	Lipoprotein subclasses ratios	Large HDL ratios	Triglycerides to total lipid ratio (%)	Ratio	yes	bf	adolescents	model2	maternal/own_education + ever smoked + frequency alcohol + diet	model2_bf	bf_model2
lhdltgpct	2589	0.555567028986978	0.0770155807669904	7.12325957866695e-13	0.404616490683677	0.706517567290279	Triglycerides in large HDL to total lipids in large HDL ratio (%)	Lipoprotein subclasses ratios	Large HDL ratios	Triglycerides to total lipid ratio (%)	Ratio	yes	bmi	young_adults	model2	maternal/own_education + ever smoked + frequency alcohol + diet	model2_bmi	bmi_model2
lhdltgpct	2589	0.711068392723374	0.0861147986328191	2.3509151477916e-16	0.542283387403049	0.879853398043699	Triglycerides in large HDL to total lipids in large HDL ratio (%)	Lipoprotein subclasses ratios	Large HDL ratios	Triglycerides to total lipid ratio (%)	Ratio	yes	whr	young_adults	model2	maternal/own_education + ever smoked + frequency alcohol + diet	model2_whr	whr_model2
lhdltgpct	2589	0.549758865952801	0.0889217605544504	7.31106406674077e-10	0.375472215266078	0.724045516639524	Triglycerides in large HDL to total lipids in large HDL ratio (%)	Lipoprotein subclasses ratios	Large HDL ratios	Triglycerides to total lipid ratio (%)	Ratio	yes	bf	young_adults	model2	maternal/own_education + ever smoked + frequency alcohol + diet	model2_bf	bf_model2
lhdltgpct	3505	0.149712331558305	0.0233187567919377	1.54359955341925e-10	0.104007568246107	0.195417094870503	Triglycerides in large HDL to total lipids in large HDL ratio (%)	Lipoprotein subclasses ratios	Large HDL ratios	Triglycerides to total lipid ratio (%)	Ratio	yes	bmi	adults	model2	maternal/own_education + ever smoked + frequency alcohol + diet	model2_bmi	bmi_model2
lhdltgpct	3505	0.193880102829701	0.0226186420380371	1.50737236036158e-17	0.149547564435148	0.238212641224254	Triglycerides in large HDL to total lipids in large HDL ratio (%)	Lipoprotein subclasses ratios	Large HDL ratios	Triglycerides to total lipid ratio (%)	Ratio	yes	whr	adults	model2	maternal/own_education + ever smoked + frequency alcohol + diet	model2_whr	whr_model2
lhdltgpct	3505	0.110926679566504	0.0224852364362216	8.46147608064718e-07	0.0668556161515097	0.154997742981498	Triglycerides in large HDL to total lipids in large HDL ratio (%)	Lipoprotein subclasses ratios	Large HDL ratios	Triglycerides to total lipid ratio (%)	Ratio	yes	bf	adults	model2	maternal/own_education + ever smoked + frequency alcohol + diet	model2_bf	bf_model2
lhdltgpct	588	0.202742624805106	0.035982754627479	2.74408146791116e-08	0.132216425735247	0.273268823874965	Triglycerides in large HDL to total lipids in large HDL ratio (%)	Lipoprotein subclasses ratios	Large HDL ratios	Triglycerides to total lipid ratio (%)	Ratio	yes	bmi	adolescents	model3	physical activity	model3_bmi	bmi_model3
lhdltgpct	588	0.20417346697193	0.0466560344418487	1.43313235885008e-05	0.112727639465907	0.295619294477953	Triglycerides in large HDL to total lipids in large HDL ratio (%)	Lipoprotein subclasses ratios	Large HDL ratios	Triglycerides to total lipid ratio (%)	Ratio	yes	bf	adolescents	model3	physical activity	model3_bf	bf_model3
lhdltgpct	575	0.653645735977056	0.122858422274759	1.49360051813895e-07	0.412843228318528	0.894448243635584	Triglycerides in large HDL to total lipids in large HDL ratio (%)	Lipoprotein subclasses ratios	Large HDL ratios	Triglycerides to total lipid ratio (%)	Ratio	yes	bmi	young_adults	model3	physical activity	model3_bmi	bmi_model3
lhdltgpct	575	0.791529092479832	0.121115736942605	1.41555433077845e-10	0.554142248072326	1.02891593688734	Triglycerides in large HDL to total lipids in large HDL ratio (%)	Lipoprotein subclasses ratios	Large HDL ratios	Triglycerides to total lipid ratio (%)	Ratio	yes	whr	young_adults	model3	physical activity	model3_whr	whr_model3
lhdltgpct	575	0.741530496006172	0.135680431282177	6.93252657115398e-08	0.475596850693105	1.00746414131924	Triglycerides in large HDL to total lipids in large HDL ratio (%)	Lipoprotein subclasses ratios	Large HDL ratios	Triglycerides to total lipid ratio (%)	Ratio	yes	bf	young_adults	model3	physical activity	model3_bf	bf_model3
lhdltgpct	2981	0.160943292190871	0.0261207037550132	8.17608455488292e-10	0.109746712831045	0.212139871550697	Triglycerides in large HDL to total lipids in large HDL ratio (%)	Lipoprotein subclasses ratios	Large HDL ratios	Triglycerides to total lipid ratio (%)	Ratio	yes	bmi	adults	model3	physical activity	model3_bmi	bmi_model3
lhdltgpct	2981	0.182162956957827	0.0254597023690014	1.04963105199233e-12	0.132261940314584	0.23206397360107	Triglycerides in large HDL to total lipids in large HDL ratio (%)	Lipoprotein subclasses ratios	Large HDL ratios	Triglycerides to total lipid ratio (%)	Ratio	yes	whr	adults	model3	physical activity	model3_whr	whr_model3
lhdltgpct	2981	0.112966169648127	0.0251363492569772	7.25203260069201e-06	0.0636989251044517	0.162233414191802	Triglycerides in large HDL to total lipids in large HDL ratio (%)	Lipoprotein subclasses ratios	Large HDL ratios	Triglycerides to total lipid ratio (%)	Ratio	yes	bf	adults	model3	physical activity	model3_bf	bf_model3
xlhdlcepct	4450	0.597070108055727	0.069281525859354	9.3337575198414e-18	0.461278317371393	0.732861898740061	Cholesterol esters in very large HDL to total lipids in very large HDL ratio (%)	Lipoprotein subclasses ratios	Very large HDL ratios	Cholesterol esters to total lipid ratio (%)	Ratio	yes	bmi	children	model1	age + sex	model1_bmi	bmi_model1
xlhdlcepct	4450	0.322459008427001	0.0699507772757873	4.14361020619967e-06	0.185355484966458	0.459562531887544	Cholesterol esters in very large HDL to total lipids in very large HDL ratio (%)	Lipoprotein subclasses ratios	Very large HDL ratios	Cholesterol esters to total lipid ratio (%)	Ratio	yes	whr	children	model1	age + sex	model1_whr	whr_model1
xlhdlcepct	4450	0.640104499199909	0.0681532677055722	9.14435429094804e-21	0.506524094496987	0.773684903902831	Cholesterol esters in very large HDL to total lipids in very large HDL ratio (%)	Lipoprotein subclasses ratios	Very large HDL ratios	Cholesterol esters to total lipid ratio (%)	Ratio	yes	bf	children	model1	age + sex	model1_bf	bf_model1
xlhdlcepct	1762	1.15108890444359	0.108526675500022	1.61127876206321e-25	0.938376620463547	1.36380118842363	Cholesterol esters in very large HDL to total lipids in very large HDL ratio (%)	Lipoprotein subclasses ratios	Very large HDL ratios	Cholesterol esters to total lipid ratio (%)	Ratio	yes	bmi	adolescents	model1	age + sex	model1_bmi	bmi_model1
xlhdlcepct	1762	1.18655901571228	0.142576164743297	1.70992990309329e-16	0.907109732815418	1.46600829860914	Cholesterol esters in very large HDL to total lipids in very large HDL ratio (%)	Lipoprotein subclasses ratios	Very large HDL ratios	Cholesterol esters to total lipid ratio (%)	Ratio	yes	bf	adolescents	model1	age + sex	model1_bf	bf_model1
xlhdlcepct	2589	1.06742454650958	0.228869598743881	3.26059930152338e-06	0.618840132971573	1.51600896004759	Cholesterol esters in very large HDL to total lipids in very large HDL ratio (%)	Lipoprotein subclasses ratios	Very large HDL ratios	Cholesterol esters to total lipid ratio (%)	Ratio	yes	bmi	young_adults	model1	age + sex	model1_bmi	bmi_model1
xlhdlcepct	2589	1.67448001062204	0.256847247441408	8.46071298613551e-11	1.17105940563688	2.1779006156072	Cholesterol esters in very large HDL to total lipids in very large HDL ratio (%)	Lipoprotein subclasses ratios	Very large HDL ratios	Cholesterol esters to total lipid ratio (%)	Ratio	yes	whr	young_adults	model1	age + sex	model1_whr	whr_model1
xlhdlcepct	2589	1.41335464646343	0.262933586661982	8.32768209473187e-08	0.898004816605945	1.92870447632091	Cholesterol esters in very large HDL to total lipids in very large HDL ratio (%)	Lipoprotein subclasses ratios	Very large HDL ratios	Cholesterol esters to total lipid ratio (%)	Ratio	yes	bf	young_adults	model1	age + sex	model1_bf	bf_model1
xlhdlcepct	3505	1.12402291952461	0.0980510124869993	6.81402798333173e-30	0.931842935050091	1.31620290399913	Cholesterol esters in very large HDL to total lipids in very large HDL ratio (%)	Lipoprotein subclasses ratios	Very large HDL ratios	Cholesterol esters to total lipid ratio (%)	Ratio	yes	bmi	adults	model1	age + sex	model1_bmi	bmi_model1
xlhdlcepct	3505	1.23520965922584	0.0956199669253593	2.50894487407774e-37	1.04779452405214	1.42262479439954	Cholesterol esters in very large HDL to total lipids in very large HDL ratio (%)	Lipoprotein subclasses ratios	Very large HDL ratios	Cholesterol esters to total lipid ratio (%)	Ratio	yes	whr	adults	model1	age + sex	model1_whr	whr_model1
xlhdlcepct	3505	0.828106783774092	0.0950129925672067	4.38337171641394e-18	0.641881318342367	1.01433224920582	Cholesterol esters in very large HDL to total lipids in very large HDL ratio (%)	Lipoprotein subclasses ratios	Very large HDL ratios	Cholesterol esters to total lipid ratio (%)	Ratio	yes	bf	adults	model1	age + sex	model1_bf	bf_model1
xlhdlcepct	4450	0.623104421687067	0.0792341577877119	4.63305295969797e-15	0.467805472423152	0.778403370950982	Cholesterol esters in very large HDL to total lipids in very large HDL ratio (%)	Lipoprotein subclasses ratios	Very large HDL ratios	Cholesterol esters to total lipid ratio (%)	Ratio	yes	bmi	children	model2	maternal/own_education + ever smoked + frequency alcohol + diet	model2_bmi	bmi_model2
xlhdlcepct	4450	0.322573009989044	0.0697953226966793	3.91393860144919e-06	0.185774177503553	0.459371842474535	Cholesterol esters in very large HDL to total lipids in very large HDL ratio (%)	Lipoprotein subclasses ratios	Very large HDL ratios	Cholesterol esters to total lipid ratio (%)	Ratio	yes	whr	children	model2	maternal/own_education + ever smoked + frequency alcohol + diet	model2_whr	whr_model2
xlhdlcepct	4450	0.660059573550081	0.0758139407763619	4.35795405780942e-18	0.511464249628412	0.80865489747175	Cholesterol esters in very large HDL to total lipids in very large HDL ratio (%)	Lipoprotein subclasses ratios	Very large HDL ratios	Cholesterol esters to total lipid ratio (%)	Ratio	yes	bf	children	model2	maternal/own_education + ever smoked + frequency alcohol + diet	model2_bf	bf_model2
xlhdlcepct	1762	1.13871317628535	0.114630325070112	1.16231091712248e-22	0.91403773914793	1.36338861342277	Cholesterol esters in very large HDL to total lipids in very large HDL ratio (%)	Lipoprotein subclasses ratios	Very large HDL ratios	Cholesterol esters to total lipid ratio (%)	Ratio	yes	bmi	adolescents	model2	maternal/own_education + ever smoked + frequency alcohol + diet	model2_bmi	bmi_model2
xlhdlcepct	1762	1.10919415211287	0.146539446954465	6.02927706036097e-14	0.821976836082119	1.39641146814362	Cholesterol esters in very large HDL to total lipids in very large HDL ratio (%)	Lipoprotein subclasses ratios	Very large HDL ratios	Cholesterol esters to total lipid ratio (%)	Ratio	yes	bf	adolescents	model2	maternal/own_education + ever smoked + frequency alcohol + diet	model2_bf	bf_model2
xlhdlcepct	2589	0.93069267078574	0.231131591195429	5.8200719177569e-05	0.477674752042699	1.38371058952878	Cholesterol esters in very large HDL to total lipids in very large HDL ratio (%)	Lipoprotein subclasses ratios	Very large HDL ratios	Cholesterol esters to total lipid ratio (%)	Ratio	yes	bmi	young_adults	model2	maternal/own_education + ever smoked + frequency alcohol + diet	model2_bmi	bmi_model2
xlhdlcepct	2589	1.60758269677986	0.258111057629075	5.4886690712909e-10	1.10168502382687	2.11348036973285	Cholesterol esters in very large HDL to total lipids in very large HDL ratio (%)	Lipoprotein subclasses ratios	Very large HDL ratios	Cholesterol esters to total lipid ratio (%)	Ratio	yes	whr	young_adults	model2	maternal/own_education + ever smoked + frequency alcohol + diet	model2_whr	whr_model2
xlhdlcepct	2589	1.25735446618387	0.265847849790239	2.37065929555032e-06	0.736292680595002	1.77841625177274	Cholesterol esters in very large HDL to total lipids in very large HDL ratio (%)	Lipoprotein subclasses ratios	Very large HDL ratios	Cholesterol esters to total lipid ratio (%)	Ratio	yes	bf	young_adults	model2	maternal/own_education + ever smoked + frequency alcohol + diet	model2_bf	bf_model2
xlhdlcepct	3505	1.05847183889224	0.0998249846359619	7.07858480525056e-26	0.862814869005755	1.25412880877873	Cholesterol esters in very large HDL to total lipids in very large HDL ratio (%)	Lipoprotein subclasses ratios	Very large HDL ratios	Cholesterol esters to total lipid ratio (%)	Ratio	yes	bmi	adults	model2	maternal/own_education + ever smoked + frequency alcohol + diet	model2_bmi	bmi_model2
xlhdlcepct	3505	1.21126142383612	0.0966733844950207	2.91361638795485e-35	1.02178159022588	1.40074125744636	Cholesterol esters in very large HDL to total lipids in very large HDL ratio (%)	Lipoprotein subclasses ratios	Very large HDL ratios	Cholesterol esters to total lipid ratio (%)	Ratio	yes	whr	adults	model2	maternal/own_education + ever smoked + frequency alcohol + diet	model2_whr	whr_model2
xlhdlcepct	3505	0.755440760593614	0.0967181571880272	7.45876582371418e-15	0.565873172505081	0.945008348682147	Cholesterol esters in very large HDL to total lipids in very large HDL ratio (%)	Lipoprotein subclasses ratios	Very large HDL ratios	Cholesterol esters to total lipid ratio (%)	Ratio	yes	bf	adults	model2	maternal/own_education + ever smoked + frequency alcohol + diet	model2_bf	bf_model2
xlhdlcepct	588	1.18008462990662	0.187583575496302	6.22489598324318e-10	0.812420821933868	1.54774843787937	Cholesterol esters in very large HDL to total lipids in very large HDL ratio (%)	Lipoprotein subclasses ratios	Very large HDL ratios	Cholesterol esters to total lipid ratio (%)	Ratio	yes	bmi	adolescents	model3	physical activity	model3_bmi	bmi_model3
xlhdlcepct	588	1.22755560382253	0.243507663852227	6.19764753826915e-07	0.750280582672165	1.70483062497289	Cholesterol esters in very large HDL to total lipids in very large HDL ratio (%)	Lipoprotein subclasses ratios	Very large HDL ratios	Cholesterol esters to total lipid ratio (%)	Ratio	yes	bf	adolescents	model3	physical activity	model3_bf	bf_model3
xlhdlcepct	575	1.80378775217905	0.469156997417865	0.000134346667525299	0.884240037240035	2.72333546711807	Cholesterol esters in very large HDL to total lipids in very large HDL ratio (%)	Lipoprotein subclasses ratios	Very large HDL ratios	Cholesterol esters to total lipid ratio (%)	Ratio	yes	bmi	young_adults	model3	physical activity	model3_bmi	bmi_model3
xlhdlcepct	575	1.83033640999529	0.467854007116788	0.000102555633698292	0.913342556046385	2.74733026394419	Cholesterol esters in very large HDL to total lipids in very large HDL ratio (%)	Lipoprotein subclasses ratios	Very large HDL ratios	Cholesterol esters to total lipid ratio (%)	Ratio	yes	whr	young_adults	model3	physical activity	model3_whr	whr_model3
xlhdlcepct	575	1.66800221281796	0.520829692216344	0.00143836087933921	0.647176016073926	2.68882840956199	Cholesterol esters in very large HDL to total lipids in very large HDL ratio (%)	Lipoprotein subclasses ratios	Very large HDL ratios	Cholesterol esters to total lipid ratio (%)	Ratio	yes	bf	young_adults	model3	physical activity	model3_bf	bf_model3
xlhdlcepct	2981	1.07264008972409	0.110171840311469	4.50412836995562e-22	0.856703282713611	1.28857689673457	Cholesterol esters in very large HDL to total lipids in very large HDL ratio (%)	Lipoprotein subclasses ratios	Very large HDL ratios	Cholesterol esters to total lipid ratio (%)	Ratio	yes	bmi	adults	model3	physical activity	model3_bmi	bmi_model3
xlhdlcepct	2981	1.19992344059613	0.107083801705517	1.42101265256041e-28	0.990039189253317	1.40980769193894	Cholesterol esters in very large HDL to total lipids in very large HDL ratio (%)	Lipoprotein subclasses ratios	Very large HDL ratios	Cholesterol esters to total lipid ratio (%)	Ratio	yes	whr	adults	model3	physical activity	model3_whr	whr_model3
xlhdlcepct	2981	0.733883067375967	0.106531830185633	6.8365771652789e-12	0.525080680212126	0.942685454539808	Cholesterol esters in very large HDL to total lipids in very large HDL ratio (%)	Lipoprotein subclasses ratios	Very large HDL ratios	Cholesterol esters to total lipid ratio (%)	Ratio	yes	bf	adults	model3	physical activity	model3_bf	bf_model3
xlhdlcpct	4450	0.585496371321854	0.0677720369852769	7.78021016226317e-18	0.452663178830711	0.718329563812997	Total cholesterol in very large HDL to total lipids in very large HDL ratio (%)	Lipoprotein subclasses ratios	Very large HDL ratios	Total cholesterol to total lipid ratio (%)	Ratio	yes	bmi	children	model1	age + sex	model1_bmi	bmi_model1
xlhdlcpct	4450	0.327228641332866	0.0684170267851489	1.78416656582774e-06	0.193131268833974	0.461326013831758	Total cholesterol in very large HDL to total lipids in very large HDL ratio (%)	Lipoprotein subclasses ratios	Very large HDL ratios	Total cholesterol to total lipid ratio (%)	Ratio	yes	whr	children	model1	age + sex	model1_whr	whr_model1
xlhdlcpct	4450	0.61266688671804	0.066699295048406	6.13887115321608e-20	0.481936268423164	0.743397505012916	Total cholesterol in very large HDL to total lipids in very large HDL ratio (%)	Lipoprotein subclasses ratios	Very large HDL ratios	Total cholesterol to total lipid ratio (%)	Ratio	yes	bf	children	model1	age + sex	model1_bf	bf_model1
xlhdlcpct	1762	1.1021619311997	0.104411820896505	2.67713250704336e-25	0.89751476224255	1.30680910015685	Total cholesterol in very large HDL to total lipids in very large HDL ratio (%)	Lipoprotein subclasses ratios	Very large HDL ratios	Total cholesterol to total lipid ratio (%)	Ratio	yes	bmi	adolescents	model1	age + sex	model1_bmi	bmi_model1
xlhdlcpct	1762	1.13367731432021	0.137166730589762	2.7194613196052e-16	0.864830522364276	1.40252410627614	Total cholesterol in very large HDL to total lipids in very large HDL ratio (%)	Lipoprotein subclasses ratios	Very large HDL ratios	Total cholesterol to total lipid ratio (%)	Ratio	yes	bf	adolescents	model1	age + sex	model1_bf	bf_model1
xlhdlcpct	2589	0.524012760975208	0.212086788608199	0.0135471814902927	0.108322655303138	0.939702866647278	Total cholesterol in very large HDL to total lipids in very large HDL ratio (%)	Lipoprotein subclasses ratios	Very large HDL ratios	Total cholesterol to total lipid ratio (%)	Ratio	yes	bmi	young_adults	model1	age + sex	model1_bmi	bmi_model1
xlhdlcpct	2589	0.986657865554624	0.238451920252268	3.61914892375975e-05	0.519292101860179	1.45402362924907	Total cholesterol in very large HDL to total lipids in very large HDL ratio (%)	Lipoprotein subclasses ratios	Very large HDL ratios	Total cholesterol to total lipid ratio (%)	Ratio	yes	whr	young_adults	model1	age + sex	model1_whr	whr_model1
