metabolite	n	b	se	p	lower_ci	upper_ci	raw.label	class	subclass	label	label.no.units	derived_features	exposure	group	model	model_description
gp	4450	0.0415340956407702	0.00246573803550007	9.15610620748e-62	0.0367012490911901	0.0463669421903503	Glycoprotein acetyls, mainly a1-acid glycoprotein (mmol/l)	Inflammation	Inflammation	Glycoprotein acetyls (mmol/l)	Glycoprotein acetyls	no	bf	children	model2	maternal/own_education + ever smoked + frequency alcohol + diet
xxlvldlp	1762	2.10453211067545e-11	1.80341568218202e-12	2.33461925927036e-30	1.75106263696777e-11	2.45800158438313e-11	Concentration of chylomicrons and extremely large VLDL particles (mol/l)	Lipoprotein subclasses	Extremely large VLDL	Particle concentration (mol/l)	Particle concentration	no	bmi	adolescents	model2	maternal/own_education + ever smoked + frequency alcohol + diet
xxlvldll	1762	0.00457177483617385	0.000406706716278719	2.33107946041945e-28	0.00377462967226756	0.00536892000008014	Total lipids in chylomicrons and extremely large VLDL (mmol/l)	Lipoprotein subclasses	Extremely large VLDL	Total lipids (mmol/l)	Total lipids	no	bmi	adolescents	model2	maternal/own_education + ever smoked + frequency alcohol + diet
xxlvldlpl	1762	0.000531096736315111	4.900322130041e-05	1.54366941013585e-26	0.000435050422566307	0.000627143050063915	Phospholipids in chylomicrons and extremely large VLDL (mmol/l)	Lipoprotein subclasses	Extremely large VLDL	Phospholipids (mmol/l)	Phospholipids	no	bmi	adolescents	model2	maternal/own_education + ever smoked + frequency alcohol + diet
xxlvldlc	1762	0.000797946757296213	6.8420096991579e-05	2.52637478587397e-30	0.000663843367192718	0.000932050147399708	Total cholesterol in chylomicrons and extremely large VLDL (mmol/l)	Lipoprotein subclasses	Extremely large VLDL	Total cholesterol (mmol/l)	Total cholesterol	no	bmi	adolescents	model2	maternal/own_education + ever smoked + frequency alcohol + diet
xxlvldlce	1762	0.000439093026099215	3.70087275670427e-05	2.74540962740594e-31	0.000366555920067811	0.000511630132130619	Cholesterol esters in chylomicrons and extremely large VLDL (mmol/l)	Lipoprotein subclasses	Extremely large VLDL	Cholesterol esters (mmol/l)	Cholesterol esters	no	bmi	adolescents	model2	maternal/own_education + ever smoked + frequency alcohol + diet
xxlvldlfc	1762	0.000358843942338273	3.31516044091318e-05	1.7754547302874e-26	0.000293866797696375	0.000423821086980171	Free cholesterol in chylomicrons and extremely large VLDL (mmol/l)	Lipoprotein subclasses	Extremely large VLDL	Free cholesterol (mmol/l)	Free cholesterol	no	bmi	adolescents	model2	maternal/own_education + ever smoked + frequency alcohol + diet
xxlvldltg	1762	0.00324205486546464	0.000291117528448196	6.99331831514527e-28	0.00267146450970618	0.0038126452212231	Triglycerides in chylomicrons and extremely large VLDL (mmol/l)	Lipoprotein subclasses	Extremely large VLDL	Triglycerides (mmol/l)	Triglycerides	no	bmi	adolescents	model2	maternal/own_education + ever smoked + frequency alcohol + diet
xlvldlp	1762	1.11416226033743e-10	1.01874190558255e-11	5.59758287668453e-27	9.1448884684325e-11	1.31383567383161e-10	Concentration of very large VLDL particles (mol/l)	Lipoprotein subclasses	Very large VLDL	Particle concentration (mol/l)	Particle concentration	no	bmi	adolescents	model2	maternal/own_education + ever smoked + frequency alcohol + diet
xlvldll	1762	0.0107579586019608	0.000998333655596469	2.91095427652304e-26	0.00880122463699172	0.0127146925669299	Total lipids in very large VLDL (mmol/l)	Lipoprotein subclasses	Very large VLDL	Total lipids (mmol/l)	Total lipids	no	bmi	adolescents	model2	maternal/own_education + ever smoked + frequency alcohol + diet
xlvldlpl	1762	0.00175302932059588	0.000163703205191063	5.77136478323367e-26	0.0014321710384214	0.00207388760277036	Phospholipids in very large VLDL (mmol/l)	Lipoprotein subclasses	Very large VLDL	Phospholipids (mmol/l)	Phospholipids	no	bmi	adolescents	model2	maternal/own_education + ever smoked + frequency alcohol + diet
xlvldlc	1762	0.0023622408913982	0.000200576729442832	7.19149974167804e-31	0.00196911050169025	0.00275537128110615	Total cholesterol in very large VLDL (mmol/l)	Lipoprotein subclasses	Very large VLDL	Total cholesterol (mmol/l)	Total cholesterol	no	bmi	adolescents	model2	maternal/own_education + ever smoked + frequency alcohol + diet
xlvldlce	1762	0.00128011244668539	0.000105585687362439	1.51899411131735e-32	0.00107316449945501	0.00148706039391577	Cholesterol esters in very large VLDL (mmol/l)	Lipoprotein subclasses	Very large VLDL	Cholesterol esters (mmol/l)	Cholesterol esters	no	bmi	adolescents	model2	maternal/own_education + ever smoked + frequency alcohol + diet
xlvldlfc	1762	0.0010819108016025	9.59298505874775e-05	1.57279944211879e-28	0.000893888294451044	0.00126993330875396	Free cholesterol in very large VLDL (mmol/l)	Lipoprotein subclasses	Very large VLDL	Free cholesterol (mmol/l)	Free cholesterol	no	bmi	adolescents	model2	maternal/own_education + ever smoked + frequency alcohol + diet
xlvldltg	1762	0.00664254322908106	0.000638406756116475	1.20788445083509e-24	0.00539126598709277	0.00789382047106935	Triglycerides in very large VLDL (mmol/l)	Lipoprotein subclasses	Very large VLDL	Triglycerides (mmol/l)	Triglycerides	no	bmi	adolescents	model2	maternal/own_education + ever smoked + frequency alcohol + diet
lvldlp	1762	5.28300798905418e-10	5.15833712288937e-11	5.99921020815184e-24	4.27197391296786e-10	6.2940420651405e-10	Concentration of large VLDL particles (mol/l)	Lipoprotein subclasses	Large VLDL	Particle concentration (mol/l)	Particle concentration	no	bmi	adolescents	model2	maternal/own_education + ever smoked + frequency alcohol + diet
lvldll	1762	0.0322628285474564	0.00312507036685245	2.68369968478136e-24	0.0261376906284256	0.0383879664664872	Total lipids in large VLDL (mmol/l)	Lipoprotein subclasses	Large VLDL	Total lipids (mmol/l)	Total lipids	no	bmi	adolescents	model2	maternal/own_education + ever smoked + frequency alcohol + diet
lvldlpl	1762	0.00572407942156473	0.000557714272079777	4.85031151442253e-24	0.00463095944828837	0.00681719939484109	Phospholipids in large VLDL (mmol/l)	Lipoprotein subclasses	Large VLDL	Phospholipids (mmol/l)	Phospholipids	no	bmi	adolescents	model2	maternal/own_education + ever smoked + frequency alcohol + diet
lvldlc	1762	0.00774106568383577	0.000719063668592625	3.2374675795317e-26	0.00633170089339423	0.00915043047427731	Total cholesterol in large VLDL (mmol/l)	Lipoprotein subclasses	Large VLDL	Total cholesterol (mmol/l)	Total cholesterol	no	bmi	adolescents	model2	maternal/own_education + ever smoked + frequency alcohol + diet
lvldlce	1762	0.00395166928603683	0.000356013581644132	1.0281482283976e-27	0.00325388266601433	0.00464945590605933	Cholesterol esters in large VLDL (mmol/l)	Lipoprotein subclasses	Large VLDL	Cholesterol esters (mmol/l)	Cholesterol esters	no	bmi	adolescents	model2	maternal/own_education + ever smoked + frequency alcohol + diet
lvldlfc	1762	0.00378913493961486	0.000367920449281924	3.43258416515666e-24	0.00306801085902229	0.00451025902020743	Free cholesterol in large VLDL (mmol/l)	Lipoprotein subclasses	Large VLDL	Free cholesterol (mmol/l)	Free cholesterol	no	bmi	adolescents	model2	maternal/own_education + ever smoked + frequency alcohol + diet
lvldltg	1762	0.0187952998881482	0.00185783259680411	2.01549258330983e-23	0.0151539479984121	0.0224366517778843	Triglycerides in large VLDL (mmol/l)	Lipoprotein subclasses	Large VLDL	Triglycerides (mmol/l)	Triglycerides	no	bmi	adolescents	model2	maternal/own_education + ever smoked + frequency alcohol + diet
mvldlp	1762	1.32970839062235e-09	1.2557510480757e-10	1.92952793105513e-25	1.08358118519951e-09	1.57583559604519e-09	Concentration of medium VLDL particles (mol/l)	Lipoprotein subclasses	Medium VLDL	Particle concentration (mol/l)	Particle concentration	no	bmi	adolescents	model2	maternal/own_education + ever smoked + frequency alcohol + diet
mvldll	1762	0.0464324460976693	0.00432681262917662	4.58191036907969e-26	0.0379518933444831	0.0549129988508555	Total lipids in medium VLDL (mmol/l)	Lipoprotein subclasses	Medium VLDL	Total lipids (mmol/l)	Total lipids	no	bmi	adolescents	model2	maternal/own_education + ever smoked + frequency alcohol + diet
mvldlpl	1762	0.00858270633895621	0.000833788441752449	3.61070693922367e-24	0.00694848099312141	0.010216931684791	Phospholipids in medium VLDL (mmol/l)	Lipoprotein subclasses	Medium VLDL	Phospholipids (mmol/l)	Phospholipids	no	bmi	adolescents	model2	maternal/own_education + ever smoked + frequency alcohol + diet
mvldlc	1762	0.0124558508287954	0.00117824323620219	2.29765925300608e-25	0.0101464940858391	0.0147652075717517	Total cholesterol in medium VLDL (mmol/l)	Lipoprotein subclasses	Medium VLDL	Total cholesterol (mmol/l)	Total cholesterol	no	bmi	adolescents	model2	maternal/own_education + ever smoked + frequency alcohol + diet
mvldlce	1762	0.00703967884634772	0.000663463363743032	1.55380167602091e-25	0.00573929065341138	0.00834006703928406	Cholesterol esters in medium VLDL (mmol/l)	Lipoprotein subclasses	Medium VLDL	Cholesterol esters (mmol/l)	Cholesterol esters	no	bmi	adolescents	model2	maternal/own_education + ever smoked + frequency alcohol + diet
mvldlfc	1762	0.00541617571839927	0.00054911504468896	2.26207162388538e-22	0.00433991023080891	0.00649244120598963	Free cholesterol in medium VLDL (mmol/l)	Lipoprotein subclasses	Medium VLDL	Free cholesterol (mmol/l)	Free cholesterol	no	bmi	adolescents	model2	maternal/own_education + ever smoked + frequency alcohol + diet
mvldltg	1762	0.02539201395719	0.00238639411652607	1.15069727076537e-25	0.0207146814887989	0.0300693464255811	Triglycerides in medium VLDL (mmol/l)	Lipoprotein subclasses	Medium VLDL	Triglycerides (mmol/l)	Triglycerides	no	bmi	adolescents	model2	maternal/own_education + ever smoked + frequency alcohol + diet
svldlp	1762	1.31995466942563e-09	1.37650260118138e-10	2.91829663686123e-21	1.05016015959408e-09	1.58974917925718e-09	Concentration of small VLDL particles (mol/l)	Lipoprotein subclasses	Small VLDL	Particle concentration (mol/l)	Particle concentration	no	bmi	adolescents	model2	maternal/own_education + ever smoked + frequency alcohol + diet
svldll	1762	0.0288221056360074	0.00289888220964333	1.07006361990568e-22	0.0231402965051065	0.0345039147669083	Total lipids in small VLDL (mmol/l)	Lipoprotein subclasses	Small VLDL	Total lipids (mmol/l)	Total lipids	no	bmi	adolescents	model2	maternal/own_education + ever smoked + frequency alcohol + diet
svldlpl	1762	0.00535629316040108	0.000589724599768502	2.7757005435886e-19	0.00420043294485482	0.00651215337594734	Phospholipids in small VLDL (mmol/l)	Lipoprotein subclasses	Small VLDL	Phospholipids (mmol/l)	Phospholipids	no	bmi	adolescents	model2	maternal/own_education + ever smoked + frequency alcohol + diet
svldlc	1762	0.011715836802092	0.00116589890561443	3.87857092549587e-23	0.00943067494708772	0.0140009986570963	Total cholesterol in small VLDL (mmol/l)	Lipoprotein subclasses	Small VLDL	Total cholesterol (mmol/l)	Total cholesterol	no	bmi	adolescents	model2	maternal/own_education + ever smoked + frequency alcohol + diet
svldlce	1762	0.00817506224625113	0.000801079080290851	8.57045982670551e-24	0.00660494724888106	0.0097451772436212	Cholesterol esters in small VLDL (mmol/l)	Lipoprotein subclasses	Small VLDL	Cholesterol esters (mmol/l)	Cholesterol esters	no	bmi	adolescents	model2	maternal/own_education + ever smoked + frequency alcohol + diet
svldlfc	1762	0.00353856682140957	0.000405523474623103	6.02028695545542e-18	0.00274374081114829	0.00433339283167085	Free cholesterol in small VLDL (mmol/l)	Lipoprotein subclasses	Small VLDL	Free cholesterol (mmol/l)	Free cholesterol	no	bmi	adolescents	model2	maternal/own_education + ever smoked + frequency alcohol + diet
svldltg	1762	0.0117578221020868	0.00132460550046008	1.66564950127177e-18	0.00916159532118504	0.0143540488829886	Triglycerides in small VLDL (mmol/l)	Lipoprotein subclasses	Small VLDL	Triglycerides (mmol/l)	Triglycerides	no	bmi	adolescents	model2	maternal/own_education + ever smoked + frequency alcohol + diet
xsvldlp	1762	7.13746095935354e-10	1.30862251126382e-10	5.61995830406883e-08	4.57256083727645e-10	9.70236108143063e-10	Concentration of very small VLDL particles (mol/l)	Lipoprotein subclasses	Very Small VLDL	Particle concentration (mol/l)	Particle concentration	no	bmi	adolescents	model2	maternal/own_education + ever smoked + frequency alcohol + diet
xsvldll	1762	0.013981434368837	0.00203559795330471	8.97989403595223e-12	0.00999166238035977	0.0179712063573142	Total lipids in very small VLDL (mmol/l)	Lipoprotein subclasses	Very Small VLDL	Total lipids (mmol/l)	Total lipids	no	bmi	adolescents	model2	maternal/own_education + ever smoked + frequency alcohol + diet
xsvldlpl	1762	0.00290108927140771	0.000666500321050303	1.4221326150507e-05	0.00159474864214912	0.0042074299006663	Phospholipids in very small VLDL (mmol/l)	Lipoprotein subclasses	Very Small VLDL	Phospholipids  (mmol/l)	Phospholipids	no	bmi	adolescents	model2	maternal/own_education + ever smoked + frequency alcohol + diet
xsvldlc	1762	0.0084798278957396	0.00114086336381294	1.6531384033405e-13	0.00624373570266624	0.010715920088813	Total cholesterol in very small VLDL (mmol/l)	Lipoprotein subclasses	Very Small VLDL	Total cholesterol (mmol/l)	Total cholesterol	no	bmi	adolescents	model2	maternal/own_education + ever smoked + frequency alcohol + diet
xsvldlce	1762	0.00703278420563883	0.000814639656775642	1.3176632174484e-17	0.00543609047835857	0.00862947793291909	Cholesterol esters in very small VLDL (mmol/l)	Lipoprotein subclasses	Very Small VLDL	Cholesterol esters (mmol/l)	Cholesterol esters	no	bmi	adolescents	model2	maternal/own_education + ever smoked + frequency alcohol + diet
xsvldlfc	1762	0.00144594524174602	0.000360453625685007	6.28797902631829e-05	0.000739456135403406	0.00215243434808863	Free cholesterol in very small VLDL (mmol/l)	Lipoprotein subclasses	Very Small VLDL	Free cholesterol (mmol/l)	Free cholesterol	no	bmi	adolescents	model2	maternal/own_education + ever smoked + frequency alcohol + diet
xsvldltg	1762	0.00259855261990072	0.000485585631425944	9.87721393025748e-08	0.00164680478230587	0.00355030045749557	Triglycerides in very small VLDL (mmol/l)	Lipoprotein subclasses	Very Small VLDL	Triglycerides (mmol/l)	Triglycerides	no	bmi	adolescents	model2	maternal/own_education + ever smoked + frequency alcohol + diet
idlp	1762	9.91127647642506e-10	3.62700246627264e-10	0.00634602576665563	2.80235164253069e-10	1.70202013103194e-09	Concentration of IDL particles (mol/l)	Lipoprotein subclasses	IDL	Particle concentration (mol/l)	Particle concentration	no	bmi	adolescents	model2	maternal/own_education + ever smoked + frequency alcohol + diet
idll	1762	0.016523952105963	0.00476133117672447	0.000532168923945219	0.00719174299958304	0.025856161212343	Total lipids in IDL (mmol/l)	Lipoprotein subclasses	IDL	Total lipids (mmol/l)	Total lipids	no	bmi	adolescents	model2	maternal/own_education + ever smoked + frequency alcohol + diet
idlpl	1762	0.00288742312113156	0.0012106187735427	0.0171810403640692	0.000514610324987868	0.00526023591727525	Phospholipids in IDL (mmol/l)	Lipoprotein subclasses	IDL	Phospholipids (mmol/l)	Phospholipids	no	bmi	adolescents	model2	maternal/own_education + ever smoked + frequency alcohol + diet
idlc	1762	0.0139815410334256	0.00322404653879262	1.5289872618444e-05	0.00766240981739206	0.0203006722494591	Total cholesterol in IDL (mmol/l)	Lipoprotein subclasses	IDL	Total cholesterol (mmol/l)	Total cholesterol	no	bmi	adolescents	model2	maternal/own_education + ever smoked + frequency alcohol + diet
idlce	1762	0.012333721659646	0.00230254555152602	9.60271738404798e-08	0.007820732378655	0.016846710940637	Cholesterol esters in IDL (mmol/l)	Lipoprotein subclasses	IDL	Cholesterol esters (mmol/l)	Cholesterol esters	no	bmi	adolescents	model2	maternal/own_education + ever smoked + frequency alcohol + diet
idlfc	1762	0.00164669502718449	0.000954849764361341	0.0847831022611466	-0.000224810510963738	0.00351820056533272	Free cholesterol in IDL (mmol/l)	Lipoprotein subclasses	IDL	Free cholesterol (mmol/l)	Free cholesterol	no	bmi	adolescents	model2	maternal/own_education + ever smoked + frequency alcohol + diet
idltg	1762	-0.000354089043461082	0.000536546180407669	0.509378074106245	-0.00140571955706011	0.000697541470137949	Triglycerides in IDL (mmol/l)	Lipoprotein subclasses	IDL	Triglycerides (mmol/l)	Triglycerides	no	bmi	adolescents	model2	maternal/own_education + ever smoked + frequency alcohol + diet
lldlp	1762	1.90932873384834e-09	6.47839954723869e-10	0.00324875756357754	6.39562422589557e-10	3.17909504510712e-09	Concentration of large LDL particles (mol/l)	Lipoprotein subclasses	Large LDL	Particle concentration (mol/l)	Particle concentration	no	bmi	adolescents	model2	maternal/own_education + ever smoked + frequency alcohol + diet
lldll	1762	0.0191370222136718	0.0059166218627804	0.00124144299067978	0.00754044336262222	0.0307336010647214	Total lipids in large LDL (mmol/l)	Lipoprotein subclasses	Large LDL	Total lipids (mmol/l)	Total lipids	no	bmi	adolescents	model2	maternal/own_education + ever smoked + frequency alcohol + diet
lldlpl	1762	0.00481589793065893	0.00120298069495987	6.50677453076954e-05	0.00245805576853758	0.00717374009278027	Phospholipids in large LDL (mmol/l)	Lipoprotein subclasses	Large LDL	Phospholipids (mmol/l)	Phospholipids	no	bmi	adolescents	model2	maternal/own_education + ever smoked + frequency alcohol + diet
lldlc	1762	0.0153842779004245	0.00431614749934816	0.000374517758626025	0.00692462880170211	0.0238439269991469	Total cholesterol in large LDL (mmol/l)	Lipoprotein subclasses	Large LDL	Total cholesterol (mmol/l)	Total cholesterol	no	bmi	adolescents	model2	maternal/own_education + ever smoked + frequency alcohol + diet
lldlce	1762	0.0130161960589579	0.00326137664875636	6.85020742992502e-05	0.00662389782739543	0.0194084942905204	Cholesterol esters in large LDL (mmol/l)	Lipoprotein subclasses	Large LDL	Cholesterol esters (mmol/l)	Cholesterol esters	no	bmi	adolescents	model2	maternal/own_education + ever smoked + frequency alcohol + diet
lldlfc	1762	0.00237142922881257	0.00106567456236505	0.026188868422077	0.000282707086577072	0.00446015137104807	Free cholesterol in large LDL (mmol/l)	Lipoprotein subclasses	Large LDL	Free cholesterol (mmol/l)	Free cholesterol	no	bmi	adolescents	model2	maternal/own_education + ever smoked + frequency alcohol + diet
lldltg	1762	-0.00107199925863991	0.000559702888963661	0.0556166440783967	-0.00216901692100869	2.50184037288656e-05	Triglycerides in large LDL (mmol/l)	Lipoprotein subclasses	Large LDL	Triglycerides (mmol/l)	Triglycerides	no	bmi	adolescents	model2	maternal/own_education + ever smoked + frequency alcohol + diet
mldlp	1762	1.96975539118272e-09	5.53731131671121e-10	0.000384726698508531	8.84442373107323e-10	3.05506840925812e-09	Concentration of medium LDL particles (mol/l)	Lipoprotein subclasses	Medium LDL	Particle concentration (mol/l)	Particle concentration	no	bmi	adolescents	model2	maternal/own_education + ever smoked + frequency alcohol + diet
mldll	1762	0.0132137758847853	0.0036141990426157	0.000263656430588606	0.00612994576125853	0.0202976060083121	Total lipids in medium LDL (mmol/l)	Lipoprotein subclasses	Medium LDL	Total lipids (mmol/l)	Total lipids	no	bmi	adolescents	model2	maternal/own_education + ever smoked + frequency alcohol + diet
mldlpl	1762	0.00360039982861279	0.000719906766353444	6.2670511449125e-07	0.00218938256656004	0.00501141709066554	Phospholipids in medium LDL (mmol/l)	Lipoprotein subclasses	Medium LDL	Phospholipids (mmol/l)	Phospholipids	no	bmi	adolescents	model2	maternal/own_education + ever smoked + frequency alcohol + diet
mldlc	1762	0.0102809832748168	0.00267504747795412	0.000125723181084938	0.00503789021802672	0.0155240763316069	Total cholesterol in medium LDL (mmol/l)	Lipoprotein subclasses	Medium LDL	Total cholesterol (mmol/l)	Total cholesterol	no	bmi	adolescents	model2	maternal/own_education + ever smoked + frequency alcohol + diet
mldlce	1762	0.00852810477124511	0.00216953669386835	8.79384918523349e-05	0.00427581285126314	0.0127803966912271	Cholesterol esters in medium LDL (mmol/l)	Lipoprotein subclasses	Medium LDL	Cholesterol esters (mmol/l)	Cholesterol esters	no	bmi	adolescents	model2	maternal/own_education + ever smoked + frequency alcohol + diet
mldlfc	1762	0.00174911265573896	0.000516360763919458	0.000721219935369972	0.000737045558456822	0.0027611797530211	Free cholesterol in medium LDL (mmol/l)	Lipoprotein subclasses	Medium LDL	Free cholesterol (mmol/l)	Free cholesterol	no	bmi	adolescents	model2	maternal/own_education + ever smoked + frequency alcohol + diet
mldltg	1762	-0.000658948551757985	0.000330125764075982	0.0460825172661463	-0.00130599504934691	-1.19020541690602e-05	Triglycerides in medium LDL (mmol/l)	Lipoprotein subclasses	Medium LDL	Triglycerides (mmol/l)	Triglycerides	no	bmi	adolescents	model2	maternal/own_education + ever smoked + frequency alcohol + diet
sldlp	1762	2.00611406476251e-09	6.068530847247e-10	0.000966284415654338	8.16682018702098e-10	3.19554611082292e-09	Concentration of small LDL particles (mol/l)	Lipoprotein subclasses	Small LDL	Particle concentration (mol/l)	Particle concentration	no	bmi	adolescents	model2	maternal/own_education + ever smoked + frequency alcohol + diet
sldll	1762	0.00860359404793616	0.00227257896810243	0.000158352930528056	0.0041493392704554	0.0130578488254169	Total lipids in small LDL (mmol/l)	Lipoprotein subclasses	Small LDL	Total lipids (mmol/l)	Total lipids	no	bmi	adolescents	model2	maternal/own_education + ever smoked + frequency alcohol + diet
sldlpl	1762	0.00197246572848674	0.000486047296395326	5.16301780928633e-05	0.0010198130275519	0.00292511842942158	Phospholipids in small LDL (mmol/l)	Lipoprotein subclasses	Small LDL	Phospholipids (mmol/l)	Phospholipids	no	bmi	adolescents	model2	maternal/own_education + ever smoked + frequency alcohol + diet
sldlc	1762	0.00625165338398288	0.00165976401829404	0.000170953478162736	0.00299851590812656	0.0095047908598392	Total cholesterol in small LDL (mmol/l)	Lipoprotein subclasses	Small LDL	Total cholesterol (mmol/l)	Total cholesterol	no	bmi	adolescents	model2	maternal/own_education + ever smoked + frequency alcohol + diet
sldlce	1762	0.00508296813186052	0.00136382891935368	0.000199928637530883	0.00240986344992731	0.00775607281379373	Cholesterol esters in small LDL (mmol/l)	Lipoprotein subclasses	Small LDL	Cholesterol esters (mmol/l)	Cholesterol esters	no	bmi	adolescents	model2	maternal/own_education + ever smoked + frequency alcohol + diet
sldlfc	1762	0.00117001735045029	0.000317860400385405	0.000239425381956596	0.000547010965694896	0.00179302373520568	Free cholesterol in small LDL (mmol/l)	Lipoprotein subclasses	Small LDL	Free cholesterol (mmol/l)	Free cholesterol	no	bmi	adolescents	model2	maternal/own_education + ever smoked + frequency alcohol + diet
sldltg	1762	0.000373601784380697	0.00019786892403315	0.0591737277139944	-1.4221306724277e-05	0.000761424875485671	Triglycerides in small LDL (mmol/l)	Lipoprotein subclasses	Small LDL	Triglycerides (mmol/l)	Triglycerides	no	bmi	adolescents	model2	maternal/own_education + ever smoked + frequency alcohol + diet
xlhdlp	1762	-2.58542771767704e-08	2.94845664770873e-09	4.18543736724784e-18	-3.16332522062795e-08	-2.00753021472613e-08	Concentration of very large HDL particles (mol/l)	Lipoprotein subclasses	Very large HDL	Particle concentration (mol/l)	Particle concentration	no	bmi	adolescents	model2	maternal/own_education + ever smoked + frequency alcohol + diet
xlhdll	1762	-0.0299400767141392	0.00356804157538251	9.76824912768566e-17	-0.0369334382018889	-0.0229467152263895	Total lipids in very large HDL (mmol/l)	Lipoprotein subclasses	Very large HDL	Total lipids (mmol/l)	Total lipids	no	bmi	adolescents	model2	maternal/own_education + ever smoked + frequency alcohol + diet
xlhdlpl	1762	-0.0181249763703479	0.00189161760737137	3.12566855126614e-21	-0.0218325468807958	-0.0144174058599	Phospholipids in very large HDL (mmol/l)	Lipoprotein subclasses	Very large HDL	Phospholipids (mmol/l)	Phospholipids	no	bmi	adolescents	model2	maternal/own_education + ever smoked + frequency alcohol + diet
xlhdlc	1762	-0.0116284333561269	0.00173012775753109	2.43036319944281e-11	-0.0150194837608878	-0.00823738295136596	Total cholesterol in very large HDL (mmol/l)	Lipoprotein subclasses	Very large HDL	Total cholesterol (mmol/l)	Total cholesterol	no	bmi	adolescents	model2	maternal/own_education + ever smoked + frequency alcohol + diet
xlhdlce	1762	-0.00775378461981207	0.00128276587871075	1.82571840557625e-09	-0.0102680057420851	-0.005239563497539	Cholesterol esters in very large HDL (mmol/l)	Lipoprotein subclasses	Very large HDL	Cholesterol esters (mmol/l)	Cholesterol esters	no	bmi	adolescents	model2	maternal/own_education + ever smoked + frequency alcohol + diet
xlhdlfc	1762	-0.00388821302676814	0.000474546970042825	4.83563758042849e-16	-0.00481832508805208	-0.0029581009654842	Free cholesterol in very large HDL (mmol/l)	Lipoprotein subclasses	Very large HDL	Free cholesterol (mmol/l)	Free cholesterol	no	bmi	adolescents	model2	maternal/own_education + ever smoked + frequency alcohol + diet
xlhdltg	1762	-0.00018085315008613	0.000120379718810596	0.133185289981295	-0.000416797398954898	5.50910987826382e-05	Triglycerides in very large HDL (mmol/l)	Lipoprotein subclasses	Very large HDL	Triglycerides (mmol/l)	Triglycerides	no	bmi	adolescents	model2	maternal/own_education + ever smoked + frequency alcohol + diet
lhdlp	1762	-6.43237818433578e-08	5.9786069810378e-09	3.4585652780627e-26	-7.60418515261919e-08	-5.26057121605237e-08	Concentration of large HDL particles (mol/l)	Lipoprotein subclasses	Large HDL	Particle concentration (mol/l)	Particle concentration	no	bmi	adolescents	model2	maternal/own_education + ever smoked + frequency alcohol + diet
lhdll	1762	-0.04885598668011	0.00453212976964674	2.79456323204689e-26	-0.0577389610286176	-0.0399730123316024	Total lipids in large HDL (mmol/l)	Lipoprotein subclasses	Large HDL	Total lipids (mmol/l)	Total lipids	no	bmi	adolescents	model2	maternal/own_education + ever smoked + frequency alcohol + diet
lhdlpl	1762	-0.0203029341933403	0.00201132478127712	2.5032599967473e-23	-0.0242451307646435	-0.0163607376220371	Phospholipids in large HDL (mmol/l)	Lipoprotein subclasses	Large HDL	Phospholipids (mmol/l)	Phospholipids	no	bmi	adolescents	model2	maternal/own_education + ever smoked + frequency alcohol + diet
lhdlc	1762	-0.028309811915766	0.00250242247906942	1.0869967437532e-28	-0.0332145599747421	-0.0234050638567899	Total cholesterol in large HDL (mmol/l)	Lipoprotein subclasses	Large HDL	Total cholesterol (mmol/l)	Total cholesterol	no	bmi	adolescents	model2	maternal/own_education + ever smoked + frequency alcohol + diet
lhdlce	1762	-0.0225109580036264	0.00197024453873241	3.27288982127147e-29	-0.0263726372995419	-0.0186492787077109	Cholesterol esters in large HDL (mmol/l)	Lipoprotein subclasses	Large HDL	Cholesterol esters (mmol/l)	Cholesterol esters	no	bmi	adolescents	model2	maternal/own_education + ever smoked + frequency alcohol + diet
lhdlfc	1762	-0.00580394787080696	0.000535112859931692	1.41903667331634e-26	-0.00685276907627308	-0.00475512666534084	Free cholesterol in large HDL (mmol/l)	Lipoprotein subclasses	Large HDL	Free cholesterol (mmol/l)	Free cholesterol	no	bmi	adolescents	model2	maternal/own_education + ever smoked + frequency alcohol + diet
lhdltg	1762	-0.000230102071701079	9.33578033538812e-05	0.0138067568263231	-0.000413083366274686	-4.71207771274719e-05	Triglycerides in large HDL (mmol/l)	Lipoprotein subclasses	Large HDL	Triglycerides (mmol/l)	Triglycerides	no	bmi	adolescents	model2	maternal/own_education + ever smoked + frequency alcohol + diet
mhdlp	1762	-1.84199899562651e-08	4.98895495048881e-09	0.000229165181311246	-2.81983416592232e-08	-8.64163825330703e-09	Concentration of medium HDL particles (mol/l)	Lipoprotein subclasses	Medium HDL	Particle concentration (mol/l)	Particle concentration	no	bmi	adolescents	model2	maternal/own_education + ever smoked + frequency alcohol + diet
mhdll	1762	-0.0116303042555794	0.00255358099764545	5.6126088682268e-06	-0.0166353230109645	-0.00662528550019432	Total lipids in medium HDL (mmol/l)	Lipoprotein subclasses	Medium HDL	Total lipids (mmol/l)	Total lipids	no	bmi	adolescents	model2	maternal/own_education + ever smoked + frequency alcohol + diet
mhdlpl	1762	-0.00634043122186763	0.00134954427362461	2.8290834424809e-06	-0.00898553799817187	-0.00369532444556339	Phospholipids in medium HDL (mmol/l)	Lipoprotein subclasses	Medium HDL	Phospholipids (mmol/l)	Phospholipids	no	bmi	adolescents	model2	maternal/own_education + ever smoked + frequency alcohol + diet
